StoreNo,ProductGroup,Allowed,PackQty
0418,C0101,0,0
0418,C0102,1,1
0418,C0103,1,1
0418,C0104,1,1
0418,C0105,1,1
0418,C0107,1,1
0418,C0108,0,0
0418,C0109,0,0
