ProductGroup,LineCode7,PackId,Packbarcode,Packtype,PackQty,LineCode7Qty,deptcode
C0202,B153225,90007,1153225900071,BH,1,0,C020205
C0203,B064402,90003,1064402900039,BH,1,0,C020301
C0203,B064403,90005,1064403900052,BH,1,0,C020301
C0203,B064404,90005,1064404900051,BH,1,0,C020301
C0203,B064418,90004,1064418900047,BH,1,0,C020301
C0203,B064419,90005,1064419900053,BH,1,0,C020301
C0203,B064420,90005,1064420900059,BH,1,0,C020301
C0203,B064431,90006,1064431900062,BH,1,0,C020303
C0203,B064432,90007,1064432900078,BH,1,0,C020303
C0203,B064433,90006,1064433900060,BH,1,0,C020303
C0203,B064434,90007,1064434900076,BH,1,0,C020303
C0203,B064439,90007,1064439900071,BH,1,0,C020304
C0203,B064441,90007,1064441900076,BH,1,0,C020304
C0203,B064478,90006,1064478900063,BH,1,0,C020303
C0203,B064479,90007,1064479900079,BH,1,0,C020303
C0301,C017652,90005,2017652900051,BH,1,0,C030102
C0301,C017653,90005,2017653900050,BH,1,0,C030102
C0301,C017817,90005,2017817900056,BH,1,0,C030102
C0301,C017819,90005,2017819900054,BH,1,0,C030102
C0301,C017820,90005,2017820900050,BH,1,0,C030102
C0301,C017822,90005,2017822900058,BH,1,0,C030102
C0301,C017840,90005,2017840900054,BH,1,0,C030102
C0301,C017841,90005,2017841900053,BH,1,0,C030102
C0301,C017856,90005,2017856900055,BH,1,0,C030102
C0301,C017857,90005,2017857900054,BH,1,0,C030102
C0301,C017858,90005,2017858900053,BH,1,0,C030102
C0301,C017859,90005,2017859900052,BH,1,0,C030102
C0301,C017981,90005,2017981900050,BH,1,0,C030102
C0301,C017982,90005,2017982900059,BH,1,0,C030102
C0301,C017985,90005,2017985900056,BH,1,0,C030102
C0301,C017986,90005,2017986900055,BH,1,0,C030102
C0301,C018005,90005,2018005900056,BH,1,0,C030104
C0301,C018006,90005,2018006900055,BH,1,0,C030104
C0301,C018025,90005,2018025900050,BH,1,0,C030103
C0301,C018026,90005,2018026900059,BH,1,0,C030103
C0301,C018031,90005,2018031900051,BH,1,0,C030105
C0301,C018032,90005,2018032900050,BH,1,0,C030105
C0301,C018033,90005,2018033900059,BH,1,0,C030105
C0301,C018034,90005,2018034900058,BH,1,0,C030105
C0301,C018082,90005,2018082900055,BH,1,0,C030102
C0301,C018083,90005,2018083900054,BH,1,0,C030102
C0301,C018126,90005,2018126900058,BH,1,0,C030104
C0301,C018127,90005,2018127900057,BH,1,0,C030104
C0402,B141894,90003,1141894900034,BH,1,0,C040203
C0601,B362743,90005,1362743900054,BH,1,0,C060102
C0601,B362744,90005,1362744900053,BH,1,0,C060102
C0601,B362776,90005,1362776900052,BH,1,0,C060102
C0601,B362777,90005,1362777900051,BH,1,0,C060102
C0601,B362778,90005,1362778900050,BH,1,0,C060102
C0601,B362779,90005,1362779900059,BH,1,0,C060102
C0601,B362787,90005,1362787900058,BH,1,0,C060103
C0601,B362788,90005,1362788900057,BH,1,0,C060103
C0601,B362801,90005,1362801900057,BH,1,0,C060103
C0601,B362802,90005,1362802900056,BH,1,0,C060103
C0601,B362807,90005,1362807900051,BH,1,0,C060103
C0601,B362808,90005,1362808900050,BH,1,0,C060103
C0601,B362848,90005,1362848900058,BH,1,0,C060102
C0601,B362849,90005,1362849900057,BH,1,0,C060102
C0601,B362862,90005,1362862900058,BH,1,0,C060102
C0601,B362863,90005,1362863900057,BH,1,0,C060102
C0601,B362868,90005,1362868900052,BH,1,0,C060102
C0601,B362869,90005,1362869900051,BH,1,0,C060102
C0601,B362944,90005,1362944900051,BH,1,0,C060102
C0601,B362945,90005,1362945900050,BH,1,0,C060102
C0601,B362946,90005,1362946900059,BH,1,0,C060102
C0601,B362947,90005,1362947900058,BH,1,0,C060102
C0601,B362950,90005,1362950900052,BH,1,0,C060102
C0601,B362951,90005,1362951900051,BH,1,0,C060102
C0702,C290023,90008,2290023900083,BH,1,0,C070201
C0801,B290007,90005,1290007900055,B,1,0,C080102
C0801,B290012,90013,1290012900132,BH,1,0,C080102
C0801,G370024,90007,4370024900072,B,1,0,C080101
C0801,G370031,90005,4370031900058,B,1,0,C080101
C0901,G111137,90005,4111137900050,BH,1,0,C090101
C0901,G111138,90007,4111138900073,BH,1,0,C090101
C0902,B110809,90009,1110809900094,BH,1,0,C090201
C0902,B110810,90004,1110810900045,BH,1,0,C090201
C1001,C133606,90007,2133606900073,BH,1,0,C100105
C1001,C133617,90008,2133617900086,BH,1,0,C100105
C1001,C133621,90004,2133621900041,BH,1,0,C100103
C1001,C133622,90008,2133622900088,BH,1,0,C100105
C1001,C133629,90008,2133629900081,BH,1,0,C100105
C1001,C133638,90017,2133638900171,B,1,0,C100101
C1001,C133679,90003,2133679900031,B,1,0,C100103
C1002,C133586,90007,2133586900070,BH,1,0,C100201
C1002,C133587,90008,2133587900086,BH,1,0,C100201
C1002,C133625,90003,2133625900030,BH,1,0,C100202
C1002,C133627,90003,2133627900038,BH,1,0,C100202
C1002,C133628,90003,2133628900037,BH,1,0,C100202
C1002,C133634,90008,2133634900083,BH,1,0,C100201
C1002,C133644,90007,2133644900073,BH,1,0,C100201
C1202,C124063,90006,2124063900065,BH,1,0,C120203
C1202,C124064,90004,2124064900040,BH,1,0,C120203
C1202,C124091,90006,2124091900068,BH,1,0,C120204
C1202,C124092,90004,2124092900043,BH,1,0,C120204
C1202,C124143,90006,2124143900060,BH,1,0,C120202
C1202,C124144,90004,2124144900045,BH,1,0,C120202
C1203,C124061,90006,2124061900067,BH,1,0,C120303
C1203,C124062,90004,2124062900042,BH,1,0,C120303
C1203,C124141,90006,2124141900062,BH,1,0,C120304
C1203,C124142,90004,2124142900047,BH,1,0,C120304
C1205,C124065,90006,2124065900063,BH,1,0,C120501
C1205,C124066,90004,2124066900048,BH,1,0,C120501
C1301,C017914,90008,2017914900089,BH,1,0,C130104
C1301,C017922,90008,2017922900088,BH,1,0,C130104
C1301,C017926,90007,2017926900077,BH,1,0,C130105
C1301,C017952,90008,2017952900089,BH,1,0,C130104
C1301,C017959,90007,2017959900075,BH,1,0,C130105
C1301,C158767,90007,2158767900076,H,1,0,C130105
C1302,B362823,90007,1362823900073,BH,1,0,C130204
C1302,B362891,90008,1362891900081,BH,1,0,C130205
C1302,B362915,90007,1362915900073,BH,1,0,C130204
C1302,C158671,90008,2158671900087,BH,1,0,C130205
C1501,B300097,90006,1300097900061,BH,1,0,C150102
C1501,B300098,90004,1300098900046,BH,1,0,C150102
F0101,F972091,90007,3972091900071,BH,1,0,F010101
F0102,F972150,90007,3972150900073,B,1,0,F010201
F0102,F972151,90007,3972151900072,BH,1,0,F010201
F0103,F972080,90007,3972080900075,BH,1,0,F010301
F0103,F972106,90007,3972106900072,BH,1,0,F010301
F0107,F972078,90007,3972078900070,BH,1,0,F010701
F0107,F972079,90007,3972079900079,BH,1,0,F010701
F0107,F972121,90007,3972121900071,BH,1,0,F010701
F0107,F972123,90007,3972123900079,BH,1,0,F010701
F0107,F972164,90007,3972164900076,BH,1,0,F010701
F0201,M550035,90013,6550035900133,BH,1,0,F020101
F0202,M550021,90004,6550021900048,BH,1,0,F020201
F0202,M550033,90004,6550033900043,BH,1,0,F020201
F0202,M550059,90007,6550059900072,BH,1,0,F020201
F0202,M550060,90004,6550060900047,BH,1,0,F020201
F0202,M550064,90007,6550064900074,BH,1,0,F020201
F0401,C157834,90007,2157834900070,BH,1,0,F040101
F0401,C157835,90004,2157835900048,BH,1,0,F040101
F0401,C157854,90004,2157854900043,BH,1,0,F040105
F0401,C157855,90004,2157855900042,BH,1,0,F040105
F0402,C156804,90005,2156804900058,BH,1,0,F040201
F0402,C158779,90007,2158779900071,BH,1,0,F040201
F0402,C158780,90005,2158780900053,BH,1,0,F040201
F0403,C157652,90010,2157652900108,BH,1,0,F040302
F0403,C158768,90006,2158768900068,BH,1,0,F040303
F0403,C158769,90006,2158769900067,BH,1,0,F040303
F0405,C157550,90007,2157550900071,BH,1,0,F040502
F0405,C157551,90005,2157551900056,BH,1,0,F040502
F0405,C157582,90007,2157582900070,BH,1,0,F040502
F0405,C157583,90005,2157583900055,BH,1,0,F040502
F0405,C157910,90007,2157910900079,BH,1,0,F040502
F0405,C157911,90005,2157911900054,BH,1,0,F040502
F0405,C157959,90009,2157959900092,BH,1,0,F040502
F0405,C157960,90005,2157960900050,BH,1,0,F040502
F0701,M312135,90001,6312135900013,BH,1,0,F070102
F0701,M312136,90001,6312136900012,BH,1,0,F070102
F0701,M312146,90002,6312146900026,BH,1,0,F070104
F0701,M312147,90002,6312147900025,BH,1,0,F070104
F0701,M312189,90002,6312189900021,BH,1,0,F070102
F0701,M312211,90002,6312211900029,BH,1,0,F070102
F0701,M312212,90002,6312212900028,BH,1,0,F070102
F0701,M312366,90002,6312366900028,BH,1,0,F070102
F0703,M312054,90001,6312054900019,B,1,0,F070301
F0703,M312065,90001,6312065900015,BH,1,0,F070301
F0703,M312069,90001,6312069900011,BH,1,0,F070301
F0703,M312070,90003,6312070900031,B,1,0,F070301
F0703,M312077,90001,6312077900010,B,1,0,F070301
F0703,M312098,90001,6312098900013,BH,1,0,F070301
F0703,M312099,90001,6312099900012,BH,1,0,F070301
F0703,M312107,90001,6312107900010,BH,1,0,F070301
F0703,M312150,90002,6312150900029,BH,1,0,F070301
F0703,M312151,90002,6312151900028,BH,1,0,F070301
F0703,M312153,90001,6312153900019,BH,1,0,F070301
F0703,M312157,90002,6312157900022,BH,1,0,F070301
F0703,M312158,90002,6312158900021,BH,1,0,F070301
F0703,M312469,90002,6312469900024,B,1,0,F070301
F1102,C141938,90001,2141938900012,BH,1,0,F110201
F1102,M312198,90003,6312198900036,BH,1,0,F110201
F1103,C141939,90001,2141939900011,BH,1,0,F110301
F1103,M312199,90003,6312199900035,BH,1,0,F110301
F1103,M312200,90003,6312200900030,BH,1,0,F110301
H0302,M847235,90001,6847235900019,B,1,0,H030201
H0302,M847237,90001,6847237900017,B,1,0,H030201
H0302,M847239,90001,6847239900015,B,1,0,H030201
H0302,M847240,90001,6847240900011,B,1,0,H030201
H0302,M847250,90001,6847250900018,B,1,0,H030201
H0302,M847252,90001,6847252900016,B,1,0,H030201
H0302,M847261,90020,6847261900205,B,1,0,H030201
H0302,M847262,90020,6847262900204,B,1,0,H030201
L0301,F273052,90008,3273052900087,BH,1,0,L030102
L0301,F273068,90008,3273068900088,BH,1,0,L030102
L0301,F273143,90005,3273143900057,BH,1,0,L030101
L0302,F273016,90005,3273016900054,BH,1,0,L030201
L0302,F273017,90005,3273017900053,BH,1,0,L030201
L0302,F273030,90008,3273030900085,BH,1,0,L030202
L0302,F273031,90008,3273031900084,BH,1,0,L030202
L0302,F273083,90008,3273083900087,BH,1,0,L030202
L0302,F273089,90008,3273089900081,BH,1,0,L030202
L0302,F273115,90005,3273115900054,BH,1,0,L030201
L0302,F273156,90005,3273156900051,BH,1,0,L030201
L0302,F273157,90005,3273157900050,BH,1,0,L030201
L0302,F273158,90005,3273158900059,BH,1,0,L030201
L0302,F273159,90005,3273159900058,BH,1,0,L030201
L0401,F269122,90015,3269122900156,BH,1,0,L040102
L0401,F269127,90008,3269127900083,BH,1,0,L040102
L0401,F269128,90008,3269128900082,BH,1,0,L040102
L0401,F269130,90008,3269130900087,BH,1,0,L040101
L0401,F269158,90008,3269158900083,BH,1,0,L040101
L0401,F269159,90008,3269159900082,BH,1,0,L040101
L0401,F269162,90008,3269162900086,BH,1,0,L040101
L0401,F269167,90008,3269167900081,BH,1,0,L040103
L0401,F269168,90008,3269168900080,BH,1,0,L040103
L0401,F269176,90008,3269176900089,BH,1,0,L040103
L0401,F269389,90008,3269389900081,BH,1,0,L040103
L0401,F269390,90008,3269390900087,BH,1,0,L040103
L0401,F269391,90008,3269391900086,BH,1,0,L040103
L0401,F269392,90008,3269392900085,BH,1,0,L040103
L0501,F371063,90010,3371063900109,H,1,0,L050101
L0501,F371089,90009,3371089900091,H,1,0,L050101
L0501,F371089,90008,3371089900084,H,1,0,L050101
L0501,F371089,90010,3371089900107,H,1,0,L050101
L0501,F371090,90008,3371090900080,H,1,0,L050101
L0501,F371097,90010,3371097900106,H,1,0,L050102
L0501,F371097,90009,3371097900090,H,1,0,L050102
L0501,F371097,90008,3371097900083,H,1,0,L050102
L0501,F371098,90010,3371098900105,H,1,0,L050102
L0501,F371098,90009,3371098900099,H,1,0,L050102
L0501,F371098,90008,3371098900082,H,1,0,L050102
L0501,F371099,90009,3371099900098,H,1,0,L050102
L0501,F371099,90010,3371099900104,H,1,0,L050102
L0501,F371099,90008,3371099900081,H,1,0,L050102
L0501,F371100,90010,3371100900109,H,1,0,L050102
L0501,F371100,90009,3371100900093,H,1,0,L050102
L0501,F371100,90008,3371100900086,H,1,0,L050102
L0501,F371105,90010,3371105900104,H,1,0,L050102
L0501,F371105,90009,3371105900098,H,1,0,L050102
L0501,F371105,90008,3371105900081,H,1,0,L050102
L0501,F371106,90008,3371106900080,H,1,0,L050102
L0501,F371106,90009,3371106900097,H,1,0,L050102
L0501,F371106,90010,3371106900103,H,1,0,L050102
L0501,F371117,90008,3371117900086,H,1,0,L050101
L0501,F371117,90009,3371117900093,H,1,0,L050101
L0501,F371117,90010,3371117900109,H,1,0,L050101
L0501,F371118,90010,3371118900108,H,1,0,L050101
L0501,F371118,90009,3371118900092,H,1,0,L050101
L0501,F371118,90008,3371118900085,H,1,0,L050101
L1101,F281816,90009,3281816900099,H,1,0,L110101
L1101,F281816,90010,3281816900105,H,1,0,L110101
L1101,F281831,90009,3281831900098,H,1,0,L110101
L1101,F281831,90008,3281831900081,H,1,0,L110101
L1103,F281817,90008,3281817900081,H,1,0,L110301
L1103,F281817,90009,3281817900098,H,1,0,L110301
L1103,F281817,90010,3281817900104,H,1,0,L110301
