Linecode(7),Pack Id,Pack Type,Pack Barcode,Pack Outer,Linecode(12),Ratio,All Sizes in Pack?,Pack Level,Linked Pack ID
B021217,90005,B,1021217900050,18,B02121700001,1,Y,PACK,x
B021217,90005,B,1021217900050,18,B02121700002,8,Y,PACK,x
B021217,90005,B,1021217900050,18,B02121700003,7,Y,PACK,x
B021217,90005,B,1021217900050,18,B02121700004,2,Y,PACK,x
B021219,90005,B,1021219900058,18,B02121900001,9,Y,PACK,x
B021219,90005,B,1021219900058,18,B02121900002,6,Y,PACK,x
B021219,90005,B,1021219900058,18,B02121900003,2,Y,PACK,x
B021219,90005,B,1021219900058,18,B02121900004,1,Y,PACK,x
B021220,90005,B,1021220900054,18,B02122000001,7,Y,PACK,x
B021220,90005,B,1021220900054,18,B02122000002,7,Y,PACK,x
B021220,90005,B,1021220900054,18,B02122000003,2,Y,PACK,x
B021220,90005,B,1021220900054,18,B02122000004,2,Y,PACK,x
B021221,90005,B,1021221900053,17,B02122100001,6,Y,PACK,x
B021221,90005,B,1021221900053,17,B02122100002,6,Y,PACK,x
B021221,90005,B,1021221900053,17,B02122100003,3,Y,PACK,x
B021221,90005,B,1021221900053,17,B02122100004,2,Y,PACK,x
B021225,90013,B,1021225900134,20,B02122500001,2,Y,PACK,x
B021225,90013,B,1021225900134,20,B02122500002,2,Y,PACK,x
B021225,90013,B,1021225900134,20,B02122500003,3,Y,PACK,x
B021225,90013,B,1021225900134,20,B02122500004,4,Y,PACK,x
B021225,90013,B,1021225900134,20,B02122500005,5,Y,PACK,x
B021225,90013,B,1021225900134,20,B02122500006,4,Y,PACK,x
B021229,90007,B,1021229900079,18,B02122900001,7, Y,PACK,x
B021229,90007,B,1021229900079,18,B02122900002,3, Y,PACK,x
B021229,90007,B,1021229900079,18,B02122900003,2, Y,PACK,x
B021229,90007,B,1021229900079,18,B02122900004,2, Y,PACK,x
B021229,90007,B,1021229900079,18,B02122900005,2, Y,PACK,x
B021229,90007,B,1021229900079,18,B02122900006,2, Y,PACK,x
B021253,90007,B,1021253900076,21,B02125300001,2,Y,PACK,x
B021253,90007,B,1021253900076,21,B02125300002,4,Y,PACK,x
B021253,90007,B,1021253900076,21,B02125300003,4,Y,PACK,x
B021253,90007,B,1021253900076,21,B02125300004,4,Y,PACK,x
B021253,90007,B,1021253900076,21,B02125300005,4,Y,PACK,x
B021253,90007,B,1021253900076,21,B02125300006,3,Y,PACK,x
B021254,90007,B,1021254900075,19,B02125400001,1,Y,PACK,x
B021254,90007,B,1021254900075,19,B02125400002,3,Y,PACK,x
B021254,90007,B,1021254900075,19,B02125400003,3,Y,PACK,x
B021254,90007,B,1021254900075,19,B02125400004,4,Y,PACK,x
B021254,90007,B,1021254900075,19,B02125400005,4,Y,PACK,x
B021254,90007,B,1021254900075,19,B02125400006,4,Y,PACK,x
B032622,90009,B,1032622900092,21,B03262200001,2,Y,PACK,x
B032622,90009,B,1032622900092,21,B03262200002,5,Y,PACK,x
B032622,90009,B,1032622900092,21,B03262200003,7,Y,PACK,x
B032622,90009,B,1032622900092,21,B03262200004,7,Y,PACK,x
B032623,90009,B,1032623900091,21,B03262300001,2,Y,PACK,x
B032623,90009,B,1032623900091,21,B03262300002,4,Y,PACK,x
B032623,90009,B,1032623900091,21,B03262300003,7,Y,PACK,x
B032623,90009,B,1032623900091,21,B03262300004,8,Y,PACK,x
B032624,90007,B,1032624900076,19,B03262400001,4,Y,PACK,x
B032624,90007,B,1032624900076,19,B03262400002,7,Y,PACK,x
B032624,90007,B,1032624900076,19,B03262400003,8,Y,PACK,x
B032625,90009,B,1032625900099,21,B03262500001,4,Y,PACK,x
B032625,90009,B,1032625900099,21,B03262500002,6,Y,PACK,x
B032625,90009,B,1032625900099,21,B03262500003,6,Y,PACK,x
B032625,90009,B,1032625900099,21,B03262500004,5,Y,PACK,x
B032626,90009,B,1032626900098,20,B03262600001,2,Y,PACK,x
B032626,90009,B,1032626900098,20,B03262600002,4,Y,PACK,x
B032626,90009,B,1032626900098,20,B03262600003,7,Y,PACK,x
B032626,90009,B,1032626900098,20,B03262600004,7,Y,PACK,x
B032642,90009,B,1032642900096,20,B03264200001,1,Y,PACK,x
B032642,90009,B,1032642900096,20,B03264200002,4,Y,PACK,x
B032642,90009,B,1032642900096,20,B03264200003,9,Y,PACK,x
B032642,90009,B,1032642900096,20,B03264200004,6,Y,PACK,x
B032643,90009,B,1032643900095,20,B03264300001,2,Y,PACK,x
B032643,90009,B,1032643900095,20,B03264300002,4,Y,PACK,x
B032643,90009,B,1032643900095,20,B03264300003,7,Y,PACK,x
B032643,90009,B,1032643900095,20,B03264300004,7,Y,PACK,x
B032779,90007,B,1032779900075,21,B03277900001,7, Y,PACK,x
B032779,90007,B,1032779900075,21,B03277900003,10, Y,PACK,x
B032779,90007,B,1032779900075,21,B03277900002,4, Y,PACK,x
B032850,90009,B,1032850900093,20,B03285000001,2,Y,PACK,x
B032850,90009,B,1032850900093,20,B03285000002,3,Y,PACK,x
B032850,90009,B,1032850900093,20,B03285000003,7,Y,PACK,x
B032850,90009,B,1032850900093,20,B03285000004,8,Y,PACK,x
B032851,90009,B,1032851900092,20,B03285100001,2,Y,PACK,x
B032851,90009,B,1032851900092,20,B03285100002,3,Y,PACK,x
B032851,90009,B,1032851900092,20,B03285100003,7,Y,PACK,x
B032851,90009,B,1032851900092,20,B03285100004,8,Y,PACK,x
B032868,90009,B,1032868900092,18,B03286800001,1,Y,PACK,x
B032868,90009,B,1032868900092,18,B03286800002,4,Y,PACK,x
B032868,90009,B,1032868900092,18,B03286800003,7,Y,PACK,x
B032868,90009,B,1032868900092,18,B03286800004,6,Y,PACK,x
B032898,90006,BH,1032898900062,12,B03289800001,2,Y,PACK,x
B032898,90006,BH,1032898900062,12,B03289800002,2,Y,PACK,x
B032898,90006,BH,1032898900062,12,B03289800003,3,Y,PACK,x
B032898,90006,BH,1032898900062,12,B03289800004,2,Y,PACK,x
B032898,90006,BH,1032898900062,12,B03289800005,3,Y,PACK,x
B032950,90007,B,1032950900078,21,B03295000001,5,Y,PACK,x
B032950,90007,B,1032950900078,21,B03295000002,8,Y,PACK,x
B032950,90007,B,1032950900078,21,B03295000003,8,Y,PACK,x
B032951,90007,B,1032951900077,21,B03295100001,8,Y,PACK,x
B032951,90007,B,1032951900077,21,B03295100002,10,Y,PACK,x
B032951,90007,B,1032951900077,21,B03295100003,3,Y,PACK,x
B064045,90004,BH,1064045900045,5,B06404500001,2,Y,PACK,x
B064045,90004,BH,1064045900045,5,B06404500002,1,Y,PACK,x
B064045,90004,BH,1064045900045,5,B06404500003,2,Y,PACK,x
B064063,90003,BH,1064063900034,4,B06406300001,2,Y,PACK,x
B064063,90003,BH,1064063900034,4,B06406300002,2,Y,PACK,x
B064068,90003,BH,1064068900039,4,B06406800001,2,Y,PACK,x
B064068,90003,BH,1064068900039,4,B06406800002,2,Y,PACK,x
B064072,90005,BH,1064072900056,7,B06407200001,2,Y,PACK,x
B064072,90005,BH,1064072900056,7,B06407200002,2,Y,PACK,x
B064072,90005,BH,1064072900056,7,B06407200003,1,Y,PACK,x
B064072,90005,BH,1064072900056,7,B06407200004,2,Y,PACK,x
B064079,90005,BH,1064079900059,8,B06407900001,2,Y,PACK,x
B064079,90005,BH,1064079900059,8,B06407900002,2,Y,PACK,x
B064079,90005,BH,1064079900059,8,B06407900003,2,Y,PACK,x
B064079,90005,BH,1064079900059,8,B06407900004,2,Y,PACK,x
B064082,90005,BH,1064082900053,8,B06408200001,2,Y,PACK,x
B064082,90005,BH,1064082900053,8,B06408200002,2,Y,PACK,x
B064082,90005,BH,1064082900053,8,B06408200003,2,Y,PACK,x
B064082,90005,BH,1064082900053,8,B06408200004,2,Y,PACK,x
B064131,90005,BH,1064131900058,10,B06413100001,2,Y,PACK,x
B064131,90005,BH,1064131900058,10,B06413100002,2,Y,PACK,x
B064131,90005,BH,1064131900058,10,B06413100003,3,Y,PACK,x
B064131,90005,BH,1064131900058,10,B06413100004,3,Y,PACK,x
B064305,90006,BH,1064305900068,14,B06430500001,2,Y,PACK,x
B064305,90006,BH,1064305900068,14,B06430500002,3,Y,PACK,x
B064305,90006,BH,1064305900068,14,B06430500003,3,Y,PACK,x
B064305,90006,BH,1064305900068,14,B06430500004,3,Y,PACK,x
B064305,90006,BH,1064305900068,14,B06430500005,3,Y,PACK,x
B064317,90004,BH,1064317900049,5,B06431700001,1,Y,PACK,x
B064317,90004,BH,1064317900049,5,B06431700002,1,Y,PACK,x
B064317,90004,BH,1064317900049,5,B06431700003,3,Y,PACK,x
B064378,90005,BH,1064378900057,11,B06437800001,3,Y,PACK,x
B064378,90005,BH,1064378900057,11,B06437800002,3,Y,PACK,x
B064378,90005,BH,1064378900057,11,B06437800003,3,Y,PACK,x
B064378,90005,BH,1064378900057,11,B06437800004,2,Y,PACK,x
B064382,90006,BH,1064382900067,11,B06438200001,1,Y,PACK,x
B064382,90006,BH,1064382900067,11,B06438200002,2,Y,PACK,x
B064382,90006,BH,1064382900067,11,B06438200003,2,Y,PACK,x
B064382,90006,BH,1064382900067,11,B06438200004,3,Y,PACK,x
B064382,90006,BH,1064382900067,11,B06438200005,3,Y,PACK,x
B064402,90003,BH,1064402900039,5,B06440200001,2,Y,PACK,x
B064402,90003,BH,1064402900039,5,B06440200002,3,Y,PACK,x
B064403,90005,BH,1064403900052,11,B06440300001,3,Y,PACK,x
B064403,90005,BH,1064403900052,11,B06440300002,3,Y,PACK,x
B064403,90005,BH,1064403900052,11,B06440300003,2,Y,PACK,x
B064403,90005,BH,1064403900052,11,B06440300004,3,Y,PACK,x
B064404,90005,BH,1064404900051,4,B06440400001,1,Y,PACK,x
B064404,90005,BH,1064404900051,4,B06440400002,1,Y,PACK,x
B064404,90005,BH,1064404900051,4,B06440400003,1,Y,PACK,x
B064404,90005,BH,1064404900051,4,B06440400004,1,Y,PACK,x
B064406,90004,BH,1064406900042,5,B06440600001,1,Y,PACK,x
B064406,90004,BH,1064406900042,5,B06440600002,2,Y,PACK,x
B064406,90004,BH,1064406900042,5,B06440600003,2,Y,PACK,x
B064408,90005,BH,1064408900057,10,B06440800001,3,Y,PACK,x
B064408,90005,BH,1064408900057,10,B06440800002,3,Y,PACK,x
B064408,90005,BH,1064408900057,10,B06440800003,2,Y,PACK,x
B064408,90005,BH,1064408900057,10,B06440800004,2,Y,PACK,x
B064409,90005,BH,1064409900056,5,B06440900001,1,Y,PACK,x
B064409,90005,BH,1064409900056,5,B06440900002,1,Y,PACK,x
B064409,90005,BH,1064409900056,5,B06440900003,1,Y,PACK,x
B064409,90005,BH,1064409900056,5,B06440900004,2,Y,PACK,x
B064410,90004,BH,1064410900045,4,B06441000001,1,Y,PACK,x
B064410,90004,BH,1064410900045,4,B06441000002,2,Y,PACK,x
B064410,90004,BH,1064410900045,4,B06441000003,1,Y,PACK,x
B064411,90005,BH,1064411900051,12,B06441100001,4,Y,PACK,x
B064411,90005,BH,1064411900051,12,B06441100002,3,Y,PACK,x
B064411,90005,BH,1064411900051,12,B06441100003,3,Y,PACK,x
B064411,90005,BH,1064411900051,12,B06441100004,2,Y,PACK,x
B064412,90005,BH,1064412900050,4,B06441200001,1,Y,PACK,x
B064412,90005,BH,1064412900050,4,B06441200002,1,Y,PACK,x
B064412,90005,BH,1064412900050,4,B06441200003,1,Y,PACK,x
B064412,90005,BH,1064412900050,4,B06441200004,1,Y,PACK,x
B064413,90006,BH,1064413900066,15,B06441300001,1,Y,PACK,x
B064413,90006,BH,1064413900066,15,B06441300002,3,Y,PACK,x
B064413,90006,BH,1064413900066,15,B06441300003,3,Y,PACK,x
B064413,90006,BH,1064413900066,15,B06441300004,4,Y,PACK,x
B064413,90006,BH,1064413900066,15,B06441300005,4,Y,PACK,x
B064414,90007,BH,1064414900072,9,B06441400001,2,Y,PACK,x
B064414,90007,BH,1064414900072,9,B06441400002,2,Y,PACK,x
B064414,90007,BH,1064414900072,9,B06441400003,2,Y,PACK,x
B064414,90007,BH,1064414900072,9,B06441400004,1,Y,PACK,x
B064414,90007,BH,1064414900072,9,B06441400005,1,Y,PACK,x
B064414,90007,BH,1064414900072,9,B06441400006,1,Y,PACK,x
B064415,90003,BH,1064415900033,5,B06441500001,2,Y,PACK,x
B064415,90003,BH,1064415900033,5,B06441500002,3,Y,PACK,x
B064416,90005,BH,1064416900056,11,B06441600001,3,Y,PACK,x
B064416,90005,BH,1064416900056,11,B06441600002,3,Y,PACK,x
B064416,90005,BH,1064416900056,11,B06441600003,2,Y,PACK,x
B064416,90005,BH,1064416900056,11,B06441600004,3,Y,PACK,x
B064417,90005,BH,1064417900055,4,B06441700001,1,Y,PACK,x
B064417,90005,BH,1064417900055,4,B06441700002,1,Y,PACK,x
B064417,90005,BH,1064417900055,4,B06441700003,1,Y,PACK,x
B064417,90005,BH,1064417900055,4,B06441700004,1,Y,PACK,x
B064418,90004,BH,1064418900047,5,B06441800001,1,Y,PACK,x
B064418,90004,BH,1064418900047,5,B06441800002,2,Y,PACK,x
B064418,90004,BH,1064418900047,5,B06441800003,2,Y,PACK,x
B064419,90005,BH,1064419900053,11,B06441900001,3,Y,PACK,x
B064419,90005,BH,1064419900053,11,B06441900002,3,Y,PACK,x
B064419,90005,BH,1064419900053,11,B06441900003,3,Y,PACK,x
B064419,90005,BH,1064419900053,11,B06441900004,2,Y,PACK,x
B064420,90005,BH,1064420900059,6,B06442000001,2,Y,PACK,x
B064420,90005,BH,1064420900059,6,B06442000002,1,Y,PACK,x
B064420,90005,BH,1064420900059,6,B06442000003,2,Y,PACK,x
B064420,90005,BH,1064420900059,6,B06442000004,1,Y,PACK,x
B064428,90004,BH,1064428900044,3,B06442800001,1,Y,PACK,x
B064428,90004,BH,1064428900044,3,B06442800002,1,Y,PACK,x
B064428,90004,BH,1064428900044,3,B06442800003,1,Y,PACK,x
B064428,90004,BH,1064428900044,3,B06442800001,1,Y,PACK,x
B064428,90004,BH,1064428900044,3,B06442800002,1,Y,PACK,x
B064428,90004,BH,1064428900044,3,B06442800003,1,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900001,4,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900002,3,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900003,4,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900004,3,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900001,4,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900002,3,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900003,4,Y,PACK,x
B064429,90005,BH,1064429900050,14,B06442900004,3,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000001,2,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000002,2,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000003,1,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000004,2,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000001,2,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000002,2,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000003,1,Y,PACK,x
B064430,90005,BH,1064430900056,7,B06443000004,2,Y,PACK,x
B064431,90006,BH,1064431900062,9,B06443100001,1,Y,PACK,x
B064431,90006,BH,1064431900062,9,B06443100002,2,Y,PACK,x
B064431,90006,BH,1064431900062,9,B06443100003,2,Y,PACK,x
B064431,90006,BH,1064431900062,9,B06443100004,2,Y,PACK,x
B064431,90006,BH,1064431900062,9,B06443100005,2,Y,PACK,x
B064432,90007,BH,1064432900078,9,B06443200001,2,Y,PACK,x
B064432,90007,BH,1064432900078,9,B06443200002,2,Y,PACK,x
B064432,90007,BH,1064432900078,9,B06443200003,2,Y,PACK,x
B064432,90007,BH,1064432900078,9,B06443200004,1,Y,PACK,x
B064432,90007,BH,1064432900078,9,B06443200005,1,Y,PACK,x
B064432,90007,BH,1064432900078,9,B06443200006,1,Y,PACK,x
B064433,90006,BH,1064433900060,11,B06443300001,1,Y,PACK,x
B064433,90006,BH,1064433900060,11,B06443300002,1,Y,PACK,x
B064433,90006,BH,1064433900060,11,B06443300003,3,Y,PACK,x
B064433,90006,BH,1064433900060,11,B06443300004,3,Y,PACK,x
B064433,90006,BH,1064433900060,11,B06443300005,3,Y,PACK,x
B064434,90007,BH,1064434900076,8,B06443400004,2,Y,PACK,x
B064434,90007,BH,1064434900076,8,B06443400005,1,Y,PACK,x
B064434,90007,BH,1064434900076,8,B06443400006,1,Y,PACK,x
B064434,90007,BH,1064434900076,8,B06443400001,2,Y,PACK,x
B064434,90007,BH,1064434900076,8,B06443400002,1,Y,PACK,x
B064434,90007,BH,1064434900076,8,B06443400003,1,Y,PACK,x
B064439,90007,BH,1064439900071,9,B06443900001,1,Y,PACK,x
B064439,90007,BH,1064439900071,9,B06443900006,1,Y,PACK,x
B064439,90007,BH,1064439900071,9,B06443900002,1,Y,PACK,x
B064439,90007,BH,1064439900071,9,B06443900003,1,Y,PACK,x
B064439,90007,BH,1064439900071,9,B06443900004,2,Y,PACK,x
B064439,90007,BH,1064439900071,9,B06443900005,3,Y,PACK,x
B064441,90007,BH,1064441900076,12,B06444100001,2,Y,PACK,x
B064441,90007,BH,1064441900076,12,B06444100002,2,Y,PACK,x
B064441,90007,BH,1064441900076,12,B06444100003,2,Y,PACK,x
B064441,90007,BH,1064441900076,12,B06444100004,2,Y,PACK,x
B064441,90007,BH,1064441900076,12,B06444100005,2,Y,PACK,x
B064441,90007,BH,1064441900076,12,B06444100006,2,Y,PACK,x
B064442,90006,BH,1064442900068,9,B06444200001,1, Y,PACK,x
B064442,90006,BH,1064442900068,9,B06444200002,2, Y,PACK,x
B064442,90006,BH,1064442900068,9,B06444200003,2, Y,PACK,x
B064442,90006,BH,1064442900068,9,B06444200004,2, Y,PACK,x
B064442,90006,BH,1064442900068,9,B06444200005,2, Y,PACK,x
B064443,90007,BH,1064443900074,9,B06444300001,2, Y,PACK,x
B064443,90007,BH,1064443900074,9,B06444300002,2, Y,PACK,x
B064443,90007,BH,1064443900074,9,B06444300003,2, Y,PACK,x
B064443,90007,BH,1064443900074,9,B06444300004,1, Y,PACK,x
B064443,90007,BH,1064443900074,9,B06444300005,1, Y,PACK,x
B064443,90007,BH,1064443900074,9,B06444300006,1, Y,PACK,x
B064478,90006,BH,1064478900063,15,B06447800001,1,Y,PACK,x
B064478,90006,BH,1064478900063,15,B06447800002,3,Y,PACK,x
B064478,90006,BH,1064478900063,15,B06447800003,3,Y,PACK,x
B064478,90006,BH,1064478900063,15,B06447800004,4,Y,PACK,x
B064478,90006,BH,1064478900063,15,B06447800005,4,Y,PACK,x
B064479,90007,BH,1064479900079,9,B06447900001,2,Y,PACK,x
B064479,90007,BH,1064479900079,9,B06447900002,2,Y,PACK,x
B064479,90007,BH,1064479900079,9,B06447900003,2,Y,PACK,x
B064479,90007,BH,1064479900079,9,B06447900004,1,Y,PACK,x
B064479,90007,BH,1064479900079,9,B06447900005,1,Y,PACK,x
B064479,90007,BH,1064479900079,9,B06447900006,1,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200001,1,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200002,2,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200003,2,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200004,2,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200005,2,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200001,1,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200002,2,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200003,2,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200004,2,Y,PACK,x
B064482,90006,BH,1064482900066,9,B06448200005,2,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300001,2,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300002,2,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300003,2,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300004,1,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300005,1,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300006,1,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300001,2,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300002,2,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300003,2,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300004,1,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300005,1,Y,PACK,x
B064483,90007,BH,1064483900072,9,B06448300006,1,Y,PACK,x
B090361,90004,BH,1090361900049,11,B09036100001,4,Y,PACK,x
B090361,90004,BH,1090361900049,11,B09036100002,4,Y,PACK,x
B090361,90004,BH,1090361900049,11,B09036100003,3,Y,PACK,x
B090368,90006,BH,1090368900066,8,B09036800001,1,Y,PACK,x
B090368,90006,BH,1090368900066,8,B09036800002,1,Y,PACK,x
B090368,90006,BH,1090368900066,8,B09036800003,1,Y,PACK,x
B090368,90006,BH,1090368900066,8,B09036800004,2,Y,PACK,x
B090368,90006,BH,1090368900066,8,B09036800005,3,Y,PACK,x
B090369,90007,BH,1090369900072,12,B09036900001,2,Y,PACK,x
B090369,90007,BH,1090369900072,12,B09036900002,2,Y,PACK,x
B090369,90007,BH,1090369900072,12,B09036900003,2,Y,PACK,x
B090369,90007,BH,1090369900072,12,B09036900004,2,Y,PACK,x
B090369,90007,BH,1090369900072,12,B09036900005,2,Y,PACK,x
B090369,90007,BH,1090369900072,12,B09036900006,2,Y,PACK,x
B090370,90006,BH,1090370900061,8,B09037000001,1,Y,PACK,x
B090370,90006,BH,1090370900061,8,B09037000002,1,Y,PACK,x
B090370,90006,BH,1090370900061,8,B09037000003,1,Y,PACK,x
B090370,90006,BH,1090370900061,8,B09037000004,2,Y,PACK,x
B090370,90006,BH,1090370900061,8,B09037000005,3,Y,PACK,x
B090371,90007,BH,1090371900077,12,B09037100001,2,Y,PACK,x
B090371,90007,BH,1090371900077,12,B09037100002,2,Y,PACK,x
B090371,90007,BH,1090371900077,12,B09037100003,2,Y,PACK,x
B090371,90007,BH,1090371900077,12,B09037100004,2,Y,PACK,x
B090371,90007,BH,1090371900077,12,B09037100005,2,Y,PACK,x
B090371,90007,BH,1090371900077,12,B09037100006,2,Y,PACK,x
B090376,90004,BH,1090376900041,7,B09037600001,1,Y,PACK,x
B090376,90004,BH,1090376900041,7,B09037600002,2,Y,PACK,x
B090376,90004,BH,1090376900041,7,B09037600003,4,Y,PACK,x
B090377,90004,BH,1090377900040,11,B09037700001,4,Y,PACK,x
B090377,90004,BH,1090377900040,11,B09037700002,4,Y,PACK,x
B090377,90004,BH,1090377900040,11,B09037700003,3,Y,PACK,x
B090384,90004,BH,1090384900040,7,B09038400001,1,Y,PACK,x
B090384,90004,BH,1090384900040,7,B09038400002,2,Y,PACK,x
B090384,90004,BH,1090384900040,7,B09038400003,4,Y,PACK,x
B090385,90004,BH,1090385900049,11,B09038500001,4,Y,PACK,x
B090385,90004,BH,1090385900049,11,B09038500002,4,Y,PACK,x
B090385,90004,BH,1090385900049,11,B09038500003,3,Y,PACK,x
B110753,90007,BH,1110753900072,15,B11075300001,2,Y,PACK,x
B110753,90007,BH,1110753900072,15,B11075300002,2,Y,PACK,x
B110753,90007,BH,1110753900072,15,B11075300003,2,Y,PACK,x
B110753,90007,BH,1110753900072,15,B11075300004,3,Y,PACK,x
B110753,90007,BH,1110753900072,15,B11075300005,3,Y,PACK,x
B110753,90007,BH,1110753900072,15,B11075300006,3,Y,PACK,x
B110758,90005,BH,1110758900053,8,B11075800001,1,Y,PACK,x
B110758,90005,BH,1110758900053,8,B11075800002,1,Y,PACK,x
B110758,90005,BH,1110758900053,8,B11075800003,3,Y,PACK,x
B110758,90005,BH,1110758900053,8,B11075800004,3,Y,PACK,x
B110805,90005,BH,1110805900050,5,B11080500001,1,Y,PACK,x
B110805,90005,BH,1110805900050,5,B11080500002,1,Y,PACK,x
B110805,90005,BH,1110805900050,5,B11080500003,1,Y,PACK,x
B110805,90005,BH,1110805900050,5,B11080500004,2,Y,PACK,x
B110806,90007,BH,1110806900073,19,B11080600001,2,Y,PACK,x
B110806,90007,BH,1110806900073,19,B11080600002,3,Y,PACK,x
B110806,90007,BH,1110806900073,19,B11080600003,3,Y,PACK,x
B110806,90007,BH,1110806900073,19,B11080600004,3,Y,PACK,x
B110806,90007,BH,1110806900073,19,B11080600005,4,Y,PACK,x
B110806,90007,BH,1110806900073,19,B11080600006,4,Y,PACK,x
B110807,90005,BH,1110807900058,5,B11080700001,1,Y,PACK,x
B110807,90005,BH,1110807900058,5,B11080700002,1,Y,PACK,x
B110807,90005,BH,1110807900058,5,B11080700003,1,Y,PACK,x
B110807,90005,BH,1110807900058,5,B11080700004,2,Y,PACK,x
B110808,90007,BH,1110808900071,19,B11080800001,2,Y,PACK,x
B110808,90007,BH,1110808900071,19,B11080800002,3,Y,PACK,x
B110808,90007,BH,1110808900071,19,B11080800003,3,Y,PACK,x
B110808,90007,BH,1110808900071,19,B11080800004,3,Y,PACK,x
B110808,90007,BH,1110808900071,19,B11080800005,4,Y,PACK,x
B110808,90007,BH,1110808900071,19,B11080800006,4,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900001,2,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900002,2,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900003,2,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900004,2,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900005,2,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900006,2,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900007,2,Y,PACK,x
B110809,90009,BH,1110809900094,16,B11080900008,2,Y,PACK,x
B110810,90004,BH,1110810900045,4,B11081000003,2,Y,PACK,x
B110810,90004,BH,1110810900045,4,B11081000001,1,Y,PACK,x
B110810,90004,BH,1110810900045,4,B11081000002,1,Y,PACK,x
B110813,90005,BH,1110813900059,15,B11081300001,2,Y,PACK,x
B110813,90005,BH,1110813900059,15,B11081300002,4,Y,PACK,x
B110813,90005,BH,1110813900059,15,B11081300003,5,Y,PACK,x
B110813,90005,BH,1110813900059,15,B11081300004,4,Y,PACK,x
B110814,90007,BH,1110814900072,9,B11081400001,3,Y,PACK,x
B110814,90007,BH,1110814900072,9,B11081400002,2,Y,PACK,x
B110814,90007,BH,1110814900072,9,B11081400003,1,Y,PACK,x
B110814,90007,BH,1110814900072,9,B11081400004,1,Y,PACK,x
B110814,90007,BH,1110814900072,9,B11081400005,1,Y,PACK,x
B110814,90007,BH,1110814900072,9,B11081400006,1,Y,PACK,x
B110815,90005,BH,1110815900057,6,B11081500001,1,Y,PACK,x
B110815,90005,BH,1110815900057,6,B11081500002,1,Y,PACK,x
B110815,90005,BH,1110815900057,6,B11081500003,2,Y,PACK,x
B110815,90005,BH,1110815900057,6,B11081500004,2,Y,PACK,x
B110816,90007,BH,1110816900070,18,B11081600001,2,Y,PACK,x
B110816,90007,BH,1110816900070,18,B11081600002,3,Y,PACK,x
B110816,90007,BH,1110816900070,18,B11081600003,3,Y,PACK,x
B110816,90007,BH,1110816900070,18,B11081600004,3,Y,PACK,x
B110816,90007,BH,1110816900070,18,B11081600005,3,Y,PACK,x
B110816,90007,BH,1110816900070,18,B11081600006,4,Y,PACK,x
B110817,90005,BH,1110817900055,6,B11081700001,1,Y,PACK,x
B110817,90005,BH,1110817900055,6,B11081700002,1,Y,PACK,x
B110817,90005,BH,1110817900055,6,B11081700003,2,Y,PACK,x
B110817,90005,BH,1110817900055,6,B11081700004,2,Y,PACK,x
B110818,90007,BH,1110818900078,18,B11081800001,2,Y,PACK,x
