Linecode(7),Pack Id,Pack Type,Pack Barcode,Pack Outer,Linecode(12),Ratio,All Sizes in Pack?,Pack Level,Linked Pack ID
F269164,90008,BH,3269164900084,25,F26916400006,4,Y,PACK,x
F269164,90008,BH,3269164900084,25,F26916400007,3,Y,PACK,x
F269165,90008,BH,3269165900083,23,F26916500001,1,Y,PACK,x
F269165,90008,BH,3269165900083,23,F26916500002,3,Y,PACK,x
F269165,90008,BH,3269165900083,23,F26916500003,5,Y,PACK,x
F269165,90008,BH,3269165900083,23,F26916500004,5,Y,PACK,x
F269165,90008,BH,3269165900083,23,F26916500005,4,Y,PACK,x
F269165,90008,BH,3269165900083,23,F26916500006,3,Y,PACK,x
F269165,90008,BH,3269165900083,23,F26916500007,2,Y,PACK,x
F269166,90008,BH,3269166900082,23,F26916600001,1,Y,PACK,x
F269166,90008,BH,3269166900082,23,F26916600002,3,Y,PACK,x
F269166,90008,BH,3269166900082,23,F26916600003,5,Y,PACK,x
F269166,90008,BH,3269166900082,23,F26916600004,5,Y,PACK,x
F269166,90008,BH,3269166900082,23,F26916600005,4,Y,PACK,x
F269166,90008,BH,3269166900082,23,F26916600006,3,Y,PACK,x
F269166,90008,BH,3269166900082,23,F26916600007,2,Y,PACK,x
F269167,90008,BH,3269167900081,23,F26916700001,1,Y,PACK,x
F269167,90008,BH,3269167900081,23,F26916700002,3,Y,PACK,x
F269167,90008,BH,3269167900081,23,F26916700003,5,Y,PACK,x
F269167,90008,BH,3269167900081,23,F26916700004,5,Y,PACK,x
F269167,90008,BH,3269167900081,23,F26916700005,4,Y,PACK,x
F269167,90008,BH,3269167900081,23,F26916700006,3,Y,PACK,x
F269167,90008,BH,3269167900081,23,F26916700007,2,Y,PACK,x
F269168,90008,BH,3269168900080,23,F26916800001,1,Y,PACK,x
F269168,90008,BH,3269168900080,23,F26916800002,3,Y,PACK,x
F269168,90008,BH,3269168900080,23,F26916800003,5,Y,PACK,x
F269168,90008,BH,3269168900080,23,F26916800004,5,Y,PACK,x
F269168,90008,BH,3269168900080,23,F26916800005,4,Y,PACK,x
F269168,90008,BH,3269168900080,23,F26916800006,3,Y,PACK,x
F269168,90008,BH,3269168900080,23,F26916800007,2,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000001,1,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000002,3,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000003,5,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000004,5,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000005,4,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000006,3,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000007,2,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000001,1,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000002,3,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000003,5,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000004,5,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000005,4,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000006,3,Y,PACK,x
F269170,90008,BH,3269170900085,23,F26917000007,2,Y,PACK,x
F269171,90008,BH,3269171900084,25,F26917100001,2,Y,PACK,x
F269171,90008,BH,3269171900084,25,F26917100002,3,Y,PACK,x
F269171,90008,BH,3269171900084,25,F26917100003,5,Y,PACK,x
F269171,90008,BH,3269171900084,25,F26917100004,5,Y,PACK,x
F269171,90008,BH,3269171900084,25,F26917100005,5,Y,PACK,x
F269171,90008,BH,3269171900084,25,F26917100006,3,Y,PACK,x
F269171,90008,BH,3269171900084,25,F26917100007,2,Y,PACK,x
F269172,90008,BH,3269172900083,25,F26917200001,2,Y,PACK,x
F269172,90008,BH,3269172900083,25,F26917200002,3,Y,PACK,x
F269172,90008,BH,3269172900083,25,F26917200003,5,Y,PACK,x
F269172,90008,BH,3269172900083,25,F26917200004,5,Y,PACK,x
F269172,90008,BH,3269172900083,25,F26917200005,5,Y,PACK,x
F269172,90008,BH,3269172900083,25,F26917200006,3,Y,PACK,x
F269172,90008,BH,3269172900083,25,F26917200007,2,Y,PACK,x
F269173,90008,BH,3269173900082,25,F26917300001,2,Y,PACK,x
F269173,90008,BH,3269173900082,25,F26917300002,3,Y,PACK,x
F269173,90008,BH,3269173900082,25,F26917300003,5,Y,PACK,x
F269173,90008,BH,3269173900082,25,F26917300004,5,Y,PACK,x
F269173,90008,BH,3269173900082,25,F26917300005,5,Y,PACK,x
F269173,90008,BH,3269173900082,25,F26917300006,3,Y,PACK,x
F269173,90008,BH,3269173900082,25,F26917300007,2,Y,PACK,x
F269174,90008,BH,3269174900081,25,F26917400001,2,Y,PACK,x
F269174,90008,BH,3269174900081,25,F26917400002,3,Y,PACK,x
F269174,90008,BH,3269174900081,25,F26917400003,5,Y,PACK,x
F269174,90008,BH,3269174900081,25,F26917400004,5,Y,PACK,x
F269174,90008,BH,3269174900081,25,F26917400005,5,Y,PACK,x
F269174,90008,BH,3269174900081,25,F26917400006,3,Y,PACK,x
F269174,90008,BH,3269174900081,25,F26917400007,2,Y,PACK,x
F269175,90008,BH,3269175900080,25,F26917500001,2,Y,PACK,x
F269175,90008,BH,3269175900080,25,F26917500002,3,Y,PACK,x
F269175,90008,BH,3269175900080,25,F26917500003,5,Y,PACK,x
F269175,90008,BH,3269175900080,25,F26917500004,5,Y,PACK,x
F269175,90008,BH,3269175900080,25,F26917500005,5,Y,PACK,x
F269175,90008,BH,3269175900080,25,F26917500006,3,Y,PACK,x
F269175,90008,BH,3269175900080,25,F26917500007,2,Y,PACK,x
F269176,90008,BH,3269176900089,21,F26917600001,1,Y,PACK,x
F269176,90008,BH,3269176900089,21,F26917600002,2,Y,PACK,x
F269176,90008,BH,3269176900089,21,F26917600003,4,Y,PACK,x
F269176,90008,BH,3269176900089,21,F26917600004,4,Y,PACK,x
F269176,90008,BH,3269176900089,21,F26917600005,4,Y,PACK,x
F269176,90008,BH,3269176900089,21,F26917600006,3,Y,PACK,x
F269176,90008,BH,3269176900089,21,F26917600007,3,Y,PACK,x
F269177,90008,BH,3269177900088,21,F26917700001,1,Y,PACK,x
F269177,90008,BH,3269177900088,21,F26917700002,2,Y,PACK,x
F269177,90008,BH,3269177900088,21,F26917700003,4,Y,PACK,x
F269177,90008,BH,3269177900088,21,F26917700004,4,Y,PACK,x
F269177,90008,BH,3269177900088,21,F26917700005,4,Y,PACK,x
F269177,90008,BH,3269177900088,21,F26917700006,3,Y,PACK,x
F269177,90008,BH,3269177900088,21,F26917700007,3,Y,PACK,x
F269178,90008,BH,3269178900087,20,F26917800001,1,Y,PACK,x
F269178,90008,BH,3269178900087,20,F26917800002,1,Y,PACK,x
F269178,90008,BH,3269178900087,20,F26917800003,3,Y,PACK,x
F269178,90008,BH,3269178900087,20,F26917800004,5,Y,PACK,x
F269178,90008,BH,3269178900087,20,F26917800005,4,Y,PACK,x
F269178,90008,BH,3269178900087,20,F26917800006,3,Y,PACK,x
F269178,90008,BH,3269178900087,20,F26917800007,3,Y,PACK,x
F269179,90008,BH,3269179900086,20,F26917900001,1,Y,PACK,x
F269179,90008,BH,3269179900086,20,F26917900002,1,Y,PACK,x
F269179,90008,BH,3269179900086,20,F26917900003,3,Y,PACK,x
F269179,90008,BH,3269179900086,20,F26917900004,5,Y,PACK,x
F269179,90008,BH,3269179900086,20,F26917900005,4,Y,PACK,x
F269179,90008,BH,3269179900086,20,F26917900006,3,Y,PACK,x
F269179,90008,BH,3269179900086,20,F26917900007,3,Y,PACK,x
F269180,90008,BH,3269180900082,20,F26918000001,1,Y,PACK,x
F269180,90008,BH,3269180900082,20,F26918000002,1,Y,PACK,x
F269180,90008,BH,3269180900082,20,F26918000003,3,Y,PACK,x
F269180,90008,BH,3269180900082,20,F26918000004,5,Y,PACK,x
F269180,90008,BH,3269180900082,20,F26918000005,4,Y,PACK,x
F269180,90008,BH,3269180900082,20,F26918000006,3,Y,PACK,x
F269180,90008,BH,3269180900082,20,F26918000007,3,Y,PACK,x
F269181,90008,BH,3269181900081,20,F26918100001,1,Y,PACK,x
F269181,90008,BH,3269181900081,20,F26918100002,1,Y,PACK,x
F269181,90008,BH,3269181900081,20,F26918100003,3,Y,PACK,x
F269181,90008,BH,3269181900081,20,F26918100004,5,Y,PACK,x
F269181,90008,BH,3269181900081,20,F26918100005,4,Y,PACK,x
F269181,90008,BH,3269181900081,20,F26918100006,3,Y,PACK,x
F269181,90008,BH,3269181900081,20,F26918100007,3,Y,PACK,x
F269184,90008,BH,3269184900088,19,F26918400001,1,Y,PACK,x
F269184,90008,BH,3269184900088,19,F26918400002,1,Y,PACK,x
F269184,90008,BH,3269184900088,19,F26918400003,3,Y,PACK,x
F269184,90008,BH,3269184900088,19,F26918400004,4,Y,PACK,x
F269184,90008,BH,3269184900088,19,F26918400005,4,Y,PACK,x
F269184,90008,BH,3269184900088,19,F26918400006,3,Y,PACK,x
F269184,90008,BH,3269184900088,19,F26918400007,3,Y,PACK,x
F269185,90008,BH,3269185900087,19,F26918500001,1,Y,PACK,x
F269185,90008,BH,3269185900087,19,F26918500002,1,Y,PACK,x
F269185,90008,BH,3269185900087,19,F26918500003,3,Y,PACK,x
F269185,90008,BH,3269185900087,19,F26918500004,4,Y,PACK,x
F269185,90008,BH,3269185900087,19,F26918500005,4,Y,PACK,x
F269185,90008,BH,3269185900087,19,F26918500006,3,Y,PACK,x
F269185,90008,BH,3269185900087,19,F26918500007,3,Y,PACK,x
F269186,90008,BH,3269186900086,19,F26918600001,1,Y,PACK,x
F269186,90008,BH,3269186900086,19,F26918600002,1,Y,PACK,x
F269186,90008,BH,3269186900086,19,F26918600003,3,Y,PACK,x
F269186,90008,BH,3269186900086,19,F26918600004,4,Y,PACK,x
F269186,90008,BH,3269186900086,19,F26918600005,4,Y,PACK,x
F269186,90008,BH,3269186900086,19,F26918600006,3,Y,PACK,x
F269186,90008,BH,3269186900086,19,F26918600007,3,Y,PACK,x
F269187,90008,BH,3269187900085,19,F26918700001,1,Y,PACK,x
F269187,90008,BH,3269187900085,19,F26918700002,1,Y,PACK,x
F269187,90008,BH,3269187900085,19,F26918700003,3,Y,PACK,x
F269187,90008,BH,3269187900085,19,F26918700004,4,Y,PACK,x
F269187,90008,BH,3269187900085,19,F26918700005,4,Y,PACK,x
F269187,90008,BH,3269187900085,19,F26918700006,3,Y,PACK,x
F269187,90008,BH,3269187900085,19,F26918700007,3,Y,PACK,x
F269188,90008,BH,3269188900084,19,F26918800001,1,Y,PACK,x
F269188,90008,BH,3269188900084,19,F26918800002,1,Y,PACK,x
F269188,90008,BH,3269188900084,19,F26918800003,3,Y,PACK,x
F269188,90008,BH,3269188900084,19,F26918800004,4,Y,PACK,x
F269188,90008,BH,3269188900084,19,F26918800005,4,Y,PACK,x
F269188,90008,BH,3269188900084,19,F26918800006,3,Y,PACK,x
F269188,90008,BH,3269188900084,19,F26918800007,3,Y,PACK,x
F269189,90008,BH,3269189900083,16,F26918900001,2,Y,PACK,x
F269189,90008,BH,3269189900083,16,F26918900002,3,Y,PACK,x
F269189,90008,BH,3269189900083,16,F26918900003,4,Y,PACK,x
F269189,90008,BH,3269189900083,16,F26918900004,3,Y,PACK,x
F269189,90008,BH,3269189900083,16,F26918900005,2,Y,PACK,x
F269189,90008,BH,3269189900083,16,F26918900006,1,Y,PACK,x
F269189,90008,BH,3269189900083,16,F26918900007,1,Y,PACK,x
F269190,90008,BH,3269190900089,16,F26919000001,2,Y,PACK,x
F269190,90008,BH,3269190900089,16,F26919000002,3,Y,PACK,x
F269190,90008,BH,3269190900089,16,F26919000003,4,Y,PACK,x
F269190,90008,BH,3269190900089,16,F26919000004,3,Y,PACK,x
F269190,90008,BH,3269190900089,16,F26919000005,2,Y,PACK,x
F269190,90008,BH,3269190900089,16,F26919000006,1,Y,PACK,x
F269190,90008,BH,3269190900089,16,F26919000007,1,Y,PACK,x
F269191,90008,BH,3269191900088,16,F26919100001,2,Y,PACK,x
F269191,90008,BH,3269191900088,16,F26919100002,3,Y,PACK,x
F269191,90008,BH,3269191900088,16,F26919100003,4,Y,PACK,x
F269191,90008,BH,3269191900088,16,F26919100004,3,Y,PACK,x
F269191,90008,BH,3269191900088,16,F26919100005,2,Y,PACK,x
F269191,90008,BH,3269191900088,16,F26919100006,1,Y,PACK,x
F269191,90008,BH,3269191900088,16,F26919100007,1,Y,PACK,x
F269192,90008,BH,3269192900087,16,F26919200001,2,Y,PACK,x
F269192,90008,BH,3269192900087,16,F26919200002,3,Y,PACK,x
F269192,90008,BH,3269192900087,16,F26919200003,4,Y,PACK,x
F269192,90008,BH,3269192900087,16,F26919200004,3,Y,PACK,x
F269192,90008,BH,3269192900087,16,F26919200005,2,Y,PACK,x
F269192,90008,BH,3269192900087,16,F26919200006,1,Y,PACK,x
F269192,90008,BH,3269192900087,16,F26919200007,1,Y,PACK,x
F269214,90005,BH,3269214900057,12,F26921400003,2,Y,PACK,x
F269214,90005,BH,3269214900057,12,F26921400002,4,Y,PACK,x
F269214,90005,BH,3269214900057,12,F26921400001,4,Y,PACK,x
F269214,90005,BH,3269214900057,12,F26921400004,2,Y,PACK,x
F269216,90005,BH,3269216900055,12,F26921600003,2,Y,PACK,x
F269216,90005,BH,3269216900055,12,F26921600002,4,Y,PACK,x
F269216,90005,BH,3269216900055,12,F26921600001,4,Y,PACK,x
F269216,90005,BH,3269216900055,12,F26921600004,2,Y,PACK,x
F269217,90005,BH,3269217900054,12,F26921700003,2,Y,PACK,x
F269217,90005,BH,3269217900054,12,F26921700002,4,Y,PACK,x
F269217,90005,BH,3269217900054,12,F26921700001,4,Y,PACK,x
F269217,90005,BH,3269217900054,12,F26921700004,2,Y,PACK,x
F269218,90005,BH,3269218900053,12,F26921800003,2,Y,PACK,x
F269218,90005,BH,3269218900053,12,F26921800002,4,Y,PACK,x
F269218,90005,BH,3269218900053,12,F26921800001,4,Y,PACK,x
F269218,90005,BH,3269218900053,12,F26921800004,2,Y,PACK,x
F269219,90008,B,3269219900083,26,F26921900001,1,Y,PACK,x
F269219,90008,B,3269219900083,26,F26921900002,3,Y,PACK,x
F269219,90008,B,3269219900083,26,F26921900003,5,Y,PACK,x
F269219,90008,B,3269219900083,26,F26921900004,6,Y,PACK,x
F269219,90008,B,3269219900083,26,F26921900005,5,Y,PACK,x
F269219,90008,B,3269219900083,26,F26921900006,3,Y,PACK,x
F269219,90008,B,3269219900083,26,F26921900007,3,Y,PACK,x
F269220,90008,B,3269220900089,26,F26922000001,1,Y,PACK,x
F269220,90008,B,3269220900089,26,F26922000002,3,Y,PACK,x
F269220,90008,B,3269220900089,26,F26922000003,5,Y,PACK,x
F269220,90008,B,3269220900089,26,F26922000004,6,Y,PACK,x
F269220,90008,B,3269220900089,26,F26922000005,5,Y,PACK,x
F269220,90008,B,3269220900089,26,F26922000006,3,Y,PACK,x
F269220,90008,B,3269220900089,26,F26922000007,3,Y,PACK,x
F269221,90008,B,3269221900088,26,F26922100001,1,Y,PACK,x
F269221,90008,B,3269221900088,26,F26922100002,3,Y,PACK,x
F269221,90008,B,3269221900088,26,F26922100003,5,Y,PACK,x
F269221,90008,B,3269221900088,26,F26922100004,6,Y,PACK,x
F269221,90008,B,3269221900088,26,F26922100005,5,Y,PACK,x
F269221,90008,B,3269221900088,26,F26922100006,3,Y,PACK,x
F269221,90008,B,3269221900088,26,F26922100007,3,Y,PACK,x
F269222,90008,B,3269222900087,26,F26922200001,1,Y,PACK,x
F269222,90008,B,3269222900087,26,F26922200002,3,Y,PACK,x
F269222,90008,B,3269222900087,26,F26922200003,5,Y,PACK,x
F269222,90008,B,3269222900087,26,F26922200004,6,Y,PACK,x
F269222,90008,B,3269222900087,26,F26922200005,5,Y,PACK,x
F269222,90008,B,3269222900087,26,F26922200006,3,Y,PACK,x
F269222,90008,B,3269222900087,26,F26922200007,3,Y,PACK,x
F269223,90008,B,3269223900086,26,F26922300001,1,Y,PACK,x
F269223,90008,B,3269223900086,26,F26922300002,3,Y,PACK,x
F269223,90008,B,3269223900086,26,F26922300003,5,Y,PACK,x
F269223,90008,B,3269223900086,26,F26922300004,6,Y,PACK,x
F269223,90008,B,3269223900086,26,F26922300005,5,Y,PACK,x
F269223,90008,B,3269223900086,26,F26922300006,3,Y,PACK,x
F269223,90008,B,3269223900086,26,F26922300007,3,Y,PACK,x
F269224,90008,B,3269224900085,26,F26922400001,1,Y,PACK,x
F269224,90008,B,3269224900085,26,F26922400002,3,Y,PACK,x
F269224,90008,B,3269224900085,26,F26922400003,5,Y,PACK,x
F269224,90008,B,3269224900085,26,F26922400004,6,Y,PACK,x
F269224,90008,B,3269224900085,26,F26922400005,5,Y,PACK,x
F269224,90008,B,3269224900085,26,F26922400006,3,Y,PACK,x
F269224,90008,B,3269224900085,26,F26922400007,3,Y,PACK,x
F269225,90008,B,3269225900084,26,F26922500001,1,Y,PACK,x
F269225,90008,B,3269225900084,26,F26922500002,3,Y,PACK,x
F269225,90008,B,3269225900084,26,F26922500003,5,Y,PACK,x
F269225,90008,B,3269225900084,26,F26922500004,6,Y,PACK,x
F269225,90008,B,3269225900084,26,F26922500005,5,Y,PACK,x
F269225,90008,B,3269225900084,26,F26922500006,3,Y,PACK,x
F269225,90008,B,3269225900084,26,F26922500007,3,Y,PACK,x
F269226,90008,B,3269226900083,26,F26922600001,1,Y,PACK,x
F269226,90008,B,3269226900083,26,F26922600002,3,Y,PACK,x
F269226,90008,B,3269226900083,26,F26922600003,5,Y,PACK,x
F269226,90008,B,3269226900083,26,F26922600004,6,Y,PACK,x
F269226,90008,B,3269226900083,26,F26922600005,5,Y,PACK,x
F269226,90008,B,3269226900083,26,F26922600006,3,Y,PACK,x
F269226,90008,B,3269226900083,26,F26922600007,3,Y,PACK,x
F269227,90008,BH,3269227900082,20,F26922700001,1,Y,PACK,x
F269227,90008,BH,3269227900082,20,F26922700002,1,Y,PACK,x
F269227,90008,BH,3269227900082,20,F26922700003,3,Y,PACK,x
F269227,90008,BH,3269227900082,20,F26922700004,4,Y,PACK,x
F269227,90008,BH,3269227900082,20,F26922700005,5,Y,PACK,x
F269227,90008,BH,3269227900082,20,F26922700006,3,Y,PACK,x
F269227,90008,BH,3269227900082,20,F26922700007,3,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800001,1,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800002,3,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800003,5,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800004,6,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800005,5,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800006,3,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800007,3,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800001,1,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800002,3,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800003,5,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800004,6,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800005,5,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800006,3,Y,PACK,x
F269228,90008,B,3269228900081,26,F26922800007,3,Y,PACK,x
F269229,90008,BH,3269229900080,20,F26922900001,1,Y,PACK,x
F269229,90008,BH,3269229900080,20,F26922900002,1,Y,PACK,x
F269229,90008,BH,3269229900080,20,F26922900003,3,Y,PACK,x
F269229,90008,BH,3269229900080,20,F26922900004,4,Y,PACK,x
F269229,90008,BH,3269229900080,20,F26922900005,5,Y,PACK,x
F269229,90008,BH,3269229900080,20,F26922900006,3,Y,PACK,x
F269229,90008,BH,3269229900080,20,F26922900007,3,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000001,1,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000002,3,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000003,5,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000004,6,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000005,5,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000006,3,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000007,3,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000001,1,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000002,3,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000003,5,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000004,6,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000005,5,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000006,3,Y,PACK,x
F269230,90008,B,3269230900086,26,F26923000007,3,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100001,1,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100002,3,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100003,5,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100004,6,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100005,5,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100006,3,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100007,3,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100001,1,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100002,3,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100003,5,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100004,6,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100005,5,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100006,3,Y,PACK,x
F269231,90008,B,3269231900085,26,F26923100007,3,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200001,1,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200002,3,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200003,5,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200004,6,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200005,5,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200006,3,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200007,3,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200001,1,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200002,3,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200003,5,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200004,6,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200005,5,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200006,3,Y,PACK,x
F269232,90008,B,3269232900084,26,F26923200007,3,Y,PACK,x
F269262,90008,BH,3269262900085,24,F26926200001,1,Y,PACK,x
F269262,90008,BH,3269262900085,24,F26926200002,3,Y,PACK,x
F269262,90008,BH,3269262900085,24,F26926200003,4,Y,PACK,x
F269262,90008,BH,3269262900085,24,F26926200004,5,Y,PACK,x
F269262,90008,BH,3269262900085,24,F26926200005,5,Y,PACK,x
F269262,90008,BH,3269262900085,24,F26926200006,4,Y,PACK,x
F269262,90008,BH,3269262900085,24,F26926200007,2,Y,PACK,x
F269263,90008,BH,3269263900084,24,F26926300001,1,Y,PACK,x
F269263,90008,BH,3269263900084,24,F26926300002,3,Y,PACK,x
F269263,90008,BH,3269263900084,24,F26926300003,4,Y,PACK,x
F269263,90008,BH,3269263900084,24,F26926300004,5,Y,PACK,x
F269263,90008,BH,3269263900084,24,F26926300005,5,Y,PACK,x
F269263,90008,BH,3269263900084,24,F26926300006,4,Y,PACK,x
F269263,90008,BH,3269263900084,24,F26926300007,2,Y,PACK,x
F269264,90008,BH,3269264900083,25,F26926400001,1,Y,PACK,x
F269264,90008,BH,3269264900083,25,F26926400002,2,Y,PACK,x
F269264,90008,BH,3269264900083,25,F26926400003,4,Y,PACK,x
F269264,90008,BH,3269264900083,25,F26926400004,5,Y,PACK,x
F269264,90008,BH,3269264900083,25,F26926400005,6,Y,PACK,x
F269264,90008,BH,3269264900083,25,F26926400006,4,Y,PACK,x
F269264,90008,BH,3269264900083,25,F26926400007,3,Y,PACK,x
F269265,90008,BH,3269265900082,25,F26926500001,1, Y,PACK,x
F269265,90008,BH,3269265900082,25,F26926500002,2, Y,PACK,x
F269265,90008,BH,3269265900082,25,F26926500003,4, Y,PACK,x
F269265,90008,BH,3269265900082,25,F26926500004,5, Y,PACK,x
F269265,90008,BH,3269265900082,25,F26926500005,6, Y,PACK,x
F269265,90008,BH,3269265900082,25,F26926500006,4, Y,PACK,x
F269265,90008,BH,3269265900082,25,F26926500007,3, Y,PACK,x
F269266,90008,BH,3269266900081,25,F26926600001,1,Y,PACK,x
F269266,90008,BH,3269266900081,25,F26926600002,2,Y,PACK,x
F269266,90008,BH,3269266900081,25,F26926600003,4,Y,PACK,x
F269266,90008,BH,3269266900081,25,F26926600004,5,Y,PACK,x
F269266,90008,BH,3269266900081,25,F26926600005,6,Y,PACK,x
F269266,90008,BH,3269266900081,25,F26926600006,4,Y,PACK,x
F269266,90008,BH,3269266900081,25,F26926600007,3,Y,PACK,x
F269268,90008,BH,3269268900089,25,F26926800001,1, Y,PACK,x
F269268,90008,BH,3269268900089,25,F26926800002,1, Y,PACK,x
F269268,90008,BH,3269268900089,25,F26926800003,3, Y,PACK,x
F269268,90008,BH,3269268900089,25,F26926800004,5, Y,PACK,x
F269268,90008,BH,3269268900089,25,F26926800005,6, Y,PACK,x
F269268,90008,BH,3269268900089,25,F26926800006,5, Y,PACK,x
F269268,90008,BH,3269268900089,25,F26926800007,4, Y,PACK,x
F269274,90008,BH,3269274900080,20,F26927400001,1,Y,PACK,x
F269274,90008,BH,3269274900080,20,F26927400002,2,Y,PACK,x
F269274,90008,BH,3269274900080,20,F26927400003,4,Y,PACK,x
F269274,90008,BH,3269274900080,20,F26927400004,4,Y,PACK,x
F269274,90008,BH,3269274900080,20,F26927400005,4,Y,PACK,x
F269274,90008,BH,3269274900080,20,F26927400006,2,Y,PACK,x
F269274,90008,BH,3269274900080,20,F26927400007,3,Y,PACK,x
F269278,90008,BH,3269278900086,16,F26927800001,1,Y,PACK,x
F269278,90008,BH,3269278900086,16,F26927800002,2,Y,PACK,x
F269278,90008,BH,3269278900086,16,F26927800003,3,Y,PACK,x
F269278,90008,BH,3269278900086,16,F26927800004,4,Y,PACK,x
F269278,90008,BH,3269278900086,16,F26927800005,3,Y,PACK,x
F269278,90008,BH,3269278900086,16,F26927800006,2,Y,PACK,x
F269278,90008,BH,3269278900086,16,F26927800007,1,Y,PACK,x
F269292,90008,BH,3269292900086,20,F26929200001,1, Y,PACK,x
F269292,90008,BH,3269292900086,20,F26929200002,2, Y,PACK,x
F269292,90008,BH,3269292900086,20,F26929200003,4, Y,PACK,x
F269292,90008,BH,3269292900086,20,F26929200004,4, Y,PACK,x
F269292,90008,BH,3269292900086,20,F26929200005,4, Y,PACK,x
F269292,90008,BH,3269292900086,20,F26929200006,3, Y,PACK,x
F269292,90008,BH,3269292900086,20,F26929200007,2, Y,PACK,x
F269293,90008,BH,3269293900085,20,F26929300001,1,Y,PACK,x
F269293,90008,BH,3269293900085,20,F26929300002,2,Y,PACK,x
F269293,90008,BH,3269293900085,20,F26929300003,4,Y,PACK,x
F269293,90008,BH,3269293900085,20,F26929300004,4,Y,PACK,x
F269293,90008,BH,3269293900085,20,F26929300005,4,Y,PACK,x
F269293,90008,BH,3269293900085,20,F26929300006,3,Y,PACK,x
F269293,90008,BH,3269293900085,20,F26929300007,2,Y,PACK,x
F269294,90008,BH,3269294900084,21,F26929400001,1,Y,PACK,x
F269294,90008,BH,3269294900084,21,F26929400002,2,Y,PACK,x
F269294,90008,BH,3269294900084,21,F26929400003,3,Y,PACK,x
F269294,90008,BH,3269294900084,21,F26929400004,4,Y,PACK,x
F269294,90008,BH,3269294900084,21,F26929400005,4,Y,PACK,x
