Id,DocNo,ItemNo,Barcode,SystemQty,TransferQty,Variance,VarianceAdjustment,Remarks,ReceivedQty,TransferVariance,SenderLocation,ReceiverLocation,Country
16665,abc,B15324100003,1153241000038,0,1,1,-1,,1,0,411,404,JOR
16666,abc,B15324100004,1153241000045,0,1,1,-1,,1,0,411,404,JOR
16667,abc,B15324100006,1153241000069,0,1,1,-1,,1,0,411,404,JOR
16668,abc,B15324200001,1153242000013,0,1,1,-1,,1,0,411,404,JOR
16669,abc,B15324200002,1153242000020,0,2,2,-2,,2,0,411,404,JOR
16670,abc,B15324200003,1153242000037,0,2,2,-2,,2,0,411,404,JOR
16671,abc,B15324200004,1153242000044,0,3,3,-3,,3,0,411,404,JOR
16672,abc,B15324200005,1153242000051,0,1,1,-1,,1,0,411,404,JOR
16673,abc,B15324300001,1153243000012,0,2,2,-2,,2,0,411,404,JOR
16674,abc,B15324300002,1153243000029,0,2,2,-2,,2,0,411,404,JOR
16675,abc,B15324300003,1153243000036,0,1,1,-1,,1,0,411,404,JOR
16676,abc,B15324300004,1153243000043,0,1,1,-1,,1,0,411,404,JOR
16677,abc,B15324300005,1153243000050,0,1,1,-1,,1,0,411,404,JOR
16678,abc,B15324300006,1153243000067,0,1,1,-1,,1,0,411,404,JOR
16679,abc,B15325500001,1153255000017,0,1,1,-1,,1,0,411,404,JOR
16680,abc,B15325500002,1153255000024,0,1,1,-1,,1,0,411,404,JOR
16681,abc,B15325500003,1153255000031,0,2,2,-2,,2,0,411,404,JOR
16682,abc,B15325500004,1153255000048,0,2,2,-2,,2,0,411,404,JOR
16683,abc,B15325500005,1153255000055,0,3,3,-3,,3,0,411,404,JOR
16684,abc,B15325600001,1153256000016,0,4,4,-4,,4,0,411,404,JOR
16685,abc,B15325600002,1153256000023,0,3,3,-3,,3,0,411,404,JOR
16686,abc,B15325600003,1153256000030,0,2,2,-2,,2,0,411,404,JOR
16687,abc,B15325600004,1153256000047,0,1,1,-1,,1,0,411,404,JOR
16688,abc,B15325600005,1153256000054,0,1,1,-1,,1,0,411,404,JOR
16689,abc,B15325600006,1153256000061,0,1,1,-1,,1,0,411,404,JOR
16690,abc,B15327900001,1153279000017,0,2,2,-2,,2,0,411,404,JOR
16691,abc,B15327900002,1153279000024,0,3,3,-3,,3,0,411,404,JOR
16692,abc,B15327900003,1153279000031,0,3,3,-3,,3,0,411,404,JOR
16693,abc,B15327900004,1153279000048,1,3,2,-2,,3,0,411,404,JOR
16694,abc,B15327900005,1153279000055,0,2,2,-2,,2,0,411,404,JOR
16695,abc,B15328000001,1153280000013,0,1,1,-1,,1,0,411,404,JOR
16696,abc,B15328000002,1153280000020,0,1,1,-1,,1,0,411,404,JOR
16697,abc,B15328000003,1153280000037,0,1,1,-1,,1,0,411,404,JOR
16698,abc,B15328000004,1153280000044,0,1,1,-1,,1,0,411,404,JOR
16699,abc,B15333400001,1153334000013,0,1,1,-1,,1,0,411,404,JOR
16700,abc,B15333400002,1153334000020,0,3,3,-3,,3,0,411,404,JOR
16701,abc,B15333400003,1153334000037,0,2,2,-2,,2,0,411,404,JOR
16702,abc,B15333400004,1153334000044,0,3,3,-3,,3,0,411,404,JOR
16703,abc,B15333400005,1153334000051,0,5,5,-5,,5,0,411,404,JOR
16704,abc,B15333500001,1153335000012,0,1,1,-1,,1,0,411,404,JOR
16705,abc,B15333500002,1153335000029,0,1,1,-1,,1,0,411,404,JOR
16706,abc,B15333500003,1153335000036,0,1,1,-1,,1,0,411,404,JOR
16707,abc,B15333500004,1153335000043,0,1,1,-1,,1,0,411,404,JOR
16708,abc,B15333500005,1153335000050,0,1,1,-1,,1,0,411,404,JOR
16709,abc,B15333500006,1153335000067,0,1,1,-1,,1,0,411,404,JOR
16710,abc,B15333800001,1153338000019,0,1,1,-1,,1,0,411,404,JOR
16711,abc,B15333800002,1153338000026,0,2,2,-2,,2,0,411,404,JOR
16712,abc,B15333800003,1153338000033,1,1,,0,,1,0,411,404,JOR
16713,abc,B15333800004,1153338000040,1,2,1,-1,,2,0,411,404,JOR
16714,abc,B15333800005,1153338000057,0,2,2,-2,,2,0,411,404,JOR
16715,abc,B15333900001,1153339000018,0,2,2,-2,,2,0,411,404,JOR
16716,abc,B15333900002,1153339000025,0,2,2,-2,,2,0,411,404,JOR
16717,abc,B15333900003,1153339000032,1,1,,0,,1,0,411,404,JOR
16718,abc,B15333900004,1153339000049,0,1,1,-1,,1,0,411,404,JOR
16719,abc,B15333900005,1153339000056,0,1,1,-1,,1,0,411,404,JOR
16720,abc,B15333900006,1153339000063,0,1,1,-1,,1,0,411,404,JOR
16721,abc,B15334900001,1153349000015,0,1,1,-1,,1,0,411,404,JOR
16722,abc,B15334900002,1153349000022,0,2,2,-2,,2,0,411,404,JOR
16723,abc,B15334900003,1153349000039,0,2,2,-2,,2,0,411,404,JOR
16724,abc,B15334900004,1153349000046,0,3,3,-3,,3,0,411,404,JOR
16725,abc,B15334900005,1153349000053,0,2,2,-2,,2,0,411,404,JOR
16726,abc,B15335000001,1153350000011,0,2,2,-2,,2,0,411,404,JOR
16727,abc,B15335000002,1153350000028,0,2,2,-2,,2,0,411,404,JOR
16728,abc,B15335000003,1153350000035,0,1,1,-1,,1,0,411,404,JOR
16729,abc,B15335000004,1153350000042,0,1,1,-1,,1,0,411,404,JOR
16730,abc,B15335000005,1153350000059,0,1,1,-1,,1,0,411,404,JOR
16731,abc,B15335000006,1153350000066,0,1,1,-1,,1,0,411,404,JOR
16732,abc,B28003800001,1280038000015,0,1,1,-1,,1,0,411,404,JOR
16733,abc,B28003800002,1280038000022,0,1,1,-1,,1,0,411,404,JOR
16734,abc,B28003800003,1280038000039,0,2,2,-2,,2,0,411,404,JOR
16735,abc,B28003900001,1280039000014,0,2,2,-2,,2,0,411,404,JOR
16736,abc,B28003900002,1280039000021,0,3,3,-3,,3,0,411,404,JOR
16737,abc,B28003900003,1280039000038,0,1,1,-1,,1,0,411,404,JOR
16738,abc,B28003900004,1280039000045,0,1,1,-1,,1,0,411,404,JOR
16739,abc,B28004000001,1280040000010,0,1,1,-1,,1,0,411,404,JOR
16740,abc,B28004000002,1280040000027,0,1,1,-1,,1,0,411,404,JOR
16741,abc,B28004000003,1280040000034,0,1,1,-1,,1,0,411,404,JOR
16742,abc,B28004000004,1280040000041,0,1,1,-1,,1,0,411,404,JOR
16743,abc,B30008700002,1300087000023,1,1,,0,,1,0,411,404,JOR
16744,abc,B30008700003,1300087000030,1,1,,0,,1,0,411,404,JOR
16745,abc,B30008700004,1300087000047,0,3,3,-3,,3,0,411,404,JOR
16746,abc,B30008800001,1300088000015,1,2,1,-1,,2,0,411,404,JOR
16747,abc,B30008800003,1300088000039,4,1,,0,,1,0,411,404,JOR
16748,abc,B30012700001,1300127000013,0,3,3,-3,,3,0,411,404,JOR
16749,abc,B30012700002,1300127000020,1,1,,0,,1,0,411,404,JOR
16750,abc,B30012700003,1300127000037,0,2,2,-2,,2,0,411,404,JOR
16751,abc,B30012700004,1300127000044,1,2,1,-1,,2,0,411,404,JOR
16752,abc,B30012800003,1300128000036,0,1,1,-1,,1,0,411,404,JOR
16753,abc,B36131700001,1361317000015,0,1,1,-1,,1,0,411,404,JOR
16754,abc,B36214700001,1362147000015,0,2,2,-2,,2,0,411,404,JOR
16755,abc,B36214700002,1362147000022,0,4,4,-4,,4,0,411,404,JOR
16756,abc,B36214700003,1362147000039,2,4,2,-2,,4,0,411,404,JOR
16757,abc,B36214700004,1362147000046,2,5,3,-3,,5,0,411,404,JOR
16758,abc,B36235000001,1362350000017,0,1,1,-1,,1,0,411,404,JOR
16759,abc,,1362374000013,,1,,0,,1,0,411,404,JOR
16760,abc,B36255200001,1362552000013,0,1,1,-1,,1,0,411,404,JOR
16761,abc,B36257700001,1362577000012,0,2,2,-2,,2,0,411,404,JOR
16762,abc,B36257700002,1362577000029,0,6,6,-6,,6,0,411,404,JOR
16763,abc,B36257700003,1362577000036,0,5,5,-5,,5,0,411,404,JOR
16764,abc,B36257700005,1362577000050,0,1,1,-1,,1,0,411,404,JOR
16765,abc,B36265600002,1362656000025,0,6,6,-6,,6,0,411,404,JOR
16766,abc,B36265600003,1362656000032,0,1,1,-1,,1,0,411,404,JOR
16767,abc,B36265600004,1362656000049,0,1,1,-1,,1,0,411,404,JOR
16768,abc,B36265700001,1362657000017,1,2,1,-1,,2,0,411,404,JOR
16769,abc,B36265700002,1362657000024,2,3,1,-1,,3,0,411,404,JOR
16770,abc,B36265700003,1362657000031,5,2,,0,,2,0,411,404,JOR
16771,abc,B36265700004,1362657000048,6,2,,0,,2,0,411,404,JOR
16772,abc,B36268000002,1362680000022,1,1,,0,,1,0,411,404,JOR
16773,abc,B36270200001,1362702000016,1,1,,0,,1,0,411,404,JOR
16774,abc,B36270200002,1362702000023,0,4,4,-4,,4,0,411,404,JOR
16775,abc,B36270200003,1362702000030,0,3,3,-3,,3,0,411,404,JOR
16776,abc,B36270200004,1362702000047,0,2,2,-2,,2,0,411,404,JOR
16777,abc,B36270300001,1362703000015,0,4,4,-4,,4,0,411,404,JOR
16778,abc,B36270300002,1362703000022,0,2,2,-2,,2,0,411,404,JOR
16779,abc,B36270300003,1362703000039,0,2,2,-2,,2,0,411,404,JOR
16780,abc,B36270300004,1362703000046,0,2,2,-2,,2,0,411,404,JOR
16781,abc,B36270400004,1362704000045,0,1,1,-1,,1,0,411,404,JOR
16782,abc,B36270500002,1362705000020,0,8,8,-8,,8,0,411,404,JOR
16783,abc,B36270500004,1362705000044,1,4,3,-3,,4,0,411,404,JOR
16784,abc,B36270800001,1362708000010,0,2,2,-2,,2,0,411,404,JOR
16785,abc,B36270800002,1362708000027,0,1,1,-1,,1,0,411,404,JOR
16786,abc,B36270800003,1362708000034,0,2,2,-2,,2,0,411,404,JOR
16787,abc,B36270800004,1362708000041,0,1,1,-1,,1,0,411,404,JOR
16788,abc,B36270900003,1362709000033,0,5,5,-5,,5,0,411,404,JOR
16789,abc,B36270900004,1362709000040,0,4,4,-4,,4,0,411,404,JOR
16790,abc,B36274300002,1362743000020,1,1,,0,,1,0,411,404,JOR
16791,abc,B36274300004,1362743000044,2,1,,0,,1,0,411,404,JOR
16792,abc,B36274400002,1362744000029,2,3,1,-1,,3,0,411,404,JOR
16793,abc,B36274400003,1362744000036,3,3,,0,,3,0,411,404,JOR
16794,abc,B36274400004,1362744000043,0,4,4,-4,,4,0,411,404,JOR
16795,abc,B36274500001,1362745000011,0,2,2,-2,,2,0,411,404,JOR
16796,abc,B36274500002,1362745000028,0,3,3,-3,,3,0,411,404,JOR
16797,abc,B36274500003,1362745000035,0,1,1,-1,,1,0,411,404,JOR
16798,abc,B36274500004,1362745000042,2,1,,0,,1,0,411,404,JOR
16799,abc,B36274600001,1362746000010,0,1,1,-1,,1,0,411,404,JOR
16800,abc,B36274600002,1362746000027,0,4,4,-4,,4,0,411,404,JOR
16801,abc,B36274600003,1362746000034,0,1,1,-1,,1,0,411,404,JOR
16802,abc,B36274600004,1362746000041,0,3,3,-3,,3,0,411,404,JOR
16803,abc,B36274700001,1362747000019,0,1,1,-1,,1,0,411,404,JOR
16804,abc,B36274700002,1362747000026,0,4,4,-4,,4,0,411,404,JOR
16805,abc,B36274700004,1362747000040,0,3,3,-3,,3,0,411,404,JOR
16806,abc,B36274800001,1362748000018,0,1,1,-1,,1,0,411,404,JOR
16807,abc,B36274800002,1362748000025,0,3,3,-3,,3,0,411,404,JOR
16808,abc,B36274800003,1362748000032,0,3,3,-3,,3,0,411,404,JOR
16809,abc,B36274800004,1362748000049,0,4,4,-4,,4,0,411,404,JOR
16810,abc,B36274900001,1362749000017,0,1,1,-1,,1,0,411,404,JOR
16811,abc,B36274900002,1362749000024,0,3,3,-3,,3,0,411,404,JOR
16812,abc,B36274900003,1362749000031,0,1,1,-1,,1,0,411,404,JOR
16813,abc,B36274900004,1362749000048,0,1,1,-1,,1,0,411,404,JOR
16814,abc,B36275000001,1362750000013,0,2,2,-2,,2,0,411,404,JOR
16815,abc,B36275000002,1362750000020,0,5,5,-5,,5,0,411,404,JOR
16816,abc,B36275000003,1362750000037,0,3,3,-3,,3,0,411,404,JOR
16817,abc,B36275000004,1362750000044,0,5,5,-5,,5,0,411,404,JOR
16818,abc,B36275100001,1362751000012,0,1,1,-1,,1,0,411,404,JOR
16819,abc,B36275100003,1362751000036,0,1,1,-1,,1,0,411,404,JOR
16820,abc,B36275100004,1362751000043,0,2,2,-2,,2,0,411,404,JOR
16821,abc,B36275200002,1362752000028,3,1,,0,,1,0,411,404,JOR
16822,abc,B36275200003,1362752000035,2,1,,0,,1,0,411,404,JOR
16823,abc,B36275200004,1362752000042,4,2,,0,,2,0,411,404,JOR
16824,abc,B36275700003,1362757000030,1,1,,0,,1,0,411,404,JOR
16825,abc,B36275700004,1362757000047,0,1,1,-1,,1,0,411,404,JOR
16826,abc,B36275800002,1362758000022,0,4,4,-4,,4,0,411,404,JOR
16827,abc,B36275800003,1362758000039,0,3,3,-3,,3,0,411,404,JOR
16828,abc,B36275800004,1362758000046,2,4,2,-2,,4,0,411,404,JOR
16829,abc,B36276000001,1362760000010,0,3,3,-3,,3,0,411,404,JOR
16830,abc,B36276000002,1362760000027,0,3,3,-3,,3,0,411,404,JOR
16831,abc,B36276800002,1362768000029,4,4,,0,,4,0,411,404,JOR
16832,abc,B36276800003,1362768000036,0,1,1,-1,,1,0,411,404,JOR
16833,abc,B36276800004,1362768000043,3,1,,0,,1,0,411,404,JOR
16834,abc,B36276900002,1362769000028,4,3,,0,,3,0,411,404,JOR
16835,abc,B36276900003,1362769000035,3,1,,0,,1,0,411,404,JOR
16836,abc,B36276900004,1362769000042,3,5,2,-2,,5,0,411,404,JOR
16837,abc,B36277000001,1362770000017,1,1,,0,,1,0,411,404,JOR
16838,abc,B36277000002,1362770000024,9,3,,0,,3,0,411,404,JOR
16839,abc,B36277000003,1362770000031,0,1,1,-1,,1,0,411,404,JOR
16840,abc,B36277000004,1362770000048,1,1,,0,,1,0,411,404,JOR
16841,abc,B36277100001,1362771000016,3,1,,0,,1,0,411,404,JOR
16842,abc,B36277100002,1362771000023,6,2,,0,,2,0,411,404,JOR
16843,abc,B36277100003,1362771000030,3,2,,0,,2,0,411,404,JOR
16844,abc,B36277100004,1362771000047,7,2,,0,,2,0,411,404,JOR
16845,abc,B36277200001,1362772000015,0,2,2,-2,,2,0,411,404,JOR
16846,abc,B36277200002,1362772000022,1,2,1,-1,,2,0,411,404,JOR
16847,abc,B36277200003,1362772000039,1,1,,0,,1,0,411,404,JOR
16848,abc,B36277200004,1362772000046,0,2,2,-2,,2,0,411,404,JOR
16849,abc,B36277300001,1362773000014,1,4,3,-3,,4,0,411,404,JOR
16850,abc,B36277300002,1362773000021,3,4,1,-1,,4,0,411,404,JOR
16851,abc,B36277300003,1362773000038,0,1,1,-1,,1,0,411,404,JOR
16852,abc,B36277300004,1362773000045,5,4,,0,,4,0,411,404,JOR
16853,abc,B36277600001,1362776000011,0,1,1,-1,,1,0,411,404,JOR
16854,abc,B36277600002,1362776000028,3,3,,0,,3,0,411,404,JOR
16855,abc,B36277600003,1362776000035,1,1,,0,,1,0,411,404,JOR
16856,abc,B36277600004,1362776000042,1,2,1,-1,,2,0,411,404,JOR
16857,abc,B36277700002,1362777000027,3,3,,0,,3,0,411,404,JOR
16858,abc,B36277700003,1362777000034,0,1,1,-1,,1,0,411,404,JOR
16859,abc,B36277700004,1362777000041,4,2,,0,,2,0,411,404,JOR
16860,abc,B36277800002,1362778000026,5,1,,0,,1,0,411,404,JOR
16861,abc,B36277800004,1362778000040,4,1,,0,,1,0,411,404,JOR
16862,abc,B36277900001,1362779000018,2,1,,0,,1,0,411,404,JOR
16863,abc,B36277900002,1362779000025,6,1,,0,,1,0,411,404,JOR
16864,abc,B36277900003,1362779000032,3,2,,0,,2,0,411,404,JOR
16865,abc,B36277900004,1362779000049,5,5,,0,,5,0,411,404,JOR
16866,abc,B36278800003,1362788000030,7,2,,0,,2,0,411,404,JOR
16867,abc,B36279100002,1362791000027,10,1,,0,,1,0,411,404,JOR
16868,abc,B36279100003,1362791000034,1,1,,0,,1,0,411,404,JOR
16869,abc,B36279100004,1362791000041,4,2,,0,,2,0,411,404,JOR
16870,abc,B36279200001,1362792000019,0,2,2,-2,,2,0,411,404,JOR
16871,abc,B36279200002,1362792000026,5,3,,0,,3,0,411,404,JOR
16872,abc,B36279200003,1362792000033,4,2,,0,,2,0,411,404,JOR
16873,abc,B36279900001,1362799000012,0,2,2,-2,,2,0,411,404,JOR
16874,abc,B36279900003,1362799000036,0,2,2,-2,,2,0,411,404,JOR
16875,abc,B36279900004,1362799000043,2,2,,0,,2,0,411,404,JOR
16876,abc,B36280000001,1362800000017,4,2,,0,,2,0,411,404,JOR
16877,abc,B36280000002,1362800000024,7,1,,0,,1,0,411,404,JOR
16878,abc,B36280000003,1362800000031,6,1,,0,,1,0,411,404,JOR
16879,abc,B36280100001,1362801000016,0,2,2,-2,,2,0,411,404,JOR
16880,abc,B36280100002,1362801000023,4,2,,0,,2,0,411,404,JOR
16881,abc,B36280100004,1362801000047,0,3,3,-3,,3,0,411,404,JOR
16882,abc,B36280200001,1362802000015,0,1,1,-1,,1,0,411,404,JOR
16883,abc,B36280200002,1362802000022,2,4,2,-2,,4,0,411,404,JOR
16884,abc,B36280200003,1362802000039,5,2,,0,,2,0,411,404,JOR
16885,abc,B36280200004,1362802000046,4,3,,0,,3,0,411,404,JOR
16886,abc,B36280300001,1362803000014,1,1,,0,,1,0,411,404,JOR
16887,abc,B36280300002,1362803000021,3,2,,0,,2,0,411,404,JOR
16888,abc,B36280300004,1362803000045,2,3,1,-1,,3,0,411,404,JOR
16889,abc,B36280400002,1362804000020,5,2,,0,,2,0,411,404,JOR
16890,abc,B36280400003,1362804000037,0,1,1,-1,,1,0,411,404,JOR
16891,abc,B36280400004,1362804000044,2,4,2,-2,,4,0,411,404,JOR
16892,abc,B36280700001,1362807000010,1,1,,0,,1,0,411,404,JOR
16893,abc,B36280700002,1362807000027,5,4,,0,,4,0,411,404,JOR
16894,abc,B36280700003,1362807000034,2,2,,0,,2,0,411,404,JOR
16895,abc,B36280700004,1362807000041,4,1,,0,,1,0,411,404,JOR
16896,abc,B36280800002,1362808000026,6,2,,0,,2,0,411,404,JOR
16897,abc,B36282100001,1362821000010,0,2,2,-2,,2,0,411,404,JOR
16898,abc,B36282100002,1362821000027,3,3,,0,,3,0,411,404,JOR
16899,abc,B36282100003,1362821000034,0,2,2,-2,,2,0,411,404,JOR
16900,abc,B36282100004,1362821000041,0,6,6,-6,,6,0,411,404,JOR
16901,abc,B36282200002,1362822000026,4,4,,0,,4,0,411,404,JOR
16902,abc,B36282200004,1362822000040,4,2,,0,,2,0,411,404,JOR
16903,abc,B36282400002,1362824000024,0,1,1,-1,,1,0,411,404,JOR
16904,abc,B36282400003,1362824000031,0,1,1,-1,,1,0,411,404,JOR
16905,abc,B36282400005,1362824000055,1,3,2,-2,,3,0,411,404,JOR
16906,abc,B36282400006,1362824000062,0,1,1,-1,,1,0,411,404,JOR
16907,abc,B36282500001,1362825000016,0,3,3,-3,,3,0,411,404,JOR
16908,abc,B36282500002,1362825000023,0,6,6,-6,,6,0,411,404,JOR
16909,abc,B36282500003,1362825000030,0,7,7,-7,,7,0,411,404,JOR
16910,abc,B36282600001,1362826000015,0,6,6,-6,,6,0,411,404,JOR
16911,abc,B36282600002,1362826000022,0,4,4,-4,,4,0,411,404,JOR
16912,abc,B36282600003,1362826000039,1,4,3,-3,,4,0,411,404,JOR
16913,abc,B36282600005,1362826000053,0,1,1,-1,,1,0,411,404,JOR
16914,abc,B36282800002,1362828000020,0,1,1,-1,,1,0,411,404,JOR
16915,abc,B36282800007,1362828000075,0,2,2,-2,,2,0,411,404,JOR
16916,abc,B36282900001,1362829000012,0,1,1,-1,,1,0,411,404,JOR
16917,abc,B36282900007,1362829000074,0,1,1,-1,,1,0,411,404,JOR
16918,abc,B36283000001,1362830000018,0,3,3,-3,,3,0,411,404,JOR
16919,abc,B36283000002,1362830000025,0,2,2,-2,,2,0,411,404,JOR
16920,abc,B36283000003,1362830000032,0,5,5,-5,,5,0,411,404,JOR
16921,abc,B36283000006,1362830000063,0,1,1,-1,,1,0,411,404,JOR
16922,abc,B36283100001,1362831000017,2,1,,0,,1,0,411,404,JOR
16923,abc,B36283200001,1362832000016,3,1,,0,,1,0,411,404,JOR
16924,abc,B36283400001,1362834000014,0,2,2,-2,,2,0,411,404,JOR
16925,abc,B36283400002,1362834000021,8,2,,0,,2,0,411,404,JOR
16926,abc,B36283400003,1362834000038,0,1,1,-1,,1,0,411,404,JOR
16927,abc,B36283400004,1362834000045,0,1,1,-1,,1,0,411,404,JOR
16928,abc,B36283500002,1362835000020,2,2,,0,,2,0,411,404,JOR
16929,abc,B36283500003,1362835000037,1,3,2,-2,,3,0,411,404,JOR
16930,abc,B36283500004,1362835000044,4,5,1,-1,,5,0,411,404,JOR
16931,abc,B36283700002,1362837000028,3,1,,0,,1,0,411,404,JOR
16932,abc,B36283700003,1362837000035,2,5,3,-3,,5,0,411,404,JOR
16933,abc,B36283700004,1362837000042,4,4,,0,,4,0,411,404,JOR
16934,abc,B36283900002,1362839000026,0,2,2,-2,,2,0,411,404,JOR
16935,abc,B36283900003,1362839000033,1,2,1,-1,,2,0,411,404,JOR
16936,abc,B36283900004,1362839000040,1,5,4,-4,,5,0,411,404,JOR
16937,abc,B36284100001,1362841000014,0,2,2,-2,,2,0,411,404,JOR
16938,abc,B36284100002,1362841000021,1,3,2,-2,,3,0,411,404,JOR
16939,abc,B36284100003,1362841000038,1,2,1,-1,,2,0,411,404,JOR
16940,abc,B36284100004,1362841000045,0,5,5,-5,,5,0,411,404,JOR
16941,abc,B36284200001,1362842000013,0,1,1,-1,,1,0,411,404,JOR
16942,abc,B36284200002,1362842000020,0,2,2,-2,,2,0,411,404,JOR
16943,abc,B36284200003,1362842000037,0,1,1,-1,,1,0,411,404,JOR
16944,abc,B36284200004,1362842000044,0,2,2,-2,,2,0,411,404,JOR
16945,abc,B36284300001,1362843000012,1,1,,0,,1,0,411,404,JOR
16946,abc,B36284300003,1362843000036,1,2,1,-1,,2,0,411,404,JOR
16947,abc,B36284700001,1362847000018,1,2,1,-1,,2,0,411,404,JOR
16948,abc,B36284700002,1362847000025,2,3,1,-1,,3,0,411,404,JOR
16949,abc,B36284700003,1362847000032,2,2,,0,,2,0,411,404,JOR
16950,abc,B36284700004,1362847000049,3,1,,0,,1,0,411,404,JOR
16951,abc,B36285000001,1362850000012,0,2,2,-2,,2,0,411,404,JOR
16952,abc,B36285000002,1362850000029,1,5,4,-4,,5,0,411,404,JOR
16953,abc,B36285000003,1362850000036,0,2,2,-2,,2,0,411,404,JOR
16954,abc,B36285000004,1362850000043,0,2,2,-2,,2,0,411,404,JOR
16955,abc,B36285100001,1362851000011,0,8,8,-8,,8,0,411,404,JOR
16956,abc,B36285100002,1362851000028,0,12,12,-12,,12,0,411,404,JOR
16957,abc,B36285100003,1362851000035,0,7,7,-7,,7,0,411,404,JOR
16958,abc,B36285100004,1362851000042,0,9,9,-9,,9,0,411,404,JOR
16959,abc,B36285400001,1362854000018,0,2,2,-2,,2,0,411,404,JOR
16960,abc,B36285400002,1362854000025,4,1,,0,,1,0,411,404,JOR
16961,abc,B36285400003,1362854000032,2,2,,0,,2,0,411,404,JOR
16962,abc,B36285400004,1362854000049,0,4,4,-4,,4,0,411,404,JOR
16963,abc,B36285500001,1362855000017,2,1,,0,,1,0,411,404,JOR
16964,abc,B36285500002,1362855000024,4,3,,0,,3,0,411,404,JOR
16965,abc,B36285500003,1362855000031,4,3,,0,,3,0,411,404,JOR
16966,abc,B36285500004,1362855000048,5,3,,0,,3,0,411,404,JOR
16967,abc,B36285600001,1362856000016,1,1,,0,,1,0,411,404,JOR
16968,abc,B36285600002,1362856000023,4,2,,0,,2,0,411,404,JOR
16969,abc,B36285600003,1362856000030,1,1,,0,,1,0,411,404,JOR
16970,abc,B36285600004,1362856000047,1,2,1,-1,,2,0,411,404,JOR
16971,abc,B36285700001,1362857000015,2,2,,0,,2,0,411,404,JOR
16972,abc,B36285700002,1362857000022,2,4,2,-2,,4,0,411,404,JOR
16973,abc,B36285700003,1362857000039,6,2,,0,,2,0,411,404,JOR
16974,abc,B36285700004,1362857000046,6,3,,0,,3,0,411,404,JOR
16975,abc,B36285800001,1362858000014,0,1,1,-1,,1,0,411,404,JOR
16976,abc,B36285800002,1362858000021,5,3,,0,,3,0,411,404,JOR
16977,abc,B36285800004,1362858000045,0,2,2,-2,,2,0,411,404,JOR
16978,abc,B36285900001,1362859000013,4,1,,0,,1,0,411,404,JOR
16979,abc,B36285900002,1362859000020,4,2,,0,,2,0,411,404,JOR
16980,abc,B36285900003,1362859000037,3,2,,0,,2,0,411,404,JOR
16981,abc,B36285900004,1362859000044,3,5,2,-2,,5,0,411,404,JOR
16982,abc,B36286200002,1362862000024,11,1,,0,,1,0,411,404,JOR
16983,abc,B36286200003,1362862000031,0,2,2,-2,,2,0,411,404,JOR
16984,abc,B36286200004,1362862000048,1,1,,0,,1,0,411,404,JOR
16985,abc,B36286300001,1362863000016,1,2,1,-1,,2,0,411,404,JOR
16986,abc,B36286300002,1362863000023,5,3,,0,,3,0,411,404,JOR
16987,abc,B36286300003,1362863000030,5,2,,0,,2,0,411,404,JOR
16988,abc,B36286300004,1362863000047,5,3,,0,,3,0,411,404,JOR
16989,abc,B36287000001,1362870000016,1,1,,0,,1,0,411,404,JOR
16990,abc,B36287000002,1362870000023,4,2,,0,,2,0,411,404,JOR
16991,abc,B36287000003,1362870000030,2,1,,0,,1,0,411,404,JOR
16992,abc,B36287000004,1362870000047,3,3,,0,,3,0,411,404,JOR
16993,abc,B36287100001,1362871000015,0,2,2,-2,,2,0,411,404,JOR
16994,abc,B36287100002,1362871000022,6,2,,0,,2,0,411,404,JOR
16995,abc,B36287100003,1362871000039,6,2,,0,,2,0,411,404,JOR
16996,abc,B36287100004,1362871000046,10,2,,0,,2,0,411,404,JOR
16997,abc,B36289100001,1362891000019,0,1,1,-1,,1,0,411,404,JOR
16998,abc,B36289100002,1362891000026,0,5,5,-5,,5,0,411,404,JOR
16999,abc,B36289100003,1362891000033,0,5,5,-5,,5,0,411,404,JOR
17000,abc,B36289100005,1362891000057,0,3,3,-3,,3,0,411,404,JOR
17001,abc,B36289100007,1362891000071,0,1,1,-1,,1,0,411,404,JOR
17002,abc,B36289400001,1362894000016,1,1,,0,,1,0,411,404,JOR
17003,abc,B36289400003,1362894000030,0,1,1,-1,,1,0,411,404,JOR
17004,abc,B36289500002,1362895000022,0,1,1,-1,,1,0,411,404,JOR
17005,abc,B36289800001,1362898000012,4,2,,0,,2,0,411,404,JOR
17006,abc,B36289800002,1362898000029,7,5,,0,,5,0,411,404,JOR
17007,abc,B36289800003,1362898000036,7,3,,0,,3,0,411,404,JOR
17008,abc,B36289800004,1362898000043,2,2,,0,,2,0,411,404,JOR
17009,abc,B36289800005,1362898000050,4,3,,0,,3,0,411,404,JOR
17010,abc,B36289900001,1362899000011,0,2,2,-2,,2,0,411,404,JOR
17011,abc,B36289900002,1362899000028,0,4,4,-4,,4,0,411,404,JOR
17012,abc,B36289900007,1362899000073,0,1,1,-1,,1,0,411,404,JOR
17013,abc,B36290000001,1362900000016,0,3,3,-3,,3,0,411,404,JOR
17014,abc,B36290000002,1362900000023,0,6,6,-6,,6,0,411,404,JOR
17015,abc,B36290000003,1362900000030,0,5,5,-5,,5,0,411,404,JOR
17016,abc,B36290000004,1362900000047,0,3,3,-3,,3,0,411,404,JOR
17017,abc,B36290000005,1362900000054,0,6,6,-6,,6,0,411,404,JOR
