Id,DocNo,ItemNo,Barcode,SystemQty,TransferQty,Variance,VarianceAdjustment,Remarks,ReceivedQty,TransferVariance,SenderLocation,ReceiverLocation,Country
16418,abc,B11083200002,1110832000020,0,2,2,-2,,2,0,411,404,JOR
16419,abc,B11083200006,1110832000068,0,1,1,-1,,1,0,411,404,JOR
16420,abc,B11083300003,1110833000036,0,1,1,-1,,1,0,411,404,JOR
16421,abc,B11083300004,1110833000043,0,2,2,-2,,2,0,411,404,JOR
16422,abc,B11083400001,1110834000011,0,1,1,-1,,1,0,411,404,JOR
16423,abc,B11083400003,1110834000035,0,1,1,-1,,1,0,411,404,JOR
16424,abc,B11083700001,1110837000018,2,2,,0,,2,0,411,404,JOR
16425,abc,B11083700002,1110837000025,1,2,1,-1,,2,0,411,404,JOR
16426,abc,B11083700003,1110837000032,2,1,,0,,1,0,411,404,JOR
16427,abc,B11083700004,1110837000049,3,1,,0,,1,0,411,404,JOR
16428,abc,B11083800002,1110838000024,0,2,2,-2,,2,0,411,404,JOR
16429,abc,B11083800003,1110838000031,0,2,2,-2,,2,0,411,404,JOR
16430,abc,B11084100001,1110841000011,0,1,1,-1,,1,0,411,404,JOR
16431,abc,B11084700002,1110847000022,2,1,,0,,1,0,411,404,JOR
16432,abc,B11084700004,1110847000046,2,1,,0,,1,0,411,404,JOR
16433,abc,B11084700005,1110847000053,2,1,,0,,1,0,411,404,JOR
16434,abc,B11084700006,1110847000060,2,2,,0,,2,0,411,404,JOR
16435,abc,B11084700008,1110847000084,2,1,,0,,1,0,411,404,JOR
16436,abc,B11084800002,1110848000021,0,1,1,-1,,1,0,411,404,JOR
16437,abc,B11084800003,1110848000038,0,1,1,-1,,1,0,411,404,JOR
16438,abc,B15270600004,1152706000040,0,2,2,-2,,2,0,411,404,JOR
16439,abc,B15270600005,1152706000057,0,1,1,-1,,1,0,411,404,JOR
16440,abc,B15281200003,1152812000033,0,3,3,-3,,3,0,411,404,JOR
16441,abc,B15281200004,1152812000040,0,3,3,-3,,3,0,411,404,JOR
16442,abc,B15282000001,1152820000018,0,1,1,-1,,1,0,411,404,JOR
16443,abc,B15285000001,1152850000019,0,1,1,-1,,1,0,411,404,JOR
16444,abc,B15285000005,1152850000057,0,1,1,-1,,1,0,411,404,JOR
16445,abc,B15290700001,1152907000016,0,1,1,-1,,1,0,411,404,JOR
16446,abc,B15290700002,1152907000023,0,1,1,-1,,1,0,411,404,JOR
16447,abc,B15290700003,1152907000030,0,4,4,-4,,4,0,411,404,JOR
16448,abc,B15290700004,1152907000047,0,5,5,-5,,5,0,411,404,JOR
16449,abc,B15290700005,1152907000054,0,5,5,-5,,5,0,411,404,JOR
16450,abc,B15290800002,1152908000022,0,3,3,-3,,3,0,411,404,JOR
16451,abc,B15290800003,1152908000039,0,2,2,-2,,2,0,411,404,JOR
16452,abc,B15290800006,1152908000060,0,1,1,-1,,1,0,411,404,JOR
16453,abc,B15291300001,1152913000017,0,2,2,-2,,2,0,411,404,JOR
16454,abc,B15291300002,1152913000024,0,2,2,-2,,2,0,411,404,JOR
16455,abc,B15291300003,1152913000031,0,1,1,-1,,1,0,411,404,JOR
16456,abc,B15291300004,1152913000048,0,2,2,-2,,2,0,411,404,JOR
16457,abc,B15291300005,1152913000055,0,3,3,-3,,3,0,411,404,JOR
16458,abc,B15291400001,1152914000016,0,2,2,-2,,2,0,411,404,JOR
16459,abc,B15291400002,1152914000023,1,2,1,-1,,2,0,411,404,JOR
16460,abc,B15291400003,1152914000030,0,1,1,-1,,1,0,411,404,JOR
16461,abc,B15292800002,1152928000026,0,1,1,-1,,1,0,411,404,JOR
16462,abc,B15293700001,1152937000017,0,1,1,-1,,1,0,411,404,JOR
16463,abc,B15293700002,1152937000024,0,2,2,-2,,2,0,411,404,JOR
16464,abc,B15293700003,1152937000031,0,1,1,-1,,1,0,411,404,JOR
16465,abc,B15293700005,1152937000055,0,2,2,-2,,2,0,411,404,JOR
16466,abc,B15293800001,1152938000016,0,3,3,-3,,3,0,411,404,JOR
16467,abc,B15293800002,1152938000023,1,2,1,-1,,2,0,411,404,JOR
16468,abc,B15293800003,1152938000030,0,3,3,-3,,3,0,411,404,JOR
16469,abc,B15293800004,1152938000047,0,2,2,-2,,2,0,411,404,JOR
16470,abc,B15293800005,1152938000054,0,2,2,-2,,2,0,411,404,JOR
16471,abc,B15293800006,1152938000061,0,1,1,-1,,1,0,411,404,JOR
16472,abc,B15295000001,1152950000018,0,1,1,-1,,1,0,411,404,JOR
16473,abc,B15295000002,1152950000025,0,1,1,-1,,1,0,411,404,JOR
16474,abc,B15295000005,1152950000056,0,4,4,-4,,4,0,411,404,JOR
16475,abc,B15295100001,1152951000017,0,1,1,-1,,1,0,411,404,JOR
16476,abc,B15295100002,1152951000024,0,3,3,-3,,3,0,411,404,JOR
16477,abc,B15295100003,1152951000031,0,4,4,-4,,4,0,411,404,JOR
16478,abc,B15295100004,1152951000048,0,1,1,-1,,1,0,411,404,JOR
16479,abc,B15296200001,1152962000013,0,1,1,-1,,1,0,411,404,JOR
16480,abc,B15296200002,1152962000020,0,1,1,-1,,1,0,411,404,JOR
16481,abc,B15297200002,1152972000027,0,1,1,-1,,1,0,411,404,JOR
16482,abc,B15297200003,1152972000034,1,1,,0,,1,0,411,404,JOR
16483,abc,B15297200004,1152972000041,0,1,1,-1,,1,0,411,404,JOR
16484,abc,B15297200005,1152972000058,0,2,2,-2,,2,0,411,404,JOR
16485,abc,B15297300001,1152973000019,0,3,3,-3,,3,0,411,404,JOR
16486,abc,B15297300002,1152973000026,0,2,2,-2,,2,0,411,404,JOR
16487,abc,B15297300003,1152973000033,0,2,2,-2,,2,0,411,404,JOR
16488,abc,B15297300004,1152973000040,0,2,2,-2,,2,0,411,404,JOR
16489,abc,B15297300005,1152973000057,0,1,1,-1,,1,0,411,404,JOR
16490,abc,B15297300006,1152973000064,0,2,2,-2,,2,0,411,404,JOR
16491,abc,B15300000002,1153000000026,0,1,1,-1,,1,0,411,404,JOR
16492,abc,B15300100001,1153001000018,0,3,3,-3,,3,0,411,404,JOR
16493,abc,B15300100002,1153001000025,0,3,3,-3,,3,0,411,404,JOR
16494,abc,B15300100003,1153001000032,0,3,3,-3,,3,0,411,404,JOR
16495,abc,B15300100004,1153001000049,0,3,3,-3,,3,0,411,404,JOR
16496,abc,B15300400003,1153004000039,0,2,2,-2,,2,0,411,404,JOR
16497,abc,B15300400005,1153004000053,0,2,2,-2,,2,0,411,404,JOR
16498,abc,B15301000001,1153010000016,0,1,1,-1,,1,0,411,404,JOR
16499,abc,B15301100001,1153011000015,0,1,1,-1,,1,0,411,404,JOR
16500,abc,B15301100002,1153011000022,0,1,1,-1,,1,0,411,404,JOR
16501,abc,B15301100003,1153011000039,0,1,1,-1,,1,0,411,404,JOR
16502,abc,B15303200002,1153032000025,0,2,2,-2,,2,0,411,404,JOR
16503,abc,B15303300002,1153033000024,0,1,1,-1,,1,0,411,404,JOR
16504,abc,B15304100001,1153041000016,0,1,1,-1,,1,0,411,404,JOR
16505,abc,B15304200002,1153042000022,0,1,1,-1,,1,0,411,404,JOR
16506,abc,B15304200005,1153042000053,0,1,1,-1,,1,0,411,404,JOR
16507,abc,B15304300001,1153043000014,1,1,,0,,1,0,411,404,JOR
16508,abc,B15304400002,1153044000020,0,1,1,-1,,1,0,411,404,JOR
16509,abc,B15304500002,1153045000029,0,1,1,-1,,1,0,411,404,JOR
16510,abc,B15304500003,1153045000036,0,1,1,-1,,1,0,411,404,JOR
16511,abc,B15304500004,1153045000043,0,1,1,-1,,1,0,411,404,JOR
16512,abc,B15305000001,1153050000014,0,1,1,-1,,1,0,411,404,JOR
16513,abc,B15305000002,1153050000021,0,1,1,-1,,1,0,411,404,JOR
16514,abc,B15305000003,1153050000038,0,1,1,-1,,1,0,411,404,JOR
16515,abc,B15305000004,1153050000045,0,2,2,-2,,2,0,411,404,JOR
16516,abc,B15305000005,1153050000052,0,2,2,-2,,2,0,411,404,JOR
16517,abc,B15305100001,1153051000013,0,1,1,-1,,1,0,411,404,JOR
16518,abc,B15305100002,1153051000020,0,2,2,-2,,2,0,411,404,JOR
16519,abc,B15305100003,1153051000037,0,1,1,-1,,1,0,411,404,JOR
16520,abc,B15307800001,1153078000010,0,1,1,-1,,1,0,411,404,JOR
16521,abc,B15307800002,1153078000027,2,1,,0,,1,0,411,404,JOR
16522,abc,B15307800003,1153078000034,2,1,,0,,1,0,411,404,JOR
16523,abc,B15307800004,1153078000041,1,3,2,-2,,3,0,411,404,JOR
16524,abc,B15307800005,1153078000058,0,1,1,-1,,1,0,411,404,JOR
16525,abc,B15307900001,1153079000019,1,1,,0,,1,0,411,404,JOR
16526,abc,B15307900002,1153079000026,0,1,1,-1,,1,0,411,404,JOR
16527,abc,B15307900003,1153079000033,1,1,,0,,1,0,411,404,JOR
16528,abc,B15307900004,1153079000040,0,1,1,-1,,1,0,411,404,JOR
16529,abc,B15307900006,1153079000064,0,1,1,-1,,1,0,411,404,JOR
16530,abc,B15308000001,1153080000015,0,1,1,-1,,1,0,411,404,JOR
16531,abc,B15308000002,1153080000022,0,2,2,-2,,2,0,411,404,JOR
16532,abc,B15308000003,1153080000039,0,3,3,-3,,3,0,411,404,JOR
16533,abc,B15308000004,1153080000046,0,1,1,-1,,1,0,411,404,JOR
16534,abc,B15308000005,1153080000053,0,3,3,-3,,3,0,411,404,JOR
16535,abc,B15308100001,1153081000014,3,2,,0,,2,0,411,404,JOR
16536,abc,B15308100002,1153081000021,2,2,,0,,2,0,411,404,JOR
16537,abc,B15308100003,1153081000038,1,1,,0,,1,0,411,404,JOR
16538,abc,B15308100006,1153081000069,1,1,,0,,1,0,411,404,JOR
16539,abc,B15308400001,1153084000011,1,1,,0,,1,0,411,404,JOR
16540,abc,B15308400002,1153084000028,0,2,2,-2,,2,0,411,404,JOR
16541,abc,B15308400003,1153084000035,0,2,2,-2,,2,0,411,404,JOR
16542,abc,B15308400004,1153084000042,2,2,,0,,2,0,411,404,JOR
16543,abc,B15308400005,1153084000059,1,1,,0,,1,0,411,404,JOR
16544,abc,B15308500002,1153085000027,1,1,,0,,1,0,411,404,JOR
16545,abc,B15308500004,1153085000041,0,1,1,-1,,1,0,411,404,JOR
16546,abc,B15308600002,1153086000026,0,3,3,-3,,3,0,411,404,JOR
16547,abc,B15308600003,1153086000033,0,2,2,-2,,2,0,411,404,JOR
16548,abc,B15308600004,1153086000040,0,3,3,-3,,3,0,411,404,JOR
16549,abc,B15308600005,1153086000057,0,2,2,-2,,2,0,411,404,JOR
16550,abc,B15308700001,1153087000018,0,2,2,-2,,2,0,411,404,JOR
16551,abc,B15308700002,1153087000025,0,1,1,-1,,1,0,411,404,JOR
16552,abc,B15308700005,1153087000056,0,1,1,-1,,1,0,411,404,JOR
16553,abc,B15308800003,1153088000031,0,1,1,-1,,1,0,411,404,JOR
16554,abc,B15308800004,1153088000048,0,3,3,-3,,3,0,411,404,JOR
16555,abc,B15308800005,1153088000055,0,2,2,-2,,2,0,411,404,JOR
16556,abc,B15308900001,1153089000016,0,2,2,-2,,2,0,411,404,JOR
16557,abc,B15308900003,1153089000030,0,1,1,-1,,1,0,411,404,JOR
16558,abc,B15308900004,1153089000047,0,1,1,-1,,1,0,411,404,JOR
16559,abc,B15308900005,1153089000054,0,1,1,-1,,1,0,411,404,JOR
16560,abc,B15309000001,1153090000012,0,1,1,-1,,1,0,411,404,JOR
16561,abc,B15309000002,1153090000029,0,1,1,-1,,1,0,411,404,JOR
16562,abc,B15309000005,1153090000050,0,1,1,-1,,1,0,411,404,JOR
16563,abc,B15309100004,1153091000042,0,1,1,-1,,1,0,411,404,JOR
16564,abc,B15309200001,1153092000010,1,1,,0,,1,0,411,404,JOR
16565,abc,B15311200001,1153112000013,0,1,1,-1,,1,0,411,404,JOR
16566,abc,B15311200002,1153112000020,0,1,1,-1,,1,0,411,404,JOR
16567,abc,B15311200003,1153112000037,0,2,2,-2,,2,0,411,404,JOR
16568,abc,B15311200004,1153112000044,0,1,1,-1,,1,0,411,404,JOR
16569,abc,B15311200005,1153112000051,0,4,4,-4,,4,0,411,404,JOR
16570,abc,B15311300001,1153113000012,0,1,1,-1,,1,0,411,404,JOR
16571,abc,B15311300002,1153113000029,0,1,1,-1,,1,0,411,404,JOR
16572,abc,B15311300003,1153113000036,0,1,1,-1,,1,0,411,404,JOR
16573,abc,B15311300004,1153113000043,0,1,1,-1,,1,0,411,404,JOR
16574,abc,B15311800001,1153118000017,0,2,2,-2,,2,0,411,404,JOR
16575,abc,B15311800002,1153118000024,0,3,3,-3,,3,0,411,404,JOR
16576,abc,B15311800004,1153118000048,1,3,2,-2,,3,0,411,404,JOR
16577,abc,B15311800005,1153118000055,0,3,3,-3,,3,0,411,404,JOR
16578,abc,B15311900001,1153119000016,0,3,3,-3,,3,0,411,404,JOR
16579,abc,B15311900002,1153119000023,0,1,1,-1,,1,0,411,404,JOR
16580,abc,B15311900003,1153119000030,0,1,1,-1,,1,0,411,404,JOR
16581,abc,B15311900004,1153119000047,0,2,2,-2,,2,0,411,404,JOR
16582,abc,B15311900005,1153119000054,0,1,1,-1,,1,0,411,404,JOR
16583,abc,B15311900006,1153119000061,0,1,1,-1,,1,0,411,404,JOR
16584,abc,B15318000001,1153180000014,0,1,1,-1,,1,0,411,404,JOR
16585,abc,B15318000002,1153180000021,0,2,2,-2,,2,0,411,404,JOR
16586,abc,B15318000003,1153180000038,2,1,,0,,1,0,411,404,JOR
16587,abc,B15318000004,1153180000045,0,5,5,-5,,5,0,411,404,JOR
16588,abc,B15318000005,1153180000052,0,2,2,-2,,2,0,411,404,JOR
16589,abc,B15318000006,1153180000069,0,2,2,-2,,2,0,411,404,JOR
16590,abc,B15319100001,1153191000010,0,2,2,-2,,2,0,411,404,JOR
16591,abc,B15319100002,1153191000027,0,1,1,-1,,1,0,411,404,JOR
16592,abc,B15319400001,1153194000017,0,1,1,-1,,1,0,411,404,JOR
16593,abc,B15319400002,1153194000024,0,2,2,-2,,2,0,411,404,JOR
16594,abc,B15319400003,1153194000031,0,3,3,-3,,3,0,411,404,JOR
16595,abc,B15319400004,1153194000048,0,2,2,-2,,2,0,411,404,JOR
16596,abc,B15319400005,1153194000055,0,1,1,-1,,1,0,411,404,JOR
16597,abc,B15319500001,1153195000016,0,2,2,-2,,2,0,411,404,JOR
16598,abc,B15319500002,1153195000023,0,2,2,-2,,2,0,411,404,JOR
16599,abc,B15319500003,1153195000030,0,1,1,-1,,1,0,411,404,JOR
16600,abc,B15319500004,1153195000047,0,1,1,-1,,1,0,411,404,JOR
16601,abc,B15319500005,1153195000054,0,1,1,-1,,1,0,411,404,JOR
16602,abc,B15319500006,1153195000061,0,1,1,-1,,1,0,411,404,JOR
16603,abc,B15319800001,1153198000013,0,1,1,-1,,1,0,411,404,JOR
16604,abc,B15319800002,1153198000020,0,1,1,-1,,1,0,411,404,JOR
16605,abc,B15319800003,1153198000037,0,2,2,-2,,2,0,411,404,JOR
16606,abc,B15319800004,1153198000044,0,2,2,-2,,2,0,411,404,JOR
16607,abc,B15319800005,1153198000051,0,3,3,-3,,3,0,411,404,JOR
16608,abc,B15319900001,1153199000012,0,4,4,-4,,4,0,411,404,JOR
16609,abc,B15319900002,1153199000029,0,3,3,-3,,3,0,411,404,JOR
16610,abc,B15319900003,1153199000036,0,2,2,-2,,2,0,411,404,JOR
16611,abc,B15319900004,1153199000043,0,1,1,-1,,1,0,411,404,JOR
16612,abc,B15319900006,1153199000067,0,1,1,-1,,1,0,411,404,JOR
16613,abc,B15321000002,1153210000021,2,1,,0,,1,0,411,404,JOR
16614,abc,B15321000003,1153210000038,1,1,,0,,1,0,411,404,JOR
16615,abc,B15321000004,1153210000045,2,1,,0,,1,0,411,404,JOR
16616,abc,B15321000005,1153210000052,3,2,,0,,2,0,411,404,JOR
16617,abc,B15321200001,1153212000012,0,1,1,-1,,1,0,411,404,JOR
16618,abc,B15321200002,1153212000029,0,3,3,-3,,3,0,411,404,JOR
16619,abc,B15321200003,1153212000036,0,2,2,-2,,2,0,411,404,JOR
16620,abc,B15321200004,1153212000043,0,3,3,-3,,3,0,411,404,JOR
16621,abc,B15321200005,1153212000050,0,5,5,-5,,5,0,411,404,JOR
16622,abc,B15321300001,1153213000011,0,1,1,-1,,1,0,411,404,JOR
16623,abc,B15321300002,1153213000028,0,1,1,-1,,1,0,411,404,JOR
16624,abc,B15321300003,1153213000035,0,1,1,-1,,1,0,411,404,JOR
16625,abc,B15321300004,1153213000042,0,1,1,-1,,1,0,411,404,JOR
16626,abc,B15321300005,1153213000059,0,1,1,-1,,1,0,411,404,JOR
16627,abc,B15321300006,1153213000066,0,1,1,-1,,1,0,411,404,JOR
16628,abc,B15322400002,1153224000024,0,1,1,-1,,1,0,411,404,JOR
16629,abc,B15322400003,1153224000031,0,2,2,-2,,2,0,411,404,JOR
16630,abc,B15322400004,1153224000048,0,2,2,-2,,2,0,411,404,JOR
16631,abc,B15322400005,1153224000055,0,2,2,-2,,2,0,411,404,JOR
16632,abc,B15322500001,1153225000016,0,1,1,-1,,1,0,411,404,JOR
16633,abc,B15322600001,1153226000015,0,1,1,-1,,1,0,411,404,JOR
16634,abc,B15322600002,1153226000022,0,2,2,-2,,2,0,411,404,JOR
16635,abc,B15322600003,1153226000039,0,3,3,-3,,3,0,411,404,JOR
16636,abc,B15322600004,1153226000046,0,1,1,-1,,1,0,411,404,JOR
16637,abc,B15322600005,1153226000053,0,1,1,-1,,1,0,411,404,JOR
16638,abc,B15322700001,1153227000014,0,1,1,-1,,1,0,411,404,JOR
16639,abc,B15322700002,1153227000021,0,2,2,-2,,2,0,411,404,JOR
16640,abc,B15322700004,1153227000045,0,2,2,-2,,2,0,411,404,JOR
16641,abc,B15323600002,1153236000029,1,1,,0,,1,0,411,404,JOR
16642,abc,B15323600003,1153236000036,2,1,,0,,1,0,411,404,JOR
16643,abc,B15323600004,1153236000043,1,1,,0,,1,0,411,404,JOR
16644,abc,B15323600005,1153236000050,1,1,,0,,1,0,411,404,JOR
16645,abc,B15323700001,1153237000011,1,2,1,-1,,2,0,411,404,JOR
16646,abc,B15323700002,1153237000028,1,1,,0,,1,0,411,404,JOR
16647,abc,B15323800001,1153238000010,0,1,1,-1,,1,0,411,404,JOR
16648,abc,B15323800002,1153238000027,0,2,2,-2,,2,0,411,404,JOR
16649,abc,B15323800003,1153238000034,0,3,3,-3,,3,0,411,404,JOR
16650,abc,B15323800004,1153238000041,0,2,2,-2,,2,0,411,404,JOR
16651,abc,B15323800005,1153238000058,0,2,2,-2,,2,0,411,404,JOR
16652,abc,B15323900001,1153239000019,0,3,3,-3,,3,0,411,404,JOR
16653,abc,B15323900002,1153239000026,0,4,4,-4,,4,0,411,404,JOR
16654,abc,B15323900003,1153239000033,0,1,1,-1,,1,0,411,404,JOR
16655,abc,B15323900004,1153239000040,1,1,,0,,1,0,411,404,JOR
16656,abc,B15323900005,1153239000057,0,1,1,-1,,1,0,411,404,JOR
16657,abc,B15323900006,1153239000064,0,1,1,-1,,1,0,411,404,JOR
16658,abc,B15324000001,1153240000015,0,1,1,-1,,1,0,411,404,JOR
16659,abc,B15324000002,1153240000022,0,2,2,-2,,2,0,411,404,JOR
16660,abc,B15324000003,1153240000039,0,3,3,-3,,3,0,411,404,JOR
16661,abc,B15324000004,1153240000046,0,2,2,-2,,2,0,411,404,JOR
16662,abc,B15324000005,1153240000053,0,2,2,-2,,2,0,411,404,JOR
16663,abc,B15324100001,1153241000014,0,2,2,-2,,2,0,411,404,JOR
16664,abc,B15324100002,1153241000021,0,2,2,-2,,2,0,411,404,JOR
