PAISSUENO,PAISSUEDATE,PAISSUELINENO,SONUMBER,SOLINENO,LINECODE7,PACKID,PACKBARCODE,PACKTYPE,PAISSUEQTY
0420-MSO-00726,08/03/2018,287,0420-MSO-00726,287,M694239,90001,6694239900015,B,1
0420-MSO-00726,08/03/2018,288,0420-MSO-00726,288,M694241,90001,6694241900010,B,1
0420-MSO-00726,08/03/2018,289,0420-MSO-00726,289,M694244,90001,6694244900017,B,1
0420-MSO-00726,08/03/2018,290,0420-MSO-00726,290,M694253,90001,6694253900015,B,1
0420-MSO-00726,08/03/2018,291,0420-MSO-00726,291,M694262,90001,6694262900013,B,1
0420-MSO-00726,08/03/2018,292,0420-MSO-00726,292,M694264,90001,6694264900011,B,1
0420-MSO-00726,08/03/2018,293,0420-MSO-00726,293,M694277,90001,6694277900015,B,1
0420-MSO-00726,08/03/2018,294,0420-MSO-00726,294,M744759,90001,6744759900016,B,1
0420-MSO-00726,08/03/2018,295,0420-MSO-00726,295,M744764,90001,6744764900018,B,1
0420-MSO-00726,08/03/2018,296,0420-MSO-00726,296,M812375,90001,6812375900014,B,1
0420-MSO-00726,08/03/2018,297,0420-MSO-00726,297,M812637,90001,6812637900011,B,1
0420-MSO-00726,08/03/2018,298,0420-MSO-00726,298,M812639,90001,6812639900019,B,1
0420-MSO-00726,08/03/2018,299,0420-MSO-00726,299,M812651,90001,6812651900011,B,1
0420-MSO-00726,08/03/2018,300,0420-MSO-00726,300,M812652,90001,6812652900010,B,1
0420-MSO-00726,08/03/2018,301,0420-MSO-00726,301,M812672,90001,6812672900014,B,1
0420-MSO-00726,08/03/2018,302,0420-MSO-00726,302,M812718,90001,6812718900015,B,1
0420-MSO-00726,08/03/2018,303,0420-MSO-00726,303,M812721,90001,6812721900019,B,1
0420-MSO-00726,08/03/2018,304,0420-MSO-00726,304,M812726,90001,6812726900014,B,1
0420-MSO-00726,08/03/2018,305,0420-MSO-00726,305,M812952,90001,6812952900017,B,1
0420-MSO-00726,08/03/2018,306,0420-MSO-00726,306,M812957,90001,6812957900012,B,1
0420-MSO-00726,08/03/2018,307,0420-MSO-00726,307,M812972,90001,6812972900011,B,1
0420-MSO-00726,08/03/2018,308,0420-MSO-00726,308,M812988,90001,6812988900012,B,1
0420-MSO-00726,08/03/2018,309,0420-MSO-00726,309,M812990,90001,6812990900017,B,1
0420-MSO-00726,08/03/2018,310,0420-MSO-00726,310,M812993,90001,6812993900014,B,1
0420-MSO-00726,08/03/2018,311,0420-MSO-00726,311,M812995,90001,6812995900012,B,1
0420-MSO-00726,08/03/2018,312,0420-MSO-00726,312,M813020,90001,6813020900014,B,1
0420-MSO-00726,08/03/2018,313,0420-MSO-00726,313,M813094,90001,6813094900019,B,1
0420-MSO-00726,08/03/2018,314,0420-MSO-00726,314,M813113,90001,6813113900013,B,1
0420-MSO-00726,08/03/2018,315,0420-MSO-00726,315,M813132,90001,6813132900018,B,1
0420-MSO-00726,08/03/2018,316,0420-MSO-00726,316,M813137,90001,6813137900013,B,1
0420-MSO-00726,08/03/2018,317,0420-MSO-00726,317,M813142,90001,6813142900015,B,1
0420-MSO-00726,08/03/2018,318,0420-MSO-00726,318,M845885,90001,6845885900014,B,2
0420-MSO-00726,08/03/2018,319,0420-MSO-00726,319,M846460,90003,6846460900030,B,1
0420-MSO-00726,08/03/2018,320,0420-MSO-00726,320,M846537,90001,6846537900017,B,1
0420-MSO-00726,08/03/2018,321,0420-MSO-00726,321,M846569,90001,6846569900016,B,1
0420-MSO-00726,08/03/2018,322,0420-MSO-00726,322,M847286,90001,6847286900013,B,1
0420-MSO-00726,08/03/2018,323,0420-MSO-00726,323,M847318,90001,6847318900011,B,1
0420-MSO-00726,08/03/2018,324,0420-MSO-00726,324,M847332,90001,6847332900011,B,1
0420-MSO-00726,08/03/2018,325,0420-MSO-00726,325,M847333,90001,6847333900010,B,1
0420-MSO-00726,08/03/2018,326,0420-MSO-00726,326,M847387,90001,6847387900011,B,1
0420-MSO-00726,08/03/2018,327,0420-MSO-00726,327,M847719,90001,6847719900016,B,1
0420-MSO-00726,08/03/2018,328,0420-MSO-00726,328,M847759,90001,6847759900014,B,1
0420-MSO-00726,08/03/2018,329,0420-MSO-00726,329,M847760,90001,6847760900010,B,1
0420-MSO-00726,08/03/2018,330,0420-MSO-00726,330,M847793,90001,6847793900018,B,1
0420-MSO-00726,08/03/2018,331,0420-MSO-00726,331,M847810,90002,6847810900021,B,1
0420-MSO-00726,08/03/2018,332,0420-MSO-00726,332,M847811,90002,6847811900020,B,1
0420-MSO-00726,08/03/2018,333,0420-MSO-00726,333,M847823,90001,6847823900018,B,1
0420-MSO-00726,08/03/2018,334,0420-MSO-00726,334,M847824,90001,6847824900017,B,1
0420-MSO-00726,08/03/2018,335,0420-MSO-00726,335,M847849,90001,6847849900016,B,1
0420-MSO-00726,08/03/2018,336,0420-MSO-00726,336,M847853,90001,6847853900019,B,1
0420-MSO-00726,08/03/2018,337,0420-MSO-00726,337,M847856,90001,6847856900016,B,1
0420-MSO-00726,08/03/2018,338,0420-MSO-00726,338,M847859,90001,6847859900013,B,1
0420-MSO-00726,08/03/2018,339,0420-MSO-00726,339,M847861,90001,6847861900018,B,2
0420-MSO-00726,08/03/2018,340,0420-MSO-00726,340,M847862,90001,6847862900017,B,1
0420-MSO-00726,08/03/2018,341,0420-MSO-00726,341,M847863,90001,6847863900016,B,1
0420-MSO-00726,08/03/2018,342,0420-MSO-00726,342,M847892,90001,6847892900018,B,1
0420-MSO-00726,08/03/2018,343,0420-MSO-00726,343,M847893,90001,6847893900017,B,1
0420-MSO-00726,08/03/2018,344,0420-MSO-00726,344,M847894,90027,6847894900276,B,1
0420-MSO-00726,08/03/2018,345,0420-MSO-00726,345,M847925,90001,6847925900015,B,1
0420-MSO-00726,08/03/2018,346,0420-MSO-00726,346,M847930,90001,6847930900017,B,1
0420-MSO-00726,08/03/2018,347,0420-MSO-00726,347,M847931,90001,6847931900016,B,1
0420-MSO-00726,08/03/2018,348,0420-MSO-00726,348,M847932,90001,6847932900015,B,1
0420-MSO-00726,08/03/2018,349,0420-MSO-00726,349,M847933,90001,6847933900014,B,1
0420-MSO-00726,08/03/2018,350,0420-MSO-00726,350,M847936,90001,6847936900011,B,1
0420-MSO-00726,08/03/2018,351,0420-MSO-00726,351,M847980,90001,6847980900012,B,1
0420-MSO-00726,08/03/2018,352,0420-MSO-00726,352,M847982,90001,6847982900010,B,1
0420-MSO-00726,08/03/2018,353,0420-MSO-00726,353,M847990,90001,6847990900019,B,1
0420-MSO-00726,08/03/2018,354,0420-MSO-00726,354,M847991,90001,6847991900018,B,1
0420-MSO-00726,08/03/2018,355,0420-MSO-00726,355,M848030,90001,6848030900013,B,1
0420-MSO-00726,08/03/2018,356,0420-MSO-00726,356,M848032,90001,6848032900011,B,1
0420-MSO-00726,08/03/2018,357,0420-MSO-00726,357,M848059,90001,6848059900018,B,1
0420-MSO-00726,08/03/2018,358,0420-MSO-00726,358,M848091,90001,6848091900014,B,1
0420-MSO-00726,08/03/2018,359,0420-MSO-00726,359,M994938,90001,6994938900010,B,1
0420-MSO-00726,08/03/2018,360,0420-MSO-00726,360,M995143,90001,6995143900017,B,1
0420-MSO-00726,08/03/2018,361,0420-MSO-00726,361,M995249,90001,6995249900010,B,1
