PAISSUENO,PAISSUEDATE,PAISSUELINENO,SONUMBER,SOLINENO,LINECODE7,PACKID,PACKBARCODE,PACKTYPE,PAISSUEQTY
0420-MSO-00726,08/03/2018,44,0420-MSO-00726,44,F365307,90006,3365307900062,BH,1
0420-MSO-00726,08/03/2018,45,0420-MSO-00726,45,F365324,90020,3365324900205,BH,1
0420-MSO-00726,08/03/2018,46,0420-MSO-00726,46,F371224,90008,3371224900085,H,0
0420-MSO-00726,08/03/2018,47,0420-MSO-00726,47,F371244,90008,3371244900089,H,1
0420-MSO-00726,08/03/2018,48,0420-MSO-00726,48,F371246,90008,3371246900087,H,1
0420-MSO-00726,08/03/2018,49,0420-MSO-00726,49,F371246,90009,3371246900094,H,1
0420-MSO-00726,08/03/2018,50,0420-MSO-00726,50,F371249,90010,3371249900107,H,1
0420-MSO-00726,08/03/2018,51,0420-MSO-00726,51,F371250,90009,3371250900097,H,1
0420-MSO-00726,08/03/2018,52,0420-MSO-00726,52,F371254,90009,3371254900093,H,1
0420-MSO-00726,08/03/2018,53,0420-MSO-00726,53,F371255,90010,3371255900108,H,1
0420-MSO-00726,08/03/2018,54,0420-MSO-00726,54,F371263,90008,3371263900084,H,1
0420-MSO-00726,08/03/2018,55,0420-MSO-00726,55,F371265,90009,3371265900099,H,1
0420-MSO-00726,08/03/2018,56,0420-MSO-00726,56,F371316,90010,3371316900108,H,1
0420-MSO-00726,08/03/2018,57,0420-MSO-00726,57,F371326,90008,3371326900082,H,1
0420-MSO-00726,08/03/2018,58,0420-MSO-00726,58,F371326,90009,3371326900099,H,1
0420-MSO-00726,08/03/2018,59,0420-MSO-00726,59,F371326,90010,3371326900105,H,1
0420-MSO-00726,08/03/2018,60,0420-MSO-00726,60,F371346,90009,3371346900093,H,1
0420-MSO-00726,08/03/2018,61,0420-MSO-00726,61,F371346,90008,3371346900086,H,1
0420-MSO-00726,08/03/2018,62,0420-MSO-00726,62,F371346,90010,3371346900109,H,1
0420-MSO-00726,08/03/2018,63,0420-MSO-00726,63,F371348,90008,3371348900084,H,1
0420-MSO-00726,08/03/2018,64,0420-MSO-00726,64,F371348,90010,3371348900107,H,1
0420-MSO-00726,08/03/2018,65,0420-MSO-00726,65,F371348,90009,3371348900091,H,1
0420-MSO-00726,08/03/2018,66,0420-MSO-00726,66,F371350,90010,3371350900102,H,1
0420-MSO-00726,08/03/2018,67,0420-MSO-00726,67,F371350,90008,3371350900089,H,1
0420-MSO-00726,08/03/2018,68,0420-MSO-00726,68,F371350,90009,3371350900096,H,1
0420-MSO-00726,08/03/2018,69,0420-MSO-00726,69,F371351,90008,3371351900088,H,1
0420-MSO-00726,08/03/2018,70,0420-MSO-00726,70,F371351,90009,3371351900095,H,1
0420-MSO-00726,08/03/2018,71,0420-MSO-00726,71,F371351,90010,3371351900101,H,1
0420-MSO-00726,08/03/2018,72,0420-MSO-00726,72,F371352,90008,3371352900087,H,1
0420-MSO-00726,08/03/2018,73,0420-MSO-00726,73,F371358,90008,3371358900081,H,1
0420-MSO-00726,08/03/2018,74,0420-MSO-00726,74,F371358,90009,3371358900098,H,1
0420-MSO-00726,08/03/2018,75,0420-MSO-00726,75,F371359,90008,3371359900080,H,1
0420-MSO-00726,08/03/2018,76,0420-MSO-00726,76,F371359,90009,3371359900097,H,1
0420-MSO-00726,08/03/2018,77,0420-MSO-00726,77,F371359,90010,3371359900103,H,1
0420-MSO-00726,08/03/2018,78,0420-MSO-00726,78,F371360,90010,3371360900109,H,1
0420-MSO-00726,08/03/2018,79,0420-MSO-00726,79,F371362,90008,3371362900084,H,1
0420-MSO-00726,08/03/2018,80,0420-MSO-00726,80,F371367,90008,3371367900089,H,1
0420-MSO-00726,08/03/2018,81,0420-MSO-00726,81,F371378,90010,3371378900108,H,1
0420-MSO-00726,08/03/2018,82,0420-MSO-00726,82,F371378,90008,3371378900085,H,1
0420-MSO-00726,08/03/2018,83,0420-MSO-00726,83,F371378,90009,3371378900092,H,1
0420-MSO-00726,08/03/2018,84,0420-MSO-00726,84,F371399,90009,3371399900095,H,1
0420-MSO-00726,08/03/2018,85,0420-MSO-00726,85,F371400,90008,3371400900083,H,1
0420-MSO-00726,08/03/2018,86,0420-MSO-00726,86,F371422,90008,3371422900085,H,1
0420-MSO-00726,08/03/2018,87,0420-MSO-00726,87,F371431,90010,3371431900106,H,1
0420-MSO-00726,08/03/2018,88,0420-MSO-00726,88,F371431,90008,3371431900083,H,1
0420-MSO-00726,08/03/2018,89,0420-MSO-00726,89,F371431,90009,3371431900090,H,1
0420-MSO-00726,08/03/2018,90,0420-MSO-00726,90,F390087,90008,3390087900087,H,1
0420-MSO-00726,08/03/2018,91,0420-MSO-00726,91,F390087,90007,3390087900070,H,1
0420-MSO-00726,08/03/2018,92,0420-MSO-00726,92,F390088,90007,3390088900079,H,1
0420-MSO-00726,08/03/2018,93,0420-MSO-00726,93,F390088,90008,3390088900086,H,1
0420-MSO-00726,08/03/2018,94,0420-MSO-00726,94,F390093,90008,3390093900088,H,1
0420-MSO-00726,08/03/2018,95,0420-MSO-00726,95,F390093,90007,3390093900071,H,1
0420-MSO-00726,08/03/2018,96,0420-MSO-00726,96,F390094,90007,3390094900070,H,1
0420-MSO-00726,08/03/2018,97,0420-MSO-00726,97,F390094,90009,3390094900094,H,1
0420-MSO-00726,08/03/2018,98,0420-MSO-00726,98,F390094,90008,3390094900087,H,1
0420-MSO-00726,08/03/2018,99,0420-MSO-00726,99,F390097,90007,3390097900077,H,1
0420-MSO-00726,08/03/2018,100,0420-MSO-00726,100,F390098,90008,3390098900083,H,1
0420-MSO-00726,08/03/2018,101,0420-MSO-00726,101,F390098,90009,3390098900090,H,1
0420-MSO-00726,08/03/2018,102,0420-MSO-00726,102,F390106,90007,3390106900074,H,1
0420-MSO-00726,08/03/2018,103,0420-MSO-00726,103,F390106,90008,3390106900081,H,1
0420-MSO-00726,08/03/2018,104,0420-MSO-00726,104,F390106,90009,3390106900098,H,1
0420-MSO-00726,08/03/2018,105,0420-MSO-00726,105,F390107,90009,3390107900097,H,1
0420-MSO-00726,08/03/2018,106,0420-MSO-00726,106,F390110,90009,3390110900091,H,1
0420-MSO-00726,08/03/2018,107,0420-MSO-00726,107,F405438,90021,3405438900217,H,1
0420-MSO-00726,08/03/2018,108,0420-MSO-00726,108,F405448,90019,3405448900191,H,1
0420-MSO-00726,08/03/2018,109,0420-MSO-00726,109,F405452,90016,3405452900163,H,1
0420-MSO-00726,08/03/2018,110,0420-MSO-00726,110,F405464,90010,3405464900106,H,1
0420-MSO-00726,08/03/2018,111,0420-MSO-00726,111,F405464,90011,3405464900113,H,1
0420-MSO-00726,08/03/2018,112,0420-MSO-00726,112,F405476,90010,3405476900101,H,1
0420-MSO-00726,08/03/2018,113,0420-MSO-00726,113,F405513,90009,3405513900095,H,1
0420-MSO-00726,08/03/2018,114,0420-MSO-00726,114,F405513,90010,3405513900101,H,1
0420-MSO-00726,08/03/2018,115,0420-MSO-00726,115,F410275,90009,3410275900092,H,1
0420-MSO-00726,08/03/2018,116,0420-MSO-00726,116,F410292,90010,3410292900105,H,1
0420-MSO-00726,08/03/2018,117,0420-MSO-00726,117,F410292,90009,3410292900099,H,1
0420-MSO-00726,08/03/2018,118,0420-MSO-00726,118,F410298,90008,3410298900086,H,1
0420-MSO-00726,08/03/2018,119,0420-MSO-00726,119,F410299,90008,3410299900085,H,1
0420-MSO-00726,08/03/2018,120,0420-MSO-00726,120,F410303,90010,3410303900100,H,1
0420-MSO-00726,08/03/2018,121,0420-MSO-00726,121,F410304,90008,3410304900086,H,1
0420-MSO-00726,08/03/2018,122,0420-MSO-00726,122,F410312,90010,3410312900108,H,1
0420-MSO-00726,08/03/2018,123,0420-MSO-00726,123,F410314,90008,3410314900083,H,1
0420-MSO-00726,08/03/2018,124,0420-MSO-00726,124,F410314,90010,3410314900106,H,1
0420-MSO-00726,08/03/2018,125,0420-MSO-00726,125,F410315,90008,3410315900082,H,1
0420-MSO-00726,08/03/2018,126,0420-MSO-00726,126,F410315,90009,3410315900099,H,1
0420-MSO-00726,08/03/2018,127,0420-MSO-00726,127,F410403,90009,3410403900093,H,1
0420-MSO-00726,08/03/2018,128,0420-MSO-00726,128,F410410,90009,3410410900093,H,1
0420-MSO-00726,08/03/2018,129,0420-MSO-00726,129,F410444,90008,3410444900083,H,1
0420-MSO-00726,08/03/2018,130,0420-MSO-00726,130,F410444,90009,3410444900090,H,1
0420-MSO-00726,08/03/2018,131,0420-MSO-00726,131,F410444,90010,3410444900106,H,1
0420-MSO-00726,08/03/2018,132,0420-MSO-00726,132,F410445,90008,3410445900082,H,1
0420-MSO-00726,08/03/2018,133,0420-MSO-00726,133,F410445,90009,3410445900099,H,1
0420-MSO-00726,08/03/2018,134,0420-MSO-00726,134,F410445,90010,3410445900105,H,1
0420-MSO-00726,08/03/2018,135,0420-MSO-00726,135,F410447,90009,3410447900097,H,1
0420-MSO-00726,08/03/2018,136,0420-MSO-00726,136,F410447,90008,3410447900080,H,1
0420-MSO-00726,08/03/2018,137,0420-MSO-00726,137,F410447,90010,3410447900103,H,1
0420-MSO-00726,08/03/2018,138,0420-MSO-00726,138,F410455,90009,3410455900096,H,1
0420-MSO-00726,08/03/2018,139,0420-MSO-00726,139,F410455,90010,3410455900102,H,1
0420-MSO-00726,08/03/2018,140,0420-MSO-00726,140,F410455,90008,3410455900089,H,1
0420-MSO-00726,08/03/2018,141,0420-MSO-00726,141,F420211,90009,3420211900093,BH,1
0420-MSO-00726,08/03/2018,142,0420-MSO-00726,142,F440047,90008,3440047900081,H,1
0420-MSO-00726,08/03/2018,143,0420-MSO-00726,143,F480099,90008,3480099900080,H,1
0420-MSO-00726,08/03/2018,144,0420-MSO-00726,144,F480099,90009,3480099900097,H,1
0420-MSO-00726,08/03/2018,145,0420-MSO-00726,145,F520205,90007,3520205900075,BH,1
0420-MSO-00726,08/03/2018,146,0420-MSO-00726,146,F710859,90008,3710859900082,BH,1
0420-MSO-00726,08/03/2018,147,0420-MSO-00726,147,F711004,90006,3711004900063,BH,1
0420-MSO-00726,08/03/2018,148,0420-MSO-00726,148,F774182,90031,3774182900317,B,1
0420-MSO-00726,08/03/2018,149,0420-MSO-00726,149,F774317,90012,3774317900120,H,1
0420-MSO-00726,08/03/2018,150,0420-MSO-00726,150,F774455,90008,3774455900082,H,1
0420-MSO-00726,08/03/2018,151,0420-MSO-00726,151,F774455,90009,3774455900099,H,1
0420-MSO-00726,08/03/2018,152,0420-MSO-00726,152,F774455,90010,3774455900105,H,1
0420-MSO-00726,08/03/2018,153,0420-MSO-00726,153,F972386,90004,3972386900045,BH,1
0420-MSO-00726,08/03/2018,154,0420-MSO-00726,154,F972406,90007,3972406900079,BH,1
0420-MSO-00726,08/03/2018,155,0420-MSO-00726,155,F972440,90007,3972440900073,B,1
0420-MSO-00726,08/03/2018,156,0420-MSO-00726,156,F972484,90004,3972484900046,BH,1
0420-MSO-00726,08/03/2018,157,0420-MSO-00726,157,G06670400004,4,4066704000049,S,1
0420-MSO-00726,08/03/2018,158,0420-MSO-00726,158,G320906,90005,4320906900058,BH,1
0420-MSO-00726,08/03/2018,159,0420-MSO-00726,159,G320950,90005,4320950900059,BH,1
0420-MSO-00726,08/03/2018,160,0420-MSO-00726,160,G321021,90012,4321021900121,B,1
0420-MSO-00726,08/03/2018,161,0420-MSO-00726,161,G321029,90013,4321029900130,B,1
0420-MSO-00726,08/03/2018,162,0420-MSO-00726,162,G321107,90008,4321107900083,H,1
0420-MSO-00726,08/03/2018,163,0420-MSO-00726,163,G370078,90007,4370078900073,B,1
0420-MSO-00726,08/03/2018,164,0420-MSO-00726,164,G400196,90004,4400196900041,BH,1
0420-MSO-00726,08/03/2018,165,0420-MSO-00726,165,G400200,90005,4400200900050,BH,1
0420-MSO-00726,08/03/2018,166,0420-MSO-00726,166,G410087,90007,4410087900074,BH,1
0420-MSO-00726,08/03/2018,167,0420-MSO-00726,167,G410091,90007,4410091900077,BH,1
0420-MSO-00726,08/03/2018,168,0420-MSO-00726,168,G420225,90005,4420225900057,H,1
0420-MSO-00726,08/03/2018,169,0420-MSO-00726,169,G420227,90005,4420227900055,H,1
0420-MSO-00726,08/03/2018,170,0420-MSO-00726,170,G420261,90005,4420261900059,H,1
0420-MSO-00726,08/03/2018,171,0420-MSO-00726,171,G420261,90006,4420261900066,H,1
0420-MSO-00726,08/03/2018,172,0420-MSO-00726,172,G420262,90007,4420262900072,H,1
0420-MSO-00726,08/03/2018,173,0420-MSO-00726,173,G420262,90008,4420262900089,H,1
0420-MSO-00726,08/03/2018,174,0420-MSO-00726,174,M03909800002,90003,6039098900033,S,0
0420-MSO-00726,08/03/2018,175,0420-MSO-00726,175,M210512,90011,6210512900116,BH,1
0420-MSO-00726,08/03/2018,176,0420-MSO-00726,176,M260047,90006,6260047900068,BH,1
0420-MSO-00726,08/03/2018,177,0420-MSO-00726,177,M260065,90007,6260065900071,H,1
0420-MSO-00726,08/03/2018,178,0420-MSO-00726,178,M260065,90008,6260065900088,H,1
0420-MSO-00726,08/03/2018,179,0420-MSO-00726,179,M260065,90009,6260065900095,H,1
0420-MSO-00726,08/03/2018,180,0420-MSO-00726,180,M260081,90003,6260081900031,BH,1
0420-MSO-00726,08/03/2018,181,0420-MSO-00726,181,M291576,90006,6291576900069,BH,1
0420-MSO-00726,08/03/2018,182,0420-MSO-00726,182,M291667,90006,6291667900060,BH,1
0420-MSO-00726,08/03/2018,183,0420-MSO-00726,183,M312617,90001,6312617900012,B,1
0420-MSO-00726,08/03/2018,184,0420-MSO-00726,184,M312619,90001,6312619900010,B,1
0420-MSO-00726,08/03/2018,185,0420-MSO-00726,185,M312677,90001,6312677900014,B,1
0420-MSO-00726,08/03/2018,186,0420-MSO-00726,186,M312720,90007,6312720900077,BH,1
0420-MSO-00726,08/03/2018,187,0420-MSO-00726,187,M312721,90001,6312721900014,B,1
0420-MSO-00726,08/03/2018,188,0420-MSO-00726,188,M312728,90001,6312728900017,B,1
0420-MSO-00726,08/03/2018,189,0420-MSO-00726,189,M312732,90001,6312732900010,B,1
0420-MSO-00726,08/03/2018,190,0420-MSO-00726,190,M312734,90001,6312734900018,B,1
0420-MSO-00726,08/03/2018,191,0420-MSO-00726,191,M312750,90001,6312750900016,B,1
0420-MSO-00726,08/03/2018,192,0420-MSO-00726,192,M312862,90008,6312862900089,BH,1
0420-MSO-00726,08/03/2018,193,0420-MSO-00726,193,M312903,90001,6312903900016,B,1
0420-MSO-00726,08/03/2018,194,0420-MSO-00726,194,M312959,90001,6312959900015,B,1
0420-MSO-00726,08/03/2018,195,0420-MSO-00726,195,M321830,90003,6321830900037,B,1
0420-MSO-00726,08/03/2018,196,0420-MSO-00726,196,M321832,90003,6321832900035,BH,1
0420-MSO-00726,08/03/2018,197,0420-MSO-00726,197,M321834,90003,6321834900033,BH,1
0420-MSO-00726,08/03/2018,198,0420-MSO-00726,198,M430338,90013,6430338900132,B,1
0420-MSO-00726,08/03/2018,199,0420-MSO-00726,199,M43033900001,90005,6430339900056,S,1
0420-MSO-00726,08/03/2018,200,0420-MSO-00726,200,M430614,90007,6430614900078,BH,1
0420-MSO-00726,08/03/2018,201,0420-MSO-00726,201,M430617,90007,6430617900075,BH,1
0420-MSO-00726,08/03/2018,202,0420-MSO-00726,202,M430618,90007,6430618900074,BH,1
0420-MSO-00726,08/03/2018,203,0420-MSO-00726,203,M430645,90007,6430645900078,BH,1
0420-MSO-00726,08/03/2018,204,0420-MSO-00726,204,M430646,90007,6430646900077,BH,1
0420-MSO-00726,08/03/2018,205,0420-MSO-00726,205,M430707,90007,6430707900077,BH,1
0420-MSO-00726,08/03/2018,206,0420-MSO-00726,206,M430748,90007,6430748900074,BH,1
0420-MSO-00726,08/03/2018,207,0420-MSO-00726,207,M430774,90009,6430774900093,BH,1
0420-MSO-00726,08/03/2018,208,0420-MSO-00726,208,M430947,90007,6430947900073,BH,1
0420-MSO-00726,08/03/2018,209,0420-MSO-00726,209,M470238,90001,6470238900016,B,1
0420-MSO-00726,08/03/2018,210,0420-MSO-00726,210,M470426,Z001290,6470426900019,NESTED,1
0420-MSO-00726,08/03/2018,211,0420-MSO-00726,211,M470427,Z001290,6470427900018,NESTED,1
0420-MSO-00726,08/03/2018,212,0420-MSO-00726,212,M470507,90001,6470507900013,B,1
0420-MSO-00726,08/03/2018,213,0420-MSO-00726,213,M470508,90001,6470508900012,B,1
0420-MSO-00726,08/03/2018,214,0420-MSO-00726,214,M470509,90001,6470509900011,B,1
0420-MSO-00726,08/03/2018,215,0420-MSO-00726,215,M470511,90001,6470511900016,B,1
0420-MSO-00726,08/03/2018,216,0420-MSO-00726,216,M470513,90001,6470513900014,B,1
0420-MSO-00726,08/03/2018,217,0420-MSO-00726,217,M490601,90001,6490601900016,B,1
0420-MSO-00726,08/03/2018,218,0420-MSO-00726,218,M490602,90001,6490602900015,B,1
0420-MSO-00726,08/03/2018,219,0420-MSO-00726,219,M490604,90001,6490604900013,B,1
0420-MSO-00726,08/03/2018,220,0420-MSO-00726,220,M490605,90001,6490605900012,B,1
0420-MSO-00726,08/03/2018,221,0420-MSO-00726,221,M490629,90001,6490629900012,B,1
0420-MSO-00726,08/03/2018,222,0420-MSO-00726,222,M490633,90001,6490633900015,B,1
0420-MSO-00726,08/03/2018,223,0420-MSO-00726,223,M490689,90001,6490689900014,B,1
0420-MSO-00726,08/03/2018,224,0420-MSO-00726,224,M490690,90001,6490690900010,B,1
0420-MSO-00726,08/03/2018,225,0420-MSO-00726,225,M550127,90004,6550127900041,BH,1
0420-MSO-00726,08/03/2018,226,0420-MSO-00726,226,M550138,90004,6550138900047,BH,1
0420-MSO-00726,08/03/2018,227,0420-MSO-00726,227,M570812,90001,6570812900019,B,1
0420-MSO-00726,08/03/2018,228,0420-MSO-00726,228,M570813,90001,6570813900018,B,1
0420-MSO-00726,08/03/2018,229,0420-MSO-00726,229,M571004,90001,6571004900015,B,1
0420-MSO-00726,08/03/2018,230,0420-MSO-00726,230,M571018,90001,6571018900018,B,1
0420-MSO-00726,08/03/2018,231,0420-MSO-00726,231,M571047,90001,6571047900010,B,1
0420-MSO-00726,08/03/2018,232,0420-MSO-00726,232,M571048,90001,6571048900019,B,1
0420-MSO-00726,08/03/2018,233,0420-MSO-00726,233,M571185,90001,6571185900019,B,1
0420-MSO-00726,08/03/2018,234,0420-MSO-00726,234,M580062,90014,6580062900141,B,1
0420-MSO-00726,08/03/2018,235,0420-MSO-00726,235,M58013100006,6,6580131000062,S,0
0420-MSO-00726,08/03/2018,236,0420-MSO-00726,236,M580734,90017,6580734900172,H,1
0420-MSO-00726,08/03/2018,237,0420-MSO-00726,237,M580742,90013,6580742900133,BH,1
0420-MSO-00726,08/03/2018,238,0420-MSO-00726,238,M580742,90014,6580742900140,BH,1
0420-MSO-00726,08/03/2018,239,0420-MSO-00726,239,M580827,90009,6580827900096,BH,1
0420-MSO-00726,08/03/2018,240,0420-MSO-00726,240,M580829,90009,6580829900094,BH,1
0420-MSO-00726,08/03/2018,241,0420-MSO-00726,241,M580916,90006,6580916900068,BH,1
0420-MSO-00726,08/03/2018,242,0420-MSO-00726,242,M580939,90006,6580939900069,BH,1
0420-MSO-00726,08/03/2018,243,0420-MSO-00726,243,M683497,90001,6683497900011,B,1
0420-MSO-00726,08/03/2018,244,0420-MSO-00726,244,M683984,90001,6683984900012,B,1
0420-MSO-00726,08/03/2018,245,0420-MSO-00726,245,M684149,90001,6684149900014,B,1
0420-MSO-00726,08/03/2018,246,0420-MSO-00726,246,M684586,90001,6684586900011,B,1
0420-MSO-00726,08/03/2018,247,0420-MSO-00726,247,M684599,90001,6684599900015,B,1
0420-MSO-00726,08/03/2018,248,0420-MSO-00726,248,M684658,90001,6684658900017,B,1
0420-MSO-00726,08/03/2018,249,0420-MSO-00726,249,M684740,90001,6684740900017,B,1
0420-MSO-00726,08/03/2018,250,0420-MSO-00726,250,M684741,90001,6684741900016,B,1
0420-MSO-00726,08/03/2018,251,0420-MSO-00726,251,M684747,90001,6684747900010,B,1
0420-MSO-00726,08/03/2018,252,0420-MSO-00726,252,M684753,90001,6684753900011,B,1
0420-MSO-00726,08/03/2018,253,0420-MSO-00726,253,M684790,90001,6684790900012,B,1
0420-MSO-00726,08/03/2018,254,0420-MSO-00726,254,M684791,90001,6684791900011,B,1
0420-MSO-00726,08/03/2018,255,0420-MSO-00726,255,M684802,90001,6684802900016,B,1
0420-MSO-00726,08/03/2018,256,0420-MSO-00726,256,M684817,90001,6684817900018,B,1
0420-MSO-00726,08/03/2018,257,0420-MSO-00726,257,M684821,90001,6684821900011,B,1
0420-MSO-00726,08/03/2018,258,0420-MSO-00726,258,M684953,90001,6684953900019,B,1
0420-MSO-00726,08/03/2018,259,0420-MSO-00726,259,M688446,90001,6688446900012,B,1
0420-MSO-00726,08/03/2018,260,0420-MSO-00726,260,M688853,90001,6688853900018,B,1
0420-MSO-00726,08/03/2018,261,0420-MSO-00726,261,M688864,90001,6688864900014,B,1
0420-MSO-00726,08/03/2018,262,0420-MSO-00726,262,M688867,90001,6688867900011,B,1
0420-MSO-00726,08/03/2018,263,0420-MSO-00726,263,M688868,90001,6688868900010,B,1
0420-MSO-00726,08/03/2018,264,0420-MSO-00726,264,M688870,90001,6688870900015,B,1
0420-MSO-00726,08/03/2018,265,0420-MSO-00726,265,M688898,90001,6688898900011,B,1
0420-MSO-00726,08/03/2018,266,0420-MSO-00726,266,M689247,90001,6689247900010,B,1
0420-MSO-00726,08/03/2018,267,0420-MSO-00726,267,M689258,90001,6689258900016,B,1
0420-MSO-00726,08/03/2018,268,0420-MSO-00726,268,M689259,90001,6689259900015,B,1
0420-MSO-00726,08/03/2018,269,0420-MSO-00726,269,M689262,90001,6689262900019,B,1
0420-MSO-00726,08/03/2018,270,0420-MSO-00726,270,M689265,90001,6689265900016,B,1
0420-MSO-00726,08/03/2018,271,0420-MSO-00726,271,M692287,90001,6692287900018,B,1
0420-MSO-00726,08/03/2018,272,0420-MSO-00726,272,M693357,90001,6693357900013,B,1
0420-MSO-00726,08/03/2018,273,0420-MSO-00726,273,M693365,90001,6693365900012,B,1
0420-MSO-00726,08/03/2018,274,0420-MSO-00726,274,M693390,90001,6693390900018,B,1
0420-MSO-00726,08/03/2018,275,0420-MSO-00726,275,M693479,90001,6693479900014,B,1
0420-MSO-00726,08/03/2018,276,0420-MSO-00726,276,M693483,90001,6693483900017,B,1
0420-MSO-00726,08/03/2018,277,0420-MSO-00726,277,M693784,90001,6693784900013,B,1
0420-MSO-00726,08/03/2018,278,0420-MSO-00726,278,M693799,90001,6693799900015,B,1
0420-MSO-00726,08/03/2018,279,0420-MSO-00726,279,M693918,90001,6693918900018,B,1
0420-MSO-00726,08/03/2018,280,0420-MSO-00726,280,M693955,90001,6693955900019,B,1
0420-MSO-00726,08/03/2018,281,0420-MSO-00726,281,M694121,90001,6694121900017,B,1
0420-MSO-00726,08/03/2018,282,0420-MSO-00726,282,M694147,90001,6694147900015,B,1
0420-MSO-00726,08/03/2018,283,0420-MSO-00726,283,M694148,90001,6694148900014,B,1
0420-MSO-00726,08/03/2018,284,0420-MSO-00726,284,M694163,90001,6694163900013,B,1
0420-MSO-00726,08/03/2018,285,0420-MSO-00726,285,M694190,90001,6694190900017,B,1
0420-MSO-00726,08/03/2018,286,0420-MSO-00726,286,M694204,90001,6694204900019,B,1
