Linecode(7),Pack Id,Pack Type,Pack Barcode,Pack Outer,Linecode(12),Ratio,All Sizes in Pack?,Pack Level,Linked Pack ID
B153185,90004,BH,1153185900043,30,B15318500004,30,N,SOLID,00004
B153185,90005,BH,1153185900050,30,B15318500005,30,N,SOLID,00005
B153185,90006,BH,1153185900067,30,B15318500006,30,N,SOLID,00006
B153185,90007,BH,1153185900074,12,B15318500001,4,Y,PACK,
B153185,90007,BH,1153185900074,12,B15318500002,3,Y,PACK,
B153185,90007,BH,1153185900074,12,B15318500003,2,Y,PACK,
B153185,90007,BH,1153185900074,12,B15318500004,1,Y,PACK,
B153185,90007,BH,1153185900074,12,B15318500005,1,Y,PACK,
B153185,90007,BH,1153185900074,12,B15318500006,1,Y,PACK,
B153186,00001,BH,1153186000018,1,B15318600001,1,N,SINGLE,
B153186,00002,BH,1153186000025,1,B15318600002,1,N,SINGLE,
B153186,00003,BH,1153186000032,1,B15318600003,1,N,SINGLE,
B153186,00004,BH,1153186000049,1,B15318600004,1,N,SINGLE,
B153186,00005,BH,1153186000056,1,B15318600005,1,N,SINGLE,
B153186,90001,BH,1153186900011,30,B15318600001,30,N,SOLID,00001
B153186,90002,BH,1153186900028,30,B15318600002,30,N,SOLID,00002
B153186,90003,BH,1153186900035,30,B15318600003,30,N,SOLID,00003
B153186,90004,BH,1153186900042,30,B15318600004,30,N,SOLID,00004
B153186,90005,BH,1153186900059,30,B15318600005,30,N,SOLID,00005
B153186,90006,BH,1153186900066,9,B15318600001,1,Y,PACK,
B153186,90006,BH,1153186900066,9,B15318600002,1,Y,PACK,
B153186,90006,BH,1153186900066,9,B15318600003,2,Y,PACK,
B153186,90006,BH,1153186900066,9,B15318600004,2,Y,PACK,
B153186,90006,BH,1153186900066,9,B15318600005,3,Y,PACK,
B153187,00001,BH,1153187000017,1,B15318700001,1,N,SINGLE,
B153187,00002,BH,1153187000024,1,B15318700002,1,N,SINGLE,
B153187,00003,BH,1153187000031,1,B15318700003,1,N,SINGLE,
B153187,00004,BH,1153187000048,1,B15318700004,1,N,SINGLE,
B153187,00005,BH,1153187000055,1,B15318700005,1,N,SINGLE,
B153187,00006,BH,1153187000062,1,B15318700006,1,N,SINGLE,
B153187,90001,BH,1153187900010,30,B15318700001,30,N,SOLID,00001
B153187,90002,BH,1153187900027,30,B15318700002,30,N,SOLID,00002
B153187,90003,BH,1153187900034,30,B15318700003,30,N,SOLID,00003
B153187,90004,BH,1153187900041,30,B15318700004,30,N,SOLID,00004
B153187,90005,BH,1153187900058,30,B15318700005,30,N,SOLID,00005
B153187,90006,BH,1153187900065,30,B15318700006,30,N,SOLID,00006
B153187,90007,BH,1153187900072,12,B15318700001,4,Y,PACK,
B153187,90007,BH,1153187900072,12,B15318700002,3,Y,PACK,
B153187,90007,BH,1153187900072,12,B15318700003,2,Y,PACK,
B153187,90007,BH,1153187900072,12,B15318700004,1,Y,PACK,
B153187,90007,BH,1153187900072,12,B15318700005,1,Y,PACK,
B153187,90007,BH,1153187900072,12,B15318700006,1,Y,PACK,
B153192,00001,BH,1153192000019,1,B15319200001,1,N,SINGLE,
B153192,00002,BH,1153192000026,1,B15319200002,1,N,SINGLE,
B153192,00003,BH,1153192000033,1,B15319200003,1,N,SINGLE,
B153192,00004,BH,1153192000040,1,B15319200004,1,N,SINGLE,
B153192,00005,BH,1153192000057,1,B15319200005,1,N,SINGLE,
B153192,90001,BH,1153192900012,30,B15319200001,30,N,SOLID,00001
B153192,90002,BH,1153192900029,30,B15319200002,30,N,SOLID,00002
B153192,90003,BH,1153192900036,30,B15319200003,30,N,SOLID,00003
B153192,90004,BH,1153192900043,30,B15319200004,30,N,SOLID,00004
B153192,90005,BH,1153192900050,30,B15319200005,30,N,SOLID,00005
B153192,90006,BH,1153192900067,10,B15319200001,1,Y,PACK,
B153192,90006,BH,1153192900067,10,B15319200002,2,Y,PACK,
B153192,90006,BH,1153192900067,10,B15319200003,3,Y,PACK,
B153192,90006,BH,1153192900067,10,B15319200004,2,Y,PACK,
B153192,90006,BH,1153192900067,10,B15319200005,2,Y,PACK,
B153193,00001,BH,1153193000018,1,B15319300001,1,N,SINGLE,
B153193,00002,BH,1153193000025,1,B15319300002,1,N,SINGLE,
B153193,00003,BH,1153193000032,1,B15319300003,1,N,SINGLE,
B153193,00004,BH,1153193000049,1,B15319300004,1,N,SINGLE,
B153193,00005,BH,1153193000056,1,B15319300005,1,N,SINGLE,
B153193,00006,BH,1153193000063,1,B15319300006,1,N,SINGLE,
B153193,90001,BH,1153193900011,30,B15319300001,30,N,SOLID,00001
B153193,90002,BH,1153193900028,30,B15319300002,30,N,SOLID,00002
B153193,90003,BH,1153193900035,30,B15319300003,30,N,SOLID,00003
B153193,90004,BH,1153193900042,30,B15319300004,30,N,SOLID,00004
B153193,90005,BH,1153193900059,30,B15319300005,30,N,SOLID,00005
B153193,90006,BH,1153193900066,30,B15319300006,30,N,SOLID,00006
B153193,90007,BH,1153193900073,8,B15319300001,2,Y,PACK,
B153193,90007,BH,1153193900073,8,B15319300002,2,Y,PACK,
B153193,90007,BH,1153193900073,8,B15319300003,1,Y,PACK,
B153193,90007,BH,1153193900073,8,B15319300004,1,Y,PACK,
B153193,90007,BH,1153193900073,8,B15319300005,1,Y,PACK,
B153193,90007,BH,1153193900073,8,B15319300006,1,Y,PACK,
B153232,00001,BH,1153232000016,1,B15323200001,1,N,SINGLE,
B153232,00002,BH,1153232000023,1,B15323200002,1,N,SINGLE,
B153232,00003,BH,1153232000030,1,B15323200003,1,N,SINGLE,
B153232,00004,BH,1153232000047,1,B15323200004,1,N,SINGLE,
B153232,00005,BH,1153232000054,1,B15323200005,1,N,SINGLE,
B153232,90001,BH,1153232900019,30,B15323200001,30,N,SOLID,00001
B153232,90002,BH,1153232900026,30,B15323200002,30,N,SOLID,00002
B153232,90003,BH,1153232900033,30,B15323200003,30,N,SOLID,00003
B153232,90004,BH,1153232900040,30,B15323200004,30,N,SOLID,00004
B153232,90005,BH,1153232900057,30,B15323200005,30,N,SOLID,00005
B153232,90006,BH,1153232900064,9,B15323200001,1,Y,PACK,
B153232,90006,BH,1153232900064,9,B15323200002,1,Y,PACK,
B153232,90006,BH,1153232900064,9,B15323200003,2,Y,PACK,
B153232,90006,BH,1153232900064,9,B15323200004,2,Y,PACK,
B153232,90006,BH,1153232900064,9,B15323200005,3,Y,PACK,
B153233,00001,BH,1153233000015,1,B15323300001,1,N,SINGLE,
B153233,00002,BH,1153233000022,1,B15323300002,1,N,SINGLE,
B153233,00003,BH,1153233000039,1,B15323300003,1,N,SINGLE,
B153233,00004,BH,1153233000046,1,B15323300004,1,N,SINGLE,
B153233,00005,BH,1153233000053,1,B15323300005,1,N,SINGLE,
B153233,00006,BH,1153233000060,1,B15323300006,1,N,SINGLE,
B153233,90001,BH,1153233900018,30,B15323300001,30,N,SOLID,00001
B153233,90002,BH,1153233900025,30,B15323300002,30,N,SOLID,00002
B153233,90003,BH,1153233900032,30,B15323300003,30,N,SOLID,00003
B153233,90004,BH,1153233900049,30,B15323300004,30,N,SOLID,00004
B153233,90005,BH,1153233900056,30,B15323300005,30,N,SOLID,00005
B153233,90006,BH,1153233900063,30,B15323300006,30,N,SOLID,00006
B153233,90007,BH,1153233900070,12,B15323300001,4,Y,PACK,
B153233,90007,BH,1153233900070,12,B15323300002,3,Y,PACK,
B153233,90007,BH,1153233900070,12,B15323300003,2,Y,PACK,
B153233,90007,BH,1153233900070,12,B15323300004,1,Y,PACK,
B153233,90007,BH,1153233900070,12,B15323300005,1,Y,PACK,
B153233,90007,BH,1153233900070,12,B15323300006,1,Y,PACK,
B153238,00001,BH,1153238000010,1,B15323800001,1,N,SINGLE,
B153238,00002,BH,1153238000027,1,B15323800002,1,N,SINGLE,
B153238,00003,BH,1153238000034,1,B15323800003,1,N,SINGLE,
B153238,00004,BH,1153238000041,1,B15323800004,1,N,SINGLE,
B153238,00005,BH,1153238000058,1,B15323800005,1,N,SINGLE,
B153238,90001,BH,1153238900013,30,B15323800001,30,N,SOLID,00001
B153238,90002,BH,1153238900020,30,B15323800002,30,N,SOLID,00002
B153238,90003,BH,1153238900037,30,B15323800003,30,N,SOLID,00003
B153238,90004,BH,1153238900044,30,B15323800004,30,N,SOLID,00004
B153238,90005,BH,1153238900051,30,B15323800005,30,N,SOLID,00005
B153238,90006,BH,1153238900068,10,B15323800001,1,Y,PACK,
B153238,90006,BH,1153238900068,10,B15323800002,2,Y,PACK,
B153238,90006,BH,1153238900068,10,B15323800003,3,Y,PACK,
B153238,90006,BH,1153238900068,10,B15323800004,2,Y,PACK,
B153238,90006,BH,1153238900068,10,B15323800005,2,Y,PACK,
B153239,00001,BH,1153239000019,1,B15323900001,1,N,SINGLE,
B153239,00002,BH,1153239000026,1,B15323900002,1,N,SINGLE,
B153239,00003,BH,1153239000033,1,B15323900003,1,N,SINGLE,
B153239,00004,BH,1153239000040,1,B15323900004,1,N,SINGLE,
B153239,00005,BH,1153239000057,1,B15323900005,1,N,SINGLE,
B153239,00006,BH,1153239000064,1,B15323900006,1,N,SINGLE,
B153239,90001,BH,1153239900012,30,B15323900001,30,N,SOLID,00001
B153239,90002,BH,1153239900029,30,B15323900002,30,N,SOLID,00002
B153239,90003,BH,1153239900036,30,B15323900003,30,N,SOLID,00003
B153239,90004,BH,1153239900043,30,B15323900004,30,N,SOLID,00004
B153239,90005,BH,1153239900050,30,B15323900005,30,N,SOLID,00005
B153239,90006,BH,1153239900067,30,B15323900006,30,N,SOLID,00006
B153239,90007,BH,1153239900074,8,B15323900001,2,Y,PACK,
B153239,90007,BH,1153239900074,8,B15323900002,2,Y,PACK,
B153239,90007,BH,1153239900074,8,B15323900003,1,Y,PACK,
B153239,90007,BH,1153239900074,8,B15323900004,1,Y,PACK,
B153239,90007,BH,1153239900074,8,B15323900005,1,Y,PACK,
B153239,90007,BH,1153239900074,8,B15323900006,1,Y,PACK,
B153257,00001,BH,1153257000015,1,B15325700001,1,N,SINGLE,
B153257,00002,BH,1153257000022,1,B15325700002,1,N,SINGLE,
B153257,00003,BH,1153257000039,1,B15325700003,1,N,SINGLE,
B153257,00004,BH,1153257000046,1,B15325700004,1,N,SINGLE,
B153257,00005,BH,1153257000053,1,B15325700005,1,N,SINGLE,
B153257,90001,BH,1153257900018,30,B15325700001,30,N,SOLID,00001
B153257,90002,BH,1153257900025,30,B15325700002,30,N,SOLID,00002
B153257,90003,BH,1153257900032,30,B15325700003,30,N,SOLID,00003
B153257,90004,BH,1153257900049,30,B15325700004,30,N,SOLID,00004
B153257,90005,BH,1153257900056,30,B15325700005,30,N,SOLID,00005
B153257,90006,BH,1153257900063,9,B15325700001,1,Y,PACK,
B153257,90006,BH,1153257900063,9,B15325700002,1,Y,PACK,
B153257,90006,BH,1153257900063,9,B15325700003,2,Y,PACK,
B153257,90006,BH,1153257900063,9,B15325700004,2,Y,PACK,
B153257,90006,BH,1153257900063,9,B15325700005,3,Y,PACK,
B153258,00001,BH,1153258000014,1,B15325800001,1,N,SINGLE,
B153258,00002,BH,1153258000021,1,B15325800002,1,N,SINGLE,
B153258,00003,BH,1153258000038,1,B15325800003,1,N,SINGLE,
B153258,00004,BH,1153258000045,1,B15325800004,1,N,SINGLE,
B153258,00005,BH,1153258000052,1,B15325800005,1,N,SINGLE,
B153258,00006,BH,1153258000069,1,B15325800006,1,N,SINGLE,
B153258,90001,BH,1153258900017,30,B15325800001,30,N,SOLID,00001
B153258,90002,BH,1153258900024,30,B15325800002,30,N,SOLID,00002
B153258,90003,BH,1153258900031,30,B15325800003,30,N,SOLID,00003
B153258,90004,BH,1153258900048,30,B15325800004,30,N,SOLID,00004
B153258,90005,BH,1153258900055,30,B15325800005,30,N,SOLID,00005
B153258,90006,BH,1153258900062,30,B15325800006,30,N,SOLID,00006
B153258,90007,BH,1153258900079,12,B15325800001,4,Y,PACK,
B153258,90007,BH,1153258900079,12,B15325800002,3,Y,PACK,
B153258,90007,BH,1153258900079,12,B15325800003,2,Y,PACK,
B153258,90007,BH,1153258900079,12,B15325800004,1,Y,PACK,
B153258,90007,BH,1153258900079,12,B15325800005,1,Y,PACK,
B153258,90007,BH,1153258900079,12,B15325800006,1,Y,PACK,
B153261,00001,BH,1153261000018,1,B15326100001,1,N,SINGLE,
B153261,00002,BH,1153261000025,1,B15326100002,1,N,SINGLE,
B153261,00003,BH,1153261000032,1,B15326100003,1,N,SINGLE,
B153261,00004,BH,1153261000049,1,B15326100004,1,N,SINGLE,
B153261,00005,BH,1153261000056,1,B15326100005,1,N,SINGLE,
B153261,90001,BH,1153261900011,30,B15326100001,30,N,SOLID,00001
B153261,90002,BH,1153261900028,30,B15326100002,30,N,SOLID,00002
B153261,90003,BH,1153261900035,30,B15326100003,30,N,SOLID,00003
B153261,90004,BH,1153261900042,30,B15326100004,30,N,SOLID,00004
B153261,90005,BH,1153261900059,30,B15326100005,30,N,SOLID,00005
B153261,90006,BH,1153261900066,14,B15326100001,2,Y,PACK,
B153261,90006,BH,1153261900066,14,B15326100002,3,Y,PACK,
B153261,90006,BH,1153261900066,14,B15326100003,3,Y,PACK,
B153261,90006,BH,1153261900066,14,B15326100004,4,Y,PACK,
B153261,90006,BH,1153261900066,14,B15326100005,2,Y,PACK,
B153262,00001,BH,1153262000017,1,B15326200001,1,N,SINGLE,
B153262,00002,BH,1153262000024,1,B15326200002,1,N,SINGLE,
B153262,00003,BH,1153262000031,1,B15326200003,1,N,SINGLE,
B153262,00004,BH,1153262000048,1,B15326200004,1,N,SINGLE,
B153262,90001,BH,1153262900010,30,B15326200001,30,N,SOLID,00001
B153262,90002,BH,1153262900027,30,B15326200002,30,N,SOLID,00002
B153262,90003,BH,1153262900034,30,B15326200003,30,N,SOLID,00003
B153262,90004,BH,1153262900041,30,B15326200004,30,N,SOLID,00004
B153262,90005,BH,1153262900058,4,B15326200001,1,Y,PACK,
B153262,90005,BH,1153262900058,4,B15326200002,1,Y,PACK,
B153262,90005,BH,1153262900058,4,B15326200003,1,Y,PACK,
B153262,90005,BH,1153262900058,4,B15326200004,1,Y,PACK,
B290014,90001,BH,1290014900017,3,B29001400001,3,N,INNER,
B290014,90002,BH,1290014900024,60,B29001400001,60,N,SOLID,90001
B290014,90003,BH,1290014900031,3,B29001400002,3,N,INNER,
B290014,90004,BH,1290014900048,60,B29001400002,60,N,SOLID,90003
B290014,90005,BH,1290014900055,3,B29001400003,3,N,INNER,
B290014,90006,BH,1290014900062,60,B29001400003,60,N,SOLID,90005
B290014,90007,BH,1290014900079,3,B29001400004,3,N,INNER,
B290014,90008,BH,1290014900086,60,B29001400004,60,N,SOLID,90007
B290014,90009,BH,1290014900093,3,B29001400005,3,N,INNER,
B290014,90010,BH,1290014900109,60,B29001400005,60,N,SOLID,90009
B290014,90011,BH,1290014900116,3,B29001400006,3,N,INNER,
B290014,90012,BH,1290014900123,60,B29001400006,60,N,SOLID,90011
B290014,90013,BH,1290014900130,25,B29001400001,1,Y,PACK,
B290014,90013,BH,1290014900130,25,B29001400002,4,Y,PACK,
B290014,90013,BH,1290014900130,25,B29001400003,6,Y,PACK,
B290014,90013,BH,1290014900130,25,B29001400004,7,Y,PACK,
B290014,90013,BH,1290014900130,25,B29001400005,4,Y,PACK,
B290014,90013,BH,1290014900130,25,B29001400006,3,Y,PACK,
B290016,90001,BH,1290016900015,3,B29001600001,3,N,INNER,
B290016,90002,BH,1290016900022,60,B29001600001,60,N,SOLID,90001
B290016,90003,BH,1290016900039,3,B29001600002,3,N,INNER,
B290016,90004,BH,1290016900046,60,B29001600002,60,N,SOLID,90003
B290016,90005,BH,1290016900053,3,B29001600003,3,N,INNER,
B290016,90006,BH,1290016900060,60,B29001600003,60,N,SOLID,90005
B290016,90007,BH,1290016900077,3,B29001600004,3,N,INNER,
B290016,90008,BH,1290016900084,60,B29001600004,60,N,SOLID,90007
B290016,90009,BH,1290016900091,3,B29001600005,3,N,INNER,
B290016,90010,BH,1290016900107,60,B29001600005,60,N,SOLID,90009
B290016,90011,BH,1290016900114,3,B29001600006,3,N,INNER,
B290016,90012,BH,1290016900121,60,B29001600006,60,N,SOLID,90011
B290016,90013,BH,1290016900138,25,B29001600001,1,Y,PACK,
B290016,90013,BH,1290016900138,25,B29001600002,3,Y,PACK,
B290016,90013,BH,1290016900138,25,B29001600003,6,Y,PACK,
B290016,90013,BH,1290016900138,25,B29001600004,6,Y,PACK,
B290016,90013,BH,1290016900138,25,B29001600005,5,Y,PACK,
B290016,90013,BH,1290016900138,25,B29001600006,4,Y,PACK,
B300113,00001,H,1300113000010,1,B30011300001,1,N,SINGLE,
B300113,00002,H,1300113000027,1,B30011300002,1,N,SINGLE,
B300113,00003,H,1300113000034,1,B30011300003,1,N,SINGLE,
B300113,00004,H,1300113000041,1,B30011300004,1,N,SINGLE,
B300113,00005,H,1300113000058,1,B30011300005,1,N,SINGLE,
B300113,90001,BH,1300113900013,30,B30011300001,30,N,SOLID,00001
B300113,90002,BH,1300113900020,30,B30011300002,30,N,SOLID,00002
B300113,90003,BH,1300113900037,30,B30011300003,30,N,SOLID,00003
B300113,90004,BH,1300113900044,30,B30011300004,30,N,SOLID,00004
B300113,90005,BH,1300113900051,30,B30011300005,30,N,SOLID,00005
B300113,90006,BH,1300113900068,13,B30011300001,2,Y,PACK,
B300113,90006,BH,1300113900068,13,B30011300002,2,Y,PACK,
B300113,90006,BH,1300113900068,13,B30011300003,2,Y,PACK,
B300113,90006,BH,1300113900068,13,B30011300004,3,Y,PACK,
B300113,90006,BH,1300113900068,13,B30011300005,4,Y,PACK,
B300114,00001,H,1300114000019,1,B30011400001,1,N,SINGLE,
B300114,00002,H,1300114000026,1,B30011400002,1,N,SINGLE,
B300114,00003,H,1300114000033,1,B30011400003,1,N,SINGLE,
B300114,90001,BH,1300114900012,30,B30011400003,30,N,SOLID,00003
B300114,90002,BH,1300114900029,30,B30011400001,30,N,SOLID,00001
B300114,90003,BH,1300114900036,30,B30011400002,30,N,SOLID,00002
B300114,90004,BH,1300114900043,6,B30011400003,3,Y,PACK,
B300114,90004,BH,1300114900043,6,B30011400001,2,Y,PACK,
B300114,90004,BH,1300114900043,6,B30011400002,1,Y,PACK,
B300121,00001,H,1300121000019,1,B30012100001,1,N,SINGLE,
B300121,00002,H,1300121000026,1,B30012100002,1,N,SINGLE,
B300121,00003,H,1300121000033,1,B30012100003,1,N,SINGLE,
B300121,00004,H,1300121000040,1,B30012100004,1,N,SINGLE,
B300121,00005,H,1300121000057,1,B30012100005,1,N,SINGLE,
B300121,90001,BH,1300121900012,20,B30012100001,20,N,SOLID,00001
B300121,90002,BH,1300121900029,20,B30012100002,20,N,SOLID,00002
B300121,90003,BH,1300121900036,20,B30012100003,20,N,SOLID,00003
B300121,90004,BH,1300121900043,20,B30012100004,20,N,SOLID,00004
B300121,90005,BH,1300121900050,20,B30012100005,20,N,SOLID,00005
B300121,90006,BH,1300121900067,13,B30012100001,1,Y,PACK,
B300121,90006,BH,1300121900067,13,B30012100002,3,Y,PACK,
B300121,90006,BH,1300121900067,13,B30012100003,3,Y,PACK,
B300121,90006,BH,1300121900067,13,B30012100004,3,Y,PACK,
B300121,90006,BH,1300121900067,13,B30012100005,3,Y,PACK,
B300122,00001,H,1300122000018,1,B30012200001,1,N,SINGLE,
B300122,00002,H,1300122000025,1,B30012200002,1,N,SINGLE,
B300122,00003,H,1300122000032,1,B30012200003,1,N,SINGLE,
B300122,90001,BH,1300122900011,20,B30012200003,20,N,SOLID,00003
B300122,90002,BH,1300122900028,20,B30012200001,20,N,SOLID,00001
B300122,90003,BH,1300122900035,20,B30012200002,20,N,SOLID,00002
B300122,90004,BH,1300122900042,6,B30012200003,3,Y,PACK,
B300122,90004,BH,1300122900042,6,B30012200001,2,Y,PACK,
B300122,90004,BH,1300122900042,6,B30012200002,1,Y,PACK,
B362842,00001,BH,1362842000013,1,B36284200001,1,N,SINGLE,
B362842,00002,BH,1362842000020,1,B36284200002,1,N,SINGLE,
B362842,00003,BH,1362842000037,1,B36284200003,1,N,SINGLE,
B362842,00004,BH,1362842000044,1,B36284200004,1,N,SINGLE,
B362842,90001,BH,1362842900016,50,B36284200001,50,N,SOLID,00001
B362842,90002,BH,1362842900023,50,B36284200002,50,N,SOLID,00002
B362842,90003,BH,1362842900030,50,B36284200003,50,N,SOLID,00003
B362842,90004,BH,1362842900047,50,B36284200004,50,N,SOLID,00004
B362842,90005,BH,1362842900054,8,B36284200001,1,Y,PACK,
B362842,90005,BH,1362842900054,8,B36284200002,4,Y,PACK,
B362842,90005,BH,1362842900054,8,B36284200003,1,Y,PACK,
B362842,90005,BH,1362842900054,8,B36284200004,2,Y,PACK,
B362843,00001,BH,1362843000012,1,B36284300001,1,N,SINGLE,
B362843,00002,BH,1362843000029,1,B36284300002,1,N,SINGLE,
B362843,00003,BH,1362843000036,1,B36284300003,1,N,SINGLE,
B362843,00004,BH,1362843000043,1,B36284300004,1,N,SINGLE,
B362843,90001,BH,1362843900015,50,B36284300002,50,N,SOLID,00002
B362843,90002,BH,1362843900022,50,B36284300003,50,N,SOLID,00003
B362843,90003,BH,1362843900039,50,B36284300004,50,N,SOLID,00004
B362843,90004,BH,1362843900046,50,B36284300001,50,N,SOLID,00001
B362843,90005,BH,1362843900053,17,B36284300002,5,Y,PACK,
B362843,90005,BH,1362843900053,17,B36284300003,4,Y,PACK,
B362843,90005,BH,1362843900053,17,B36284300004,5,Y,PACK,
B362843,90005,BH,1362843900053,17,B36284300001,3,Y,PACK,
B362903,00001,BH,1362903000013,1,B36290300001,1,N,SINGLE,
B362903,00002,BH,1362903000020,1,B36290300002,1,N,SINGLE,
B362903,00003,BH,1362903000037,1,B36290300003,1,N,SINGLE,
B362903,00004,BH,1362903000044,1,B36290300004,1,N,SINGLE,
B362903,90001,BH,1362903900016,40,B36290300001,40,N,SOLID,00001
B362903,90002,BH,1362903900023,40,B36290300002,40,N,SOLID,00002
B362903,90003,BH,1362903900030,40,B36290300003,40,N,SOLID,00003
B362903,90004,BH,1362903900047,40,B36290300004,40,N,SOLID,00004
B362903,90005,BH,1362903900054,8,B36290300001,1,Y,PACK,
B362903,90005,BH,1362903900054,8,B36290300002,4,Y,PACK,
B362903,90005,BH,1362903900054,8,B36290300003,1,Y,PACK,
B362903,90005,BH,1362903900054,8,B36290300004,2,Y,PACK,
B362904,00001,BH,1362904000012,1,B36290400001,1,N,SINGLE,
B362904,00002,BH,1362904000029,1,B36290400002,1,N,SINGLE,
B362904,00003,BH,1362904000036,1,B36290400003,1,N,SINGLE,
B362904,00004,BH,1362904000043,1,B36290400004,1,N,SINGLE,
B362904,90001,BH,1362904900015,40,B36290400002,40,N,SOLID,00002
B362904,90002,BH,1362904900022,40,B36290400003,40,N,SOLID,00003
B362904,90003,BH,1362904900039,40,B36290400004,40,N,SOLID,00004
B362904,90004,BH,1362904900046,40,B36290400001,40,N,SOLID,00001
B362904,90005,BH,1362904900053,17,B36290400002,4,Y,PACK,
B362904,90005,BH,1362904900053,17,B36290400003,4,Y,PACK,
B362904,90005,BH,1362904900053,17,B36290400004,6,Y,PACK,
B362904,90005,BH,1362904900053,17,B36290400001,3,Y,PACK,
B362976,00001,BH,1362976000019,1,B36297600001,1,N,SINGLE,
B362976,00002,BH,1362976000026,1,B36297600002,1,N,SINGLE,
B362976,00003,BH,1362976000033,1,B36297600003,1,N,SINGLE,
B362976,00004,BH,1362976000040,1,B36297600004,1,N,SINGLE,
B362976,90001,BH,1362976900012,40,B36297600001,40,N,SOLID,00001
B362976,90002,BH,1362976900029,40,B36297600002,40,N,SOLID,00002
B362976,90003,BH,1362976900036,40,B36297600003,40,N,SOLID,00003
B362976,90004,BH,1362976900043,40,B36297600004,40,N,SOLID,00004
B362976,90005,BH,1362976900050,9,B36297600001,1,Y,PACK,
B362976,90005,BH,1362976900050,9,B36297600002,5,Y,PACK,
B362976,90005,BH,1362976900050,9,B36297600003,1,Y,PACK,
B362976,90005,BH,1362976900050,9,B36297600004,2,Y,PACK,
B362977,00001,BH,1362977000018,1,B36297700001,1,N,SINGLE,
B362977,00002,BH,1362977000025,1,B36297700002,1,N,SINGLE,
B362977,00003,BH,1362977000032,1,B36297700003,1,N,SINGLE,
B362977,00004,BH,1362977000049,1,B36297700004,1,N,SINGLE,
B362977,90001,BH,1362977900011,40,B36297700002,40,N,SOLID,00002
B362977,90002,BH,1362977900028,40,B36297700003,40,N,SOLID,00003
B362977,90003,BH,1362977900035,40,B36297700004,40,N,SOLID,00004
B362977,90004,BH,1362977900042,40,B36297700001,40,N,SOLID,00001
B362977,90005,BH,1362977900059,16,B36297700002,5,Y,PACK,
B362977,90005,BH,1362977900059,16,B36297700003,4,Y,PACK,
B362977,90005,BH,1362977900059,16,B36297700004,4,Y,PACK,
B362977,90005,BH,1362977900059,16,B36297700001,3,Y,PACK,
B362988,00001,BH,1362988000014,1,B36298800001,1,N,SINGLE,
B362988,00002,BH,1362988000021,1,B36298800002,1,N,SINGLE,
B362988,00003,BH,1362988000038,1,B36298800003,1,N,SINGLE,
B362988,00004,BH,1362988000045,1,B36298800004,1,N,SINGLE,
B362988,90001,BH,1362988900017,30,B36298800001,30,N,SOLID,00001
B362988,90002,BH,1362988900024,30,B36298800002,30,N,SOLID,00002
