Linecode(7),Pack Id,Pack Type,Pack Barcode,Pack Outer,Linecode(12),Ratio,All Sizes in Pack?,Pack Level,Linked Pack ID
C018133,00002,BH,2018133000024,1,C01813300002,1,N,SINGLE,
C018133,00003,BH,2018133000031,1,C01813300003,1,N,SINGLE,
C018133,00004,BH,2018133000048,1,C01813300004,1,N,SINGLE,
C018133,90001,BH,2018133900010,50,C01813300002,50,N,SOLID,00002
C018133,90002,BH,2018133900027,50,C01813300003,50,N,SOLID,00003
C018133,90003,BH,2018133900034,50,C01813300004,50,N,SOLID,00004
C018133,90004,BH,2018133900041,50,C01813300001,50,N,SOLID,00001
C018133,90005,BH,2018133900058,16,C01813300002,4,Y,PACK,
C018133,90005,BH,2018133900058,16,C01813300003,4,Y,PACK,
C018133,90005,BH,2018133900058,16,C01813300004,5,Y,PACK,
C018133,90005,BH,2018133900058,16,C01813300001,3,Y,PACK,
C124145,00001,BH,2124145000010,1,C12414500001,1,N,SINGLE,
C124145,00002,BH,2124145000027,1,C12414500002,1,N,SINGLE,
C124145,00003,BH,2124145000034,1,C12414500003,1,N,SINGLE,
C124145,00004,BH,2124145000041,1,C12414500004,1,N,SINGLE,
C124145,00005,BH,2124145000058,1,C12414500005,1,N,SINGLE,
C124145,90001,BH,2124145900013,25,C12414500001,25,N,SOLID,00001
C124145,90002,BH,2124145900020,25,C12414500002,25,N,SOLID,00002
C124145,90003,BH,2124145900037,25,C12414500003,25,N,SOLID,00003
C124145,90004,BH,2124145900044,25,C12414500004,25,N,SOLID,00004
C124145,90005,BH,2124145900051,25,C12414500005,25,N,SOLID,00005
C124145,90006,BH,2124145900068,15,C12414500001,2,Y,PACK,
C124145,90006,BH,2124145900068,15,C12414500002,2,Y,PACK,
C124145,90006,BH,2124145900068,15,C12414500003,3,Y,PACK,
C124145,90006,BH,2124145900068,15,C12414500004,4,Y,PACK,
C124145,90006,BH,2124145900068,15,C12414500005,4,Y,PACK,
C124146,00001,BH,2124146000019,1,C12414600001,1,N,SINGLE,
C124146,00002,BH,2124146000026,1,C12414600002,1,N,SINGLE,
C124146,00003,BH,2124146000033,1,C12414600003,1,N,SINGLE,
C124146,90001,BH,2124146900012,20,C12414600003,20,N,SOLID,00003
C124146,90002,BH,2124146900029,20,C12414600001,20,N,SOLID,00001
C124146,90003,BH,2124146900036,20,C12414600002,20,N,SOLID,00002
C124146,90004,BH,2124146900043,5,C12414600003,2,Y,PACK,
C124146,90004,BH,2124146900043,5,C12414600001,2,Y,PACK,
C124146,90004,BH,2124146900043,5,C12414600002,1,Y,PACK,
C124147,00001,BH,2124147000018,1,C12414700001,1,N,SINGLE,
C124147,00002,BH,2124147000025,1,C12414700002,1,N,SINGLE,
C124147,00003,BH,2124147000032,1,C12414700003,1,N,SINGLE,
C124147,00004,BH,2124147000049,1,C12414700004,1,N,SINGLE,
C124147,00005,BH,2124147000056,1,C12414700005,1,N,SINGLE,
C124147,90001,BH,2124147900011,25,C12414700001,25,N,SOLID,00001
C124147,90002,BH,2124147900028,25,C12414700002,25,N,SOLID,00002
C124147,90003,BH,2124147900035,25,C12414700003,25,N,SOLID,00003
C124147,90004,BH,2124147900042,25,C12414700004,25,N,SOLID,00004
C124147,90005,BH,2124147900059,25,C12414700005,25,N,SOLID,00005
C124147,90006,BH,2124147900066,14,C12414700001,2,Y,PACK,
C124147,90006,BH,2124147900066,14,C12414700002,2,Y,PACK,
C124147,90006,BH,2124147900066,14,C12414700003,2,Y,PACK,
C124147,90006,BH,2124147900066,14,C12414700004,4,Y,PACK,
C124147,90006,BH,2124147900066,14,C12414700005,4,Y,PACK,
C124148,00001,BH,2124148000017,1,C12414800001,1,N,SINGLE,
C124148,00002,BH,2124148000024,1,C12414800002,1,N,SINGLE,
C124148,00003,BH,2124148000031,1,C12414800003,1,N,SINGLE,
C124148,90001,BH,2124148900010,20,C12414800003,20,N,SOLID,00003
C124148,90002,BH,2124148900027,20,C12414800001,20,N,SOLID,00001
C124148,90003,BH,2124148900034,20,C12414800002,20,N,SOLID,00002
C124148,90004,BH,2124148900041,6,C12414800003,3,Y,PACK,
C124148,90004,BH,2124148900041,6,C12414800001,2,Y,PACK,
C124148,90004,BH,2124148900041,6,C12414800002,1,Y,PACK,
C133554,90001,B,2133554900019,5,C13355400001,5,Y,INNER,
C133554,90002,B,2133554900026,80,C13355400001,80,Y,SOLID,90001
C133554,90003,B,2133554900033,18,C13355400001,18,Y,PACK,
C133623,00001,H,2133623000015,1,C13362300001,1,N,SINGLE,
C133623,00002,H,2133623000022,1,C13362300002,1,N,SINGLE,
C133623,00003,H,2133623000039,1,C13362300003,1,N,SINGLE,
C133623,90001,BH,2133623900018,20,C13362300001,20,N,SOLID,00001
C133623,90002,BH,2133623900025,20,C13362300002,20,N,SOLID,00002
C133623,90003,BH,2133623900032,20,C13362300003,20,N,SOLID,00003
C133623,90004,BH,2133623900049,11,C13362300001,3,Y,PACK,
C133623,90004,BH,2133623900049,11,C13362300002,1,Y,PACK,
C133623,90004,BH,2133623900049,11,C13362300003,7,Y,PACK,
C157642,00001,BH,2157642000016,1,C15764200001,1,N,SINGLE,
C157642,00002,BH,2157642000023,1,C15764200002,1,N,SINGLE,
C157642,00003,BH,2157642000030,1,C15764200003,1,N,SINGLE,
C157642,00004,BH,2157642000047,1,C15764200004,1,N,SINGLE,
C157642,00005,BH,2157642000054,1,C15764200005,1,N,SINGLE,
C157642,00006,BH,2157642000061,1,C15764200006,1,N,SINGLE,
C157642,00007,BH,2157642000078,1,C15764200007,1,N,SINGLE,
C157642,00008,BH,2157642000085,1,C15764200008,1,N,SINGLE,
C157642,00009,BH,2157642000092,1,C15764200009,1,N,SINGLE,
C157642,90001,BH,2157642900019,18,C15764200007,18,N,SOLID,00007
C157642,90002,BH,2157642900026,18,C15764200008,18,N,SOLID,00008
C157642,90003,BH,2157642900033,18,C15764200009,18,N,SOLID,00009
C157642,90004,BH,2157642900040,18,C15764200001,18,N,SOLID,00001
C157642,90005,BH,2157642900057,18,C15764200002,18,N,SOLID,00002
C157642,90006,BH,2157642900064,18,C15764200003,18,N,SOLID,00003
C157642,90007,BH,2157642900071,18,C15764200004,18,N,SOLID,00004
C157642,90008,BH,2157642900088,18,C15764200005,18,N,SOLID,00005
C157642,90009,BH,2157642900095,18,C15764200006,18,N,SOLID,00006
C157642,90010,BH,2157642900101,18,C15764200007,1,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200008,1,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200009,3,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200001,3,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200002,3,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200003,4,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200004,1,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200005,1,Y,PACK,
C157642,90010,BH,2157642900101,18,C15764200006,1,Y,PACK,
C180307,00001,H,2180307000014,1,C18030700001,1,N,SINGLE,
C180307,00002,H,2180307000021,1,C18030700002,1,N,SINGLE,
C180307,00003,H,2180307000038,1,C18030700003,1,N,SINGLE,
C180307,00004,H,2180307000045,1,C18030700004,1,N,SINGLE,
C180307,00005,H,2180307000052,1,C18030700005,1,N,SINGLE,
C180307,00006,H,2180307000069,1,C18030700006,1,N,SINGLE,
C180307,90001,BH,2180307900017,48,C18030700001,48,N,SOLID,00001
C180307,90002,BH,2180307900024,48,C18030700002,48,N,SOLID,00002
C180307,90003,BH,2180307900031,48,C18030700003,48,N,SOLID,00003
C180307,90004,BH,2180307900048,48,C18030700004,48,N,SOLID,00004
C180307,90005,BH,2180307900055,48,C18030700005,48,N,SOLID,00005
C180307,90006,BH,2180307900062,48,C18030700006,48,N,SOLID,00006
C180307,90007,BH,2180307900079,11,C18030700001,2,Y,PACK,
C180307,90007,BH,2180307900079,11,C18030700002,3,Y,PACK,
C180307,90007,BH,2180307900079,11,C18030700003,3,Y,PACK,
C180307,90007,BH,2180307900079,11,C18030700004,1,Y,PACK,
C180307,90007,BH,2180307900079,11,C18030700005,1,Y,PACK,
C180307,90007,BH,2180307900079,11,C18030700006,1,Y,PACK,
C180308,00001,H,2180308000013,1,C18030800001,1,N,SINGLE,
C180308,00002,H,2180308000020,1,C18030800002,1,N,SINGLE,
C180308,00003,H,2180308000037,1,C18030800003,1,N,SINGLE,
C180308,00004,H,2180308000044,1,C18030800004,1,N,SINGLE,
C180308,00005,H,2180308000051,1,C18030800005,1,N,SINGLE,
C180308,00006,H,2180308000068,1,C18030800006,1,N,SINGLE,
C180308,90001,BH,2180308900016,36,C18030800001,36,N,SOLID,00001
C180308,90002,BH,2180308900023,36,C18030800002,36,N,SOLID,00002
C180308,90003,BH,2180308900030,36,C18030800003,36,N,SOLID,00003
C180308,90004,BH,2180308900047,36,C18030800004,36,N,SOLID,00004
C180308,90005,BH,2180308900054,36,C18030800005,36,N,SOLID,00005
C180308,90006,BH,2180308900061,36,C18030800006,36,N,SOLID,00006
C180308,90007,BH,2180308900078,12,C18030800001,2,Y,PACK,
C180308,90007,BH,2180308900078,12,C18030800002,4,Y,PACK,
C180308,90007,BH,2180308900078,12,C18030800003,3,Y,PACK,
C180308,90007,BH,2180308900078,12,C18030800004,1,Y,PACK,
C180308,90007,BH,2180308900078,12,C18030800005,1,Y,PACK,
C180308,90007,BH,2180308900078,12,C18030800006,1,Y,PACK,
C180378,90001,BH,2180378900015,12,C18037800001,12,Y,PACK,
C180449,00001,H,2180449000019,1,C18044900001,1,N,SINGLE,
C180449,00002,H,2180449000026,1,C18044900002,1,N,SINGLE,
C180449,00003,H,2180449000033,1,C18044900003,1,N,SINGLE,
C180449,00004,H,2180449000040,1,C18044900004,1,N,SINGLE,
C180449,90001,BH,2180449900012,20,C18044900001,20,N,SOLID,00001
C180449,90002,BH,2180449900029,20,C18044900002,20,N,SOLID,00002
C180449,90003,BH,2180449900036,20,C18044900003,20,N,SOLID,00003
C180449,90004,BH,2180449900043,20,C18044900004,20,N,SOLID,00004
C180449,90005,BH,2180449900050,8,C18044900001,1,Y,PACK,
C180449,90005,BH,2180449900050,8,C18044900002,4,Y,PACK,
C180449,90005,BH,2180449900050,8,C18044900003,1,Y,PACK,
C180449,90005,BH,2180449900050,8,C18044900004,2,Y,PACK,
C180450,00001,H,2180450000015,1,C18045000001,1,N,SINGLE,
C180450,00002,H,2180450000022,1,C18045000002,1,N,SINGLE,
C180450,00003,H,2180450000039,1,C18045000003,1,N,SINGLE,
C180450,00004,H,2180450000046,1,C18045000004,1,N,SINGLE,
C180450,90001,BH,2180450900018,20,C18045000002,20,N,SOLID,00002
C180450,90002,BH,2180450900025,20,C18045000003,20,N,SOLID,00003
C180450,90003,BH,2180450900032,20,C18045000004,20,N,SOLID,00004
C180450,90004,BH,2180450900049,20,C18045000001,20,N,SOLID,00001
C180450,90005,BH,2180450900056,13,C18045000002,3,Y,PACK,
C180450,90005,BH,2180450900056,13,C18045000003,3,Y,PACK,
C180450,90005,BH,2180450900056,13,C18045000004,4,Y,PACK,
C180450,90005,BH,2180450900056,13,C18045000001,3,Y,PACK,
C180451,00001,H,2180451000014,1,C18045100001,1,N,SINGLE,
C180451,00002,H,2180451000021,1,C18045100002,1,N,SINGLE,
C180451,00003,H,2180451000038,1,C18045100003,1,N,SINGLE,
C180451,00004,H,2180451000045,1,C18045100004,1,N,SINGLE,
C180451,90001,BH,2180451900017,20,C18045100001,20,N,SOLID,00001
C180451,90002,BH,2180451900024,20,C18045100002,20,N,SOLID,00002
C180451,90003,BH,2180451900031,20,C18045100003,20,N,SOLID,00003
C180451,90004,BH,2180451900048,20,C18045100004,20,N,SOLID,00004
C180451,90005,BH,2180451900055,8,C18045100001,1,Y,PACK,
C180451,90005,BH,2180451900055,8,C18045100002,4,Y,PACK,
C180451,90005,BH,2180451900055,8,C18045100003,1,Y,PACK,
C180451,90005,BH,2180451900055,8,C18045100004,2,Y,PACK,
C180452,00001,H,2180452000013,1,C18045200001,1,N,SINGLE,
C180452,00002,H,2180452000020,1,C18045200002,1,N,SINGLE,
C180452,00003,H,2180452000037,1,C18045200003,1,N,SINGLE,
C180452,00004,H,2180452000044,1,C18045200004,1,N,SINGLE,
C180452,90001,BH,2180452900016,20,C18045200002,20,N,SOLID,00002
C180452,90002,BH,2180452900023,20,C18045200003,20,N,SOLID,00003
C180452,90003,BH,2180452900030,20,C18045200004,20,N,SOLID,00004
C180452,90004,BH,2180452900047,20,C18045200001,20,N,SOLID,00001
C180452,90005,BH,2180452900054,13,C18045200002,3,Y,PACK,
C180452,90005,BH,2180452900054,13,C18045200003,3,Y,PACK,
C180452,90005,BH,2180452900054,13,C18045200004,4,Y,PACK,
C180452,90005,BH,2180452900054,13,C18045200001,3,Y,PACK,
C290084,90001,BH,2290084900015,4,C29008400001,4,Y,INNER,
C290084,90002,BH,2290084900022,16,C29008400001,16,Y,SOLID,90001
C290084,90003,BH,2290084900039,12,C29008400001,12,Y,PACK,
C290101,00001,H,2290101000018,1,C29010100001,1,N,SINGLE,
C290101,00002,H,2290101000025,1,C29010100002,1,N,SINGLE,
C290101,00003,H,2290101000032,1,C29010100003,1,N,SINGLE,
C290101,00004,H,2290101000049,1,C29010100004,1,N,SINGLE,
C290101,00005,H,2290101000056,1,C29010100005,1,N,SINGLE,
C290101,00006,H,2290101000063,1,C29010100006,1,N,SINGLE,
C290101,00007,H,2290101000070,1,C29010100007,1,N,SINGLE,
C290101,90001,BH,2290101900011,14,C29010100001,14,N,SOLID,00001
C290101,90002,BH,2290101900028,14,C29010100002,14,N,SOLID,00002
C290101,90003,BH,2290101900035,14,C29010100003,14,N,SOLID,00003
C290101,90004,BH,2290101900042,14,C29010100004,14,N,SOLID,00004
C290101,90005,BH,2290101900059,14,C29010100006,14,N,SOLID,00006
C290101,90006,BH,2290101900066,14,C29010100005,14,N,SOLID,00005
C290101,90007,BH,2290101900073,14,C29010100007,14,N,SOLID,00007
C290101,90008,BH,2290101900080,15,C29010100001,3,Y,PACK,
C290101,90008,BH,2290101900080,15,C29010100002,2,Y,PACK,
C290101,90008,BH,2290101900080,15,C29010100003,2,Y,PACK,
C290101,90008,BH,2290101900080,15,C29010100004,1,Y,PACK,
C290101,90008,BH,2290101900080,15,C29010100006,3,Y,PACK,
C290101,90008,BH,2290101900080,15,C29010100005,3,Y,PACK,
C290101,90008,BH,2290101900080,15,C29010100007,1,Y,PACK,
F269108,90001,BH,3269108900019,2,F26910800001,2,N,INNER,
F269108,90002,BH,3269108900026,60,F26910800001,60,N,SOLID,90001
F269108,90003,BH,3269108900033,2,F26910800002,2,N,INNER,
F269108,90004,BH,3269108900040,60,F26910800002,60,N,SOLID,90003
F269108,90005,BH,3269108900057,2,F26910800003,2,N,INNER,
F269108,90006,BH,3269108900064,60,F26910800003,60,N,SOLID,90005
F269108,90007,BH,3269108900071,2,F26910800004,2,N,INNER,
F269108,90008,BH,3269108900088,60,F26910800004,60,N,SOLID,90007
F269108,90009,BH,3269108900095,2,F26910800005,2,N,INNER,
F269108,90010,BH,3269108900101,60,F26910800005,60,N,SOLID,90009
F269108,90011,BH,3269108900118,2,F26910800006,2,N,INNER,
F269108,90012,BH,3269108900125,60,F26910800006,60,N,SOLID,90011
F269108,90013,BH,3269108900132,20,F26910800001,2,Y,PACK,
F269108,90013,BH,3269108900132,20,F26910800002,3,Y,PACK,
F269108,90013,BH,3269108900132,20,F26910800003,4,Y,PACK,
F269108,90013,BH,3269108900132,20,F26910800004,5,Y,PACK,
F269108,90013,BH,3269108900132,20,F26910800005,4,Y,PACK,
F269108,90013,BH,3269108900132,20,F26910800006,2,Y,PACK,
F269108,90014,BH,3269108900149,80,F26910800001,80,N,SOLID,90001
F269108,90015,BH,3269108900156,80,F26910800002,80,N,SOLID,90003
F269108,90016,BH,3269108900163,80,F26910800003,80,N,SOLID,90005
F269108,90017,BH,3269108900170,80,F26910800004,80,N,SOLID,90007
F269108,90018,BH,3269108900187,80,F26910800005,80,N,SOLID,90009
F269108,90019,BH,3269108900194,80,F26910800006,80,N,SOLID,90011
F269109,90001,BH,3269109900018,2,F26910900001,2,N,INNER,
F269109,90002,BH,3269109900025,60,F26910900001,60,N,SOLID,90001
F269109,90003,BH,3269109900032,2,F26910900002,2,N,INNER,
F269109,90004,BH,3269109900049,60,F26910900002,60,N,SOLID,90003
F269109,90005,BH,3269109900056,2,F26910900003,2,N,INNER,
F269109,90006,BH,3269109900063,60,F26910900003,60,N,SOLID,90005
F269109,90007,BH,3269109900070,2,F26910900004,2,N,INNER,
F269109,90008,BH,3269109900087,60,F26910900004,60,N,SOLID,90007
F269109,90009,BH,3269109900094,2,F26910900005,2,N,INNER,
F269109,90010,BH,3269109900100,60,F26910900005,60,N,SOLID,90009
F269109,90011,BH,3269109900117,2,F26910900006,2,N,INNER,
F269109,90012,BH,3269109900124,60,F26910900006,60,N,SOLID,90011
F269109,90013,BH,3269109900131,20,F26910900001,2,Y,PACK,
F269109,90013,BH,3269109900131,20,F26910900002,3,Y,PACK,
F269109,90013,BH,3269109900131,20,F26910900003,4,Y,PACK,
F269109,90013,BH,3269109900131,20,F26910900004,5,Y,PACK,
F269109,90013,BH,3269109900131,20,F26910900005,4,Y,PACK,
F269109,90013,BH,3269109900131,20,F26910900006,2,Y,PACK,
F269109,90014,BH,3269109900148,80,F26910900001,80,N,SOLID,90001
F269109,90015,BH,3269109900155,80,F26910900002,80,N,SOLID,90003
F269109,90016,BH,3269109900162,80,F26910900003,80,N,SOLID,90005
F269109,90017,BH,3269109900179,80,F26910900004,80,N,SOLID,90007
F269109,90018,BH,3269109900186,80,F26910900005,80,N,SOLID,90009
F269109,90019,BH,3269109900193,80,F26910900006,80,N,SOLID,90011
F269327,00001,H,3269327000019,1,F26932700001,1,N,SINGLE,
F269327,00002,H,3269327000026,1,F26932700002,1,N,SINGLE,
F269327,00003,H,3269327000033,1,F26932700003,1,N,SINGLE,
F269327,00004,H,3269327000040,1,F26932700004,1,N,SINGLE,
F269327,00005,H,3269327000057,1,F26932700005,1,N,SINGLE,
F269327,00006,H,3269327000064,1,F26932700006,1,N,SINGLE,
F269327,00007,H,3269327000071,1,F26932700007,1,N,SINGLE,
F269327,90001,BH,3269327900012,20,F26932700001,20,N,SOLID,00001
F269327,90002,BH,3269327900029,20,F26932700002,20,N,SOLID,00002
F269327,90003,BH,3269327900036,20,F26932700003,20,N,SOLID,00003
F269327,90004,BH,3269327900043,20,F26932700004,20,N,SOLID,00004
F269327,90005,BH,3269327900050,20,F26932700005,20,N,SOLID,00005
F269327,90006,BH,3269327900067,20,F26932700006,20,N,SOLID,00006
F269327,90007,BH,3269327900074,20,F26932700007,20,N,SOLID,00007
F269327,90008,BH,3269327900081,23,F26932700001,1,Y,PACK,
F269327,90008,BH,3269327900081,23,F26932700002,1,Y,PACK,
F269327,90008,BH,3269327900081,23,F26932700003,3,Y,PACK,
F269327,90008,BH,3269327900081,23,F26932700004,4,Y,PACK,
F269327,90008,BH,3269327900081,23,F26932700005,5,Y,PACK,
F269327,90008,BH,3269327900081,23,F26932700006,5,Y,PACK,
F269327,90008,BH,3269327900081,23,F26932700007,4,Y,PACK,
F269362,00001,H,3269362000012,1,F26936200001,1,N,SINGLE,
F269362,00002,H,3269362000029,1,F26936200002,1,N,SINGLE,
F269362,00003,H,3269362000036,1,F26936200003,1,N,SINGLE,
F269362,00004,H,3269362000043,1,F26936200004,1,N,SINGLE,
F269362,00005,H,3269362000050,1,F26936200005,1,N,SINGLE,
F269362,00006,H,3269362000067,1,F26936200006,1,N,SINGLE,
F269362,00007,H,3269362000074,1,F26936200007,1,N,SINGLE,
F269362,90001,BH,3269362900015,40,F26936200001,40,N,SOLID,00001
F269362,90002,BH,3269362900022,40,F26936200002,40,N,SOLID,00002
F269362,90003,BH,3269362900039,40,F26936200003,40,N,SOLID,00003
F269362,90004,BH,3269362900046,40,F26936200004,40,N,SOLID,00004
F269362,90005,BH,3269362900053,40,F26936200005,40,N,SOLID,00005
F269362,90006,BH,3269362900060,40,F26936200006,40,N,SOLID,00006
F269362,90007,BH,3269362900077,40,F26936200007,40,N,SOLID,00007
F269362,90008,BH,3269362900084,25,F26936200001,1,Y,PACK,
F269362,90008,BH,3269362900084,25,F26936200002,2,Y,PACK,
F269362,90008,BH,3269362900084,25,F26936200003,4,Y,PACK,
F269362,90008,BH,3269362900084,25,F26936200004,5,Y,PACK,
F269362,90008,BH,3269362900084,25,F26936200005,5,Y,PACK,
F269362,90008,BH,3269362900084,25,F26936200006,4,Y,PACK,
F269362,90008,BH,3269362900084,25,F26936200007,4,Y,PACK,
F269394,00001,H,3269394000011,1,F26939400001,1,N,SINGLE,
F269394,00002,H,3269394000028,1,F26939400002,1,N,SINGLE,
F269394,00003,H,3269394000035,1,F26939400003,1,N,SINGLE,
F269394,00004,H,3269394000042,1,F26939400004,1,N,SINGLE,
F269394,00005,H,3269394000059,1,F26939400005,1,N,SINGLE,
F269394,00006,H,3269394000066,1,F26939400006,1,N,SINGLE,
F269394,00007,H,3269394000073,1,F26939400007,1,N,SINGLE,
F269394,90001,BH,3269394900014,35,F26939400001,35,N,SOLID,00001
F269394,90002,BH,3269394900021,35,F26939400002,35,N,SOLID,00002
F269394,90003,BH,3269394900038,35,F26939400003,35,N,SOLID,00003
F269394,90004,BH,3269394900045,35,F26939400004,35,N,SOLID,00004
F269394,90005,BH,3269394900052,35,F26939400005,35,N,SOLID,00005
F269394,90006,BH,3269394900069,35,F26939400006,35,N,SOLID,00006
F269394,90007,BH,3269394900076,35,F26939400007,35,N,SOLID,00007
F269394,90008,BH,3269394900083,23,F26939400001,1,Y,PACK,
F269394,90008,BH,3269394900083,23,F26939400002,2,Y,PACK,
F269394,90008,BH,3269394900083,23,F26939400003,4,Y,PACK,
F269394,90008,BH,3269394900083,23,F26939400004,4,Y,PACK,
F269394,90008,BH,3269394900083,23,F26939400005,4,Y,PACK,
F269394,90008,BH,3269394900083,23,F26939400006,4,Y,PACK,
F269394,90008,BH,3269394900083,23,F26939400007,4,Y,PACK,
F269395,00001,H,3269395000010,1,F26939500001,1,N,SINGLE,
F269395,00002,H,3269395000027,1,F26939500002,1,N,SINGLE,
F269395,00003,H,3269395000034,1,F26939500003,1,N,SINGLE,
F269395,00004,H,3269395000041,1,F26939500004,1,N,SINGLE,
F269395,00005,H,3269395000058,1,F26939500005,1,N,SINGLE,
F269395,00006,H,3269395000065,1,F26939500006,1,N,SINGLE,
F269395,00007,H,3269395000072,1,F26939500007,1,N,SINGLE,
F269395,90001,BH,3269395900013,35,F26939500001,35,N,SOLID,00001
F269395,90002,BH,3269395900020,35,F26939500002,35,N,SOLID,00002
F269395,90003,BH,3269395900037,35,F26939500003,35,N,SOLID,00003
F269395,90004,BH,3269395900044,35,F26939500004,35,N,SOLID,00004
F269395,90005,BH,3269395900051,35,F26939500005,35,N,SOLID,00005
F269395,90006,BH,3269395900068,35,F26939500006,35,N,SOLID,00006
F269395,90007,BH,3269395900075,35,F26939500007,35,N,SOLID,00007
F269395,90008,BH,3269395900082,23,F26939500001,1,Y,PACK,
F269395,90008,BH,3269395900082,23,F26939500002,2,Y,PACK,
F269395,90008,BH,3269395900082,23,F26939500003,4,Y,PACK,
F269395,90008,BH,3269395900082,23,F26939500004,4,Y,PACK,
F269395,90008,BH,3269395900082,23,F26939500005,4,Y,PACK,
F269395,90008,BH,3269395900082,23,F26939500006,4,Y,PACK,
F269395,90008,BH,3269395900082,23,F26939500007,4,Y,PACK,
F269404,00001,H,3269404000017,1,F26940400001,1,N,SINGLE,
F269404,00002,H,3269404000024,1,F26940400002,1,N,SINGLE,
F269404,00003,H,3269404000031,1,F26940400003,1,N,SINGLE,
F269404,00004,H,3269404000048,1,F26940400004,1,N,SINGLE,
F269404,00005,H,3269404000055,1,F26940400005,1,N,SINGLE,
F269404,00006,H,3269404000062,1,F26940400006,1,N,SINGLE,
F269404,00007,H,3269404000079,1,F26940400007,1,N,SINGLE,
F269404,90001,BH,3269404900010,35,F26940400001,35,N,SOLID,00001
F269404,90002,BH,3269404900027,35,F26940400002,35,N,SOLID,00002
F269404,90003,BH,3269404900034,35,F26940400003,35,N,SOLID,00003
F269404,90004,BH,3269404900041,35,F26940400004,35,N,SOLID,00004
F269404,90005,BH,3269404900058,35,F26940400005,35,N,SOLID,00005
F269404,90006,BH,3269404900065,35,F26940400006,35,N,SOLID,00006
F269404,90007,BH,3269404900072,35,F26940400007,35,N,SOLID,00007
F269404,90008,BH,3269404900089,23,F26940400001,1,Y,PACK,
F269404,90008,BH,3269404900089,23,F26940400002,5,Y,PACK,
F269404,90008,BH,3269404900089,23,F26940400003,4,Y,PACK,
F269404,90008,BH,3269404900089,23,F26940400004,6,Y,PACK,
F269404,90008,BH,3269404900089,23,F26940400005,3,Y,PACK,
F269404,90008,BH,3269404900089,23,F26940400006,2,Y,PACK,
F269404,90008,BH,3269404900089,23,F26940400007,2,Y,PACK,
F269492,00001,BH,3269492000012,1,F26949200001,1,N,SINGLE,
F269492,00002,BH,3269492000029,1,F26949200002,1,N,SINGLE,
F269492,00003,BH,3269492000036,1,F26949200003,1,N,SINGLE,
F269492,00004,BH,3269492000043,1,F26949200004,1,N,SINGLE,
F269492,00005,BH,3269492000050,1,F26949200005,1,N,SINGLE,
F269492,00006,BH,3269492000067,1,F26949200006,1,N,SINGLE,
F269492,00007,BH,3269492000074,1,F26949200007,1,N,SINGLE,
F269492,90001,BH,3269492900015,66,F26949200001,66,N,SOLID,00001
F269492,90002,BH,3269492900022,66,F26949200002,66,N,SOLID,00002
F269492,90003,BH,3269492900039,66,F26949200003,66,N,SOLID,00003
F269492,90004,BH,3269492900046,66,F26949200004,66,N,SOLID,00004
F269492,90005,BH,3269492900053,66,F26949200005,66,N,SOLID,00005
F269492,90006,BH,3269492900060,66,F26949200006,66,N,SOLID,00006
F269492,90007,BH,3269492900077,66,F26949200007,66,N,SOLID,00007
F269492,90008,BH,3269492900084,17,F26949200001,1,Y,PACK,
F269492,90008,BH,3269492900084,17,F26949200002,2,Y,PACK,
F269492,90008,BH,3269492900084,17,F26949200003,3,Y,PACK,
F269492,90008,BH,3269492900084,17,F26949200004,4,Y,PACK,
F269492,90008,BH,3269492900084,17,F26949200005,3,Y,PACK,
F269492,90008,BH,3269492900084,17,F26949200006,2,Y,PACK,
F269492,90008,BH,3269492900084,17,F26949200007,2,Y,PACK,
F269493,00001,BH,3269493000011,1,F26949300001,1,N,SINGLE,
F269493,00002,BH,3269493000028,1,F26949300002,1,N,SINGLE,
F269493,00003,BH,3269493000035,1,F26949300003,1,N,SINGLE,
F269493,00004,BH,3269493000042,1,F26949300004,1,N,SINGLE,
F269493,00005,BH,3269493000059,1,F26949300005,1,N,SINGLE,
F269493,00006,BH,3269493000066,1,F26949300006,1,N,SINGLE,
F269493,00007,BH,3269493000073,1,F26949300007,1,N,SINGLE,
F269493,90001,BH,3269493900014,66,F26949300001,66,N,SOLID,00001
F269493,90002,BH,3269493900021,66,F26949300002,66,N,SOLID,00002
F269493,90003,BH,3269493900038,66,F26949300003,66,N,SOLID,00003
F269493,90004,BH,3269493900045,66,F26949300004,66,N,SOLID,00004
F269493,90005,BH,3269493900052,66,F26949300005,66,N,SOLID,00005
F269493,90006,BH,3269493900069,66,F26949300006,66,N,SOLID,00006
F269493,90007,BH,3269493900076,66,F26949300007,66,N,SOLID,00007
F269493,90008,BH,3269493900083,17,F26949300001,1,Y,PACK,
F269493,90008,BH,3269493900083,17,F26949300002,2,Y,PACK,
F269493,90008,BH,3269493900083,17,F26949300003,3,Y,PACK,
F269493,90008,BH,3269493900083,17,F26949300004,4,Y,PACK,
F269493,90008,BH,3269493900083,17,F26949300005,3,Y,PACK,
