ItemNo,LocationCode,ClsQuantity,SoldQuantity,UnitCost,UnitPrice,SeasonCode,DivisionCode,ItemCategoryCode,ItemProductGroup,ItemFamilyCode,GroupeFamille,LineCode7,OfferPrice,ProductGroupDesc
195055,4728,0.00000000000000000000,28.00000000000000000000,23.49000000000000000000,38.50000000000000000000,77,5,55,5506,5696,5548,,0.00000000000000000000,CHRISTMAS TOYS
195079,4728,0.00000000000000000000,36.00000000000000000000,2.34000000000000000000,4.50000000000000000000,79,5,55,5506,5706,5552,,0.00000000000000000000,CHRISTMAS TOYS
195169,4728,0.00000000000000000000,15.00000000000000000000,5.87500000000000000000,9.00000000000000000000,79,5,55,5506,5701,5550,,0.00000000000000000000,CHRISTMAS TOYS
195274,4728,13.00000000000000000000,85.00000000000000000000,3.33478000000000000000,6.75000000000000000000,79,5,55,5506,5698,5548,,0.00000000000000000000,CHRISTMAS TOYS
195284,4728,4.00000000000000000000,48.00000000000000000000,4.60429000000000000000,9.00000000000000000000,79,5,55,5506,5713,5554,,0.00000000000000000000,CHRISTMAS TOYS
195346,4728,2.00000000000000000000,16.00000000000000000000,6.86500000000000000000,11.00000000000000000000,79,5,55,5506,5706,5552,,0.00000000000000000000,CHRISTMAS TOYS
195734,4728,0.00000000000000000000,14.00000000000000000000,6.72000000000000000000,11.00000000000000000000,79,5,55,5506,5713,5554,,0.00000000000000000000,CHRISTMAS TOYS
197732,4728,20.00000000000000000000,38.00000000000000000000,4.76568000000000000000,11.00000000000000000000,62,5,54,5404,5477,5422,,0.00000000000000000000,KITCHEN
198884,4728,46.00000000000000000000,50.00000000000000000000,0.59500000000000000000,1.75000000000000000000,62,5,54,5407,5570,5450,,0.00000000000000000000,CASH DESK AREA
199643,4728,1.00000000000000000000,11.00000000000000000000,8.42000000000000000000,14.50000000000000000000,79,5,55,5506,5704,5550,,0.00000000000000000000,CHRISTMAS TOYS
200041,4728,0.00000000000000000000,195.00000000000000000000,0.94000000000000000000,3.50000000000000000000,62,5,54,5404,5476,5420,,0.00000000000000000000,KITCHEN
201726,4728,48.00000000000000000000,35.00000000000000000000,2.29707000000000000000,5.50000000000000000000,62,5,54,5404,5452,5418,,0.00000000000000000000,KITCHEN
201730,4728,69.00000000000000000000,36.00000000000000000000,1.65038000000000000000,3.50000000000000000000,62,5,54,5404,5476,5420,,0.00000000000000000000,KITCHEN
201810,4728,58.00000000000000000000,43.00000000000000000000,2.12692000000000000000,4.50000000000000000000,62,5,54,5401,5403,5402,,0.00000000000000000000,TABLEWARE
201812,4728,75.00000000000000000000,20.00000000000000000000,1.55663000000000000000,3.50000000000000000000,62,5,54,5401,5405,5402,,0.00000000000000000000,TABLEWARE
203305,4728,0.00000000000000000000,24.00000000000000000000,4.58000000000000000000,9.00000000000000000000,62,5,54,5405,5518,5434,,0.00000000000000000000,DECORATION
203486,4728,0.00000000000000000000,85.00000000000000000000,1.47000000000000000000,3.50000000000000000000,62,5,54,5404,5472,5420,,0.00000000000000000000,KITCHEN
207813,4728,7.00000000000000000000,45.00000000000000000000,5.46500000000000000000,12.25000000000000000000,62,5,54,5406,5554,5444,,0.00000000000000000000,CLEANING-LAUNDRY
207839,4728,11.00000000000000000000,13.00000000000000000000,4.53923000000000000000,11.00000000000000000000,62,5,54,5404,5470,5420,,0.00000000000000000000,KITCHEN
208550,4728,0.00000000000000000000,71.00000000000000000000,1.12444000000000000000,2.25000000000000000000,62,5,54,5407,5570,5450,,0.00000000000000000000,CASH DESK AREA
208567,4728,2.00000000000000000000,297.00000000000000000000,0.52600000000000000000,1.25000000000000000000,62,5,54,5401,5428,5410,,0.00000000000000000000,TABLEWARE
208571,4728,17.00000000000000000000,19.00000000000000000000,2.15382000000000000000,5.50000000000000000000,62,5,54,5406,5540,5442,,0.00000000000000000000,CLEANING-LAUNDRY
208573,4728,13.00000000000000000000,11.00000000000000000000,3.82419000000000000000,9.00000000000000000000,62,5,54,5406,5540,5442,,0.00000000000000000000,CLEANING-LAUNDRY
208578,4728,26.00000000000000000000,165.00000000000000000000,0.83021000000000000000,2.25000000000000000000,62,5,54,5406,5535,5440,,0.00000000000000000000,CLEANING-LAUNDRY
208865,4728,0.00000000000000000000,24.00000000000000000000,6.72500000000000000000,11.00000000000000000000,79,5,55,5506,5716,5554,,0.00000000000000000000,CHRISTMAS TOYS
209102,4728,31.00000000000000000000,160.00000000000000000000,0.91468000000000000000,2.25000000000000000000,62,5,54,5404,5491,5424,,0.00000000000000000000,KITCHEN
211242,4728,7.00000000000000000000,17.00000000000000000000,0.83083000000000000000,3.00000000000000000000,62,5,54,5411,5612,5466,,0.00000000000000000000,LEISURE ACTIVITIES
211243,4728,25.00000000000000000000,5.00000000000000000000,0.88200000000000000000,3.00000000000000000000,62,5,54,5411,5616,5466,,0.00000000000000000000,LEISURE ACTIVITIES
211244,4728,28.00000000000000000000,12.00000000000000000000,0.72671000000000000000,1.75000000000000000000,62,5,54,5411,5613,5466,,0.00000000000000000000,LEISURE ACTIVITIES
211245,4728,27.00000000000000000000,21.00000000000000000000,0.53036000000000000000,1.50000000000000000000,62,5,54,5411,5620,5466,,0.00000000000000000000,LEISURE ACTIVITIES
211246,4728,15.00000000000000000000,9.00000000000000000000,1.07243000000000000000,3.50000000000000000000,62,5,54,5411,5617,5466,,0.00000000000000000000,LEISURE ACTIVITIES
211248,4728,4.00000000000000000000,42.00000000000000000000,0.75520000000000000000,1.75000000000000000000,62,5,54,5411,5617,5466,,0.00000000000000000000,LEISURE ACTIVITIES
224610,4728,263.00000000000000000000,2915.00000000000000000000,0.90631000000000000000,2.25000000000000000000,62,6,63,6370,6390,6370,,0.00000000000000000000,SECOND-HAND
234660,4728,0.00000000000000000000,251.00000000000000000000,1.52000000000000000000,4.50000000000000000000,79,1,16,1603,1500,1500,,1.00000000000000000000,READY-TO-WEAR Men
236704,4728,0.00000000000000000000,48.00000000000000000000,2.22000000000000000000,6.75000000000000000000,78,1,16,1603,1500,1500,,1.50000000000000000000,READY-TO-WEAR Men
238017,4728,0.00000000000000000000,140.00000000000000000000,4.77429000000000000000,11.00000000000000000000,62,5,54,5405,5513,5432,,0.00000000000000000000,DECORATION
238625,4728,0.00000000000000000000,118.00000000000000000000,2.50500000000000000000,9.00000000000000000000,78,1,16,1603,1150,1150,,2.25000000000000000000,READY-TO-WEAR Men
238664,4728,11.00000000000000000000,37.00000000000000000000,4.92500000000000000000,16.50000000000000000000,78,1,16,1603,1300,1300,,4.00000000000000000000,READY-TO-WEAR Men
238771,4728,0.00000000000000000000,47.00000000000000000000,2.94000000000000000000,11.00000000000000000000,78,1,16,1601,1202,1200,,2.75000000000000000000,READY-TO-WEAR Women
239574,4728,2.00000000000000000000,43.00000000000000000000,2.12000000000000000000,7.75000000000000000000,78,1,16,1603,1500,1500,,1.75000000000000000000,READY-TO-WEAR Men
239599,4728,8.00000000000000000000,112.00000000000000000000,1.93500000000000000000,7.75000000000000000000,79,1,16,1603,1500,1500,,1.75000000000000000000,READY-TO-WEAR Men
240690,4728,0.00000000000000000000,35.00000000000000000000,9.04000000000000000000,22.00000000000000000000,62,5,54,5405,5522,5436,,0.00000000000000000000,DECORATION
240927,4728,65.00000000000000000000,413.00000000000000000000,0.76282000000000000000,2.25000000000000000000,81,1,16,1601,1503,1500,,1.00000000000000000000,READY-TO-WEAR Women
243180,4728,54.00000000000000000000,425.00000000000000000000,0.82500000000000000000,2.25000000000000000000,81,1,16,1601,1503,1500,,1.00000000000000000000,READY-TO-WEAR Women
246731,4728,26.00000000000000000000,38.00000000000000000000,1.29920000000000000000,3.50000000000000000000,62,5,54,5401,5419,5406,,0.00000000000000000000,TABLEWARE
249995,4728,0.00000000000000000000,19.00000000000000000000,1.20500000000000000000,3.00000000000000000000,62,5,54,5406,5535,5440,,0.00000000000000000000,CLEANING-LAUNDRY
250011,4728,0.00000000000000000000,71.00000000000000000000,1.11467000000000000000,3.00000000000000000000,62,5,54,5406,5530,5440,,0.00000000000000000000,CLEANING-LAUNDRY
250012,4728,0.00000000000000000000,49.00000000000000000000,1.81000000000000000000,4.00000000000000000000,62,5,54,5406,5530,5440,,0.00000000000000000000,CLEANING-LAUNDRY
250019,4728,3.00000000000000000000,23.00000000000000000000,7.65276000000000000000,16.50000000000000000000,62,5,54,5406,5536,5440,,0.00000000000000000000,CLEANING-LAUNDRY
250186,4728,0.00000000000000000000,120.00000000000000000000,2.92000000000000000000,9.00000000000000000000,78,1,16,1603,1500,1500,,2.25000000000000000000,READY-TO-WEAR Men
250297,4728,0.00000000000000000000,9.00000000000000000000,20.39000000000000000000,44.00000000000000000000,62,5,54,5405,5522,5436,,0.00000000000000000000,DECORATION
250575,4728,3.00000000000000000000,45.00000000000000000000,3.00333000000000000000,9.00000000000000000000,78,1,16,1603,1500,1500,,2.25000000000000000000,READY-TO-WEAR Men
250871,4728,0.00000000000000000000,9.00000000000000000000,7.74000000000000000000,17.75000000000000000000,62,5,54,5405,5522,5436,,0.00000000000000000000,DECORATION
253158,4728,11.00000000000000000000,37.00000000000000000000,2.23800000000000000000,4.50000000000000000000,62,5,54,5406,5539,5442,,0.00000000000000000000,CLEANING-LAUNDRY
254458,4728,2.00000000000000000000,92.00000000000000000000,1.52500000000000000000,4.50000000000000000000,78,1,11,1103,1103,1100,,1.00000000000000000000,READY-TO-WEAR Baby Boys
254511,4728,0.00000000000000000000,116.00000000000000000000,3.52000000000000000000,10.00000000000000000000,79,1,11,1102,1850,1850,,2.50000000000000000000,READY-TO-WEAR Baby Girls
255566,4728,0.00000000000000000000,14.00000000000000000000,3.40000000000000000000,9.00000000000000000000,62,5,54,5406,5533,5440,,0.00000000000000000000,CLEANING-LAUNDRY
257375,4728,0.00000000000000000000,24.00000000000000000000,4.25000000000000000000,11.00000000000000000000,78,3,32,3250,3210,3210,,2.75000000000000000000,Men's Shoes 40/46
259637,4728,1.00000000000000000000,8.00000000000000000000,6.40000000000000000000,17.75000000000000000000,62,5,56,5601,5749,5625,,8.75000000000000000000,BEDROOM HOUSEHOLD LINEN
259639,4728,4.00000000000000000000,20.00000000000000000000,2.16824000000000000000,5.50000000000000000000,81,5,55,5502,5650,5516,,0.00000000000000000000,OUTDOORS
259640,4728,0.00000000000000000000,24.00000000000000000000,1.36500000000000000000,3.50000000000000000000,81,5,55,5502,5650,5516,,0.00000000000000000000,OUTDOORS
259927,4728,10.00000000000000000000,12.00000000000000000000,1.79792000000000000000,4.50000000000000000000,78,5,55,5502,5661,5522,,0.00000000000000000000,OUTDOORS
260709,4728,2.00000000000000000000,22.00000000000000000000,1.91500000000000000000,5.50000000000000000000,81,3,33,3340,3304,3300,,2.75000000000000000000,Women's Slippers 35/41
261580,4728,0.00000000000000000000,71.00000000000000000000,2.67000000000000000000,7.75000000000000000000,79,1,11,1101,1853,1850,,1.75000000000000000000,READY-TO-WEAR Newborn
261582,4728,0.00000000000000000000,48.00000000000000000000,2.85000000000000000000,9.00000000000000000000,78,1,11,1101,1850,1850,,2.25000000000000000000,READY-TO-WEAR Newborn
261593,4728,0.00000000000000000000,23.00000000000000000000,3.71000000000000000000,11.00000000000000000000,79,1,11,1103,1850,1850,,2.75000000000000000000,READY-TO-WEAR Baby Boys
