ItemNo,LocationCode,ClsQuantity,SoldQuantity,UnitCost,UnitPrice,SeasonCode,DivisionCode,ItemCategoryCode,ItemProductGroup,ItemFamilyCode,GroupeFamille,LineCode7,OfferPrice,ProductGroupDesc
298040,4728,70.00000000000000000000,10.00000000000000000000,0.97064000000000000000,3.50000000000000000000,81,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298041,4728,72.00000000000000000000,9.00000000000000000000,1.02319000000000000000,4.50000000000000000000,81,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298045,4728,52.00000000000000000000,12.00000000000000000000,2.33701000000000000000,7.75000000000000000000,84,2,21,2140,2184,2180,,0.00000000000000000000,Women's Lingerie
298046,4728,37.00000000000000000000,26.00000000000000000000,2.25635000000000000000,7.75000000000000000000,84,2,21,2140,2184,2180,,0.00000000000000000000,Women's Lingerie
298047,4728,80.00000000000000000000,1.00000000000000000000,1.26420000000000000000,4.50000000000000000000,83,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298049,4728,78.00000000000000000000,2.00000000000000000000,1.14788000000000000000,3.50000000000000000000,84,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298050,4728,55.00000000000000000000,9.00000000000000000000,2.36563000000000000000,7.75000000000000000000,84,2,21,2140,2184,2180,,0.00000000000000000000,Women's Lingerie
298051,4728,48.00000000000000000000,17.00000000000000000000,2.27831000000000000000,7.75000000000000000000,84,2,21,2140,2184,2180,,0.00000000000000000000,Women's Lingerie
298052,4728,77.00000000000000000000,2.00000000000000000000,1.26291000000000000000,4.50000000000000000000,83,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298054,4728,80.00000000000000000000,0.00000000000000000000,1.15214000000000000000,3.50000000000000000000,84,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298055,4728,34.00000000000000000000,30.00000000000000000000,2.47080000000000000000,7.75000000000000000000,81,2,21,2140,2184,2180,,0.00000000000000000000,Women's Lingerie
298056,4728,34.00000000000000000000,29.00000000000000000000,2.53652000000000000000,7.75000000000000000000,81,2,21,2140,2184,2180,,0.00000000000000000000,Women's Lingerie
298057,4728,73.00000000000000000000,7.00000000000000000000,1.33848000000000000000,4.50000000000000000000,81,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298058,4728,70.00000000000000000000,10.00000000000000000000,0.99040000000000000000,3.50000000000000000000,81,2,21,2140,2183,2180,,0.00000000000000000000,Women's Lingerie
298065,4728,1.00000000000000000000,143.00000000000000000000,1.53000000000000000000,5.50000000000000000000,84,2,21,2140,2165,2160,,2.75000000000000000000,Women's Lingerie
298068,4728,83.00000000000000000000,25.00000000000000000000,2.04616000000000000000,5.50000000000000000000,84,2,21,2140,2166,2160,,2.75000000000000000000,Women's Lingerie
298069,4728,69.00000000000000000000,37.00000000000000000000,2.04462000000000000000,5.50000000000000000000,84,2,21,2140,2166,2160,,2.75000000000000000000,Women's Lingerie
298072,4728,29.00000000000000000000,16.00000000000000000000,1.21484000000000000000,3.50000000000000000000,83,2,21,2140,2125,2120,,0.00000000000000000000,Women's Lingerie
298073,4728,63.00000000000000000000,33.00000000000000000000,0.80993000000000000000,2.25000000000000000000,84,2,21,2140,2125,2120,,0.00000000000000000000,Women's Lingerie
298074,4728,49.00000000000000000000,45.00000000000000000000,0.80950000000000000000,2.25000000000000000000,84,2,21,2140,2125,2120,,0.00000000000000000000,Women's Lingerie
298075,4728,22.00000000000000000000,129.00000000000000000000,2.06333000000000000000,5.50000000000000000000,83,2,21,2140,2122,2120,,2.75000000000000000000,Women's Lingerie
298077,4728,6.00000000000000000000,89.00000000000000000000,2.56250000000000000000,7.75000000000000000000,81,2,21,2140,2122,2120,,0.00000000000000000000,Women's Lingerie
298078,4728,13.00000000000000000000,85.00000000000000000000,2.29190000000000000000,7.75000000000000000000,83,2,21,2140,2122,2120,,0.00000000000000000000,Women's Lingerie
298079,4728,65.00000000000000000000,30.00000000000000000000,2.37500000000000000000,7.75000000000000000000,83,2,21,2140,2122,2120,,0.00000000000000000000,Women's Lingerie
298082,4728,0.00000000000000000000,51.00000000000000000000,3.47000000000000000000,10.00000000000000000000,81,2,21,2140,2147,2140,,5.00000000000000000000,Women's Lingerie
298083,4728,107.00000000000000000000,38.00000000000000000000,3.08065000000000000000,9.00000000000000000000,84,2,21,2140,2147,2140,,0.00000000000000000000,Women's Lingerie
298084,4728,12.00000000000000000000,93.00000000000000000000,3.06036000000000000000,9.00000000000000000000,83,2,21,2140,2147,2140,,0.00000000000000000000,Women's Lingerie
298146,4728,0.00000000000000000000,97.00000000000000000000,8.70500000000000000000,22.00000000000000000000,79,2,22,2203,1355,1350,,0.00000000000000000000,Women Nightwear
298177,4728,46.00000000000000000000,26.00000000000000000000,0.77507000000000000000,3.50000000000000000000,84,2,21,2112,2182,2180,,0.00000000000000000000,Girls lingery
298178,4728,4.00000000000000000000,96.00000000000000000000,1.44383000000000000000,4.25000000000000000000,84,2,23,2330,2311,2310,,0.00000000000000000000,Girls socks
298179,4728,5.00000000000000000000,91.00000000000000000000,1.49500000000000000000,4.00000000000000000000,83,2,23,2330,2311,2310,,0.00000000000000000000,Girls socks
298212,4728,38.00000000000000000000,36.00000000000000000000,2.61958000000000000000,7.75000000000000000000,81,2,21,2112,2122,2120,,0.00000000000000000000,Girls lingery
298214,4728,4.00000000000000000000,68.00000000000000000000,1.68600000000000000000,5.50000000000000000000,81,2,21,2112,2122,2120,,2.75000000000000000000,Girls lingery
298223,4728,31.00000000000000000000,33.00000000000000000000,2.63211000000000000000,9.00000000000000000000,81,2,21,2140,2184,2180,,4.50000000000000000000,Women's Lingerie
298224,4728,60.00000000000000000000,20.00000000000000000000,0.99361000000000000000,4.50000000000000000000,81,2,21,2140,2183,2180,,2.25000000000000000000,Women's Lingerie
298225,4728,35.00000000000000000000,30.00000000000000000000,2.90368000000000000000,11.00000000000000000000,81,2,21,2140,2184,2180,,0.00000000000000000000,Women's Lingerie
